#ClusterName #ID Mass LogTeff Logg Av "Log age" DistMod G sigG Bp sigBp Rp sigRp BP-RP MG BP-RP_0 BP-RP_0_lim allDeltas
NGC_6494 2273987967057934676* 9999.0 9999.0 9999.0 1.54057 8.57978 9.35202 13.535 0.00045 13.99733 0.00062 12.88644 0.00056 1.1108899999999995 2.8118727000000003 0.3697509189189184 -0.055766598787442945 0.04022917778590296
NGC_6494 2273987967057925689* 9999.0 9999.0 9999.0 1.15324 8.57978 9.35202 12.91109 0.00045 13.2762 0.00053 12.3613 0.00052 0.9148999999999994 2.5326864000000002 0.3600980540540535 -0.055766598787442945 -0.20819411893892825
NGC_6494 2273987967057926271B 0.793 3.659 4.623 1.47688 8.57978 9.35202 17.08837 0.00075 18.01546 0.00663 16.08285 0.00245 1.9326100000000004 6.421926800000001 1.2221109729729736 -0.055766598787442945 0.03753097230902114
NGC_6494 2273987966923717018 0.97352 3.7519 4.554 1.31888 8.57978 9.35202 15.52169 0.00059 16.16668 0.00161 14.70912 0.00104 1.457559999999999 4.9958668 0.8230717837837829 -0.055766598787442945 0.029721180690365223
NGC_6494 2273987967057931710* 9999.0 9999.0 9999.0 1.12936 8.57978 9.35202 12.75577 0.00045 13.05112 0.00052 12.2878 0.00052 0.7633199999999984 2.398619600000001 0.22000627027026876 -0.055766598787442945 -0.014650945549325112
NGC_6494 2273987967057920320* 9999.0 9999.0 9999.0 1.18283 8.57978 9.35202 13.81753 0.00046 14.27211 0.00066 13.18003 0.0006 1.0920799999999993 3.4127913000000003 0.5230428648648642 -0.055766598787442945 -0.026665753367869804
NGC_6494 2273987966923717284 0.82777 3.7045 4.627 1.30203 8.57978 9.35202 16.46807 0.00066 17.25057 0.00355 15.55287 0.00169 1.6976999999999993 5.957243300000002 1.0713179999999993 -0.055766598787442945 0.03336540522999787
NGC_6494 2273987966923706029 1.62944 3.8959 4.282 1.50512 8.57978 9.35202 13.1806 0.00054 13.57255 0.00056 12.60392 0.00054 0.9686299999999992 2.4890232000000005 0.24454524324324245 -0.055766598787442945 0.022501174585284556
NGC_6494 2273987966923709420 0.60163 3.5942 4.697 1.28847 8.57978 9.35202 17.95684 0.001 19.13538 0.01758 16.81503 0.00433 2.3203500000000012 7.4580817 1.7004914594594607 -0.055766598787442945 -0.0010231423370932191
NGC_6494 2273987967057931381* 9999.0 9999.0 9999.0 1.30381 8.57978 9.35202 15.67169 0.0005 16.34996 0.00193 14.83458 0.00107 1.5153799999999986 5.159279100000001 0.8881416756756744 -0.055766598787442945 -0.08475372562583061
NGC_6494 2273987967057930655* 9999.0 9999.0 9999.0 1.43866 8.57978 9.35202 15.62203 0.00049 16.40316 0.00183 14.70794 0.00105 1.695219999999999 4.989602600000001 1.003107891891891 -0.055766598787442945 -0.6968029904893411
NGC_6494 2273987966923714863 0.98604 3.7554 4.546 1.45465 8.57978 9.35202 15.7012 0.0006 16.39012 0.00187 14.85343 0.00112 1.5366900000000001 5.054541500000001 0.8368854054054056 -0.055766598787442945 0.027535115887089567
NGC_6494 2273987967057931611* 9999.0 9999.0 9999.0 1.28627 8.57978 9.35202 15.00593 0.00047 15.59498 0.00114 14.24103 0.00084 1.3539499999999993 4.5091297 0.7351498378378372 -0.055766598787442945 -0.04467674205987837
NGC_6494 2273987967057929094* 9999.0 9999.0 9999.0 1.32263 8.57978 9.35202 15.34441 0.00048 15.97961 0.00144 14.54114 0.00095 1.4384699999999988 4.8152493000000005 0.8021777297297286 -0.055766598787442945 -0.056839049400386976
NGC_6494 2273987966923713123 1.19536 3.8029 4.409 1.34327 8.57978 9.35202 14.6556 0.00056 15.21068 0.00094 13.92186 0.00074 1.2888199999999994 4.1080697 0.6425982162162157 -0.055766598787442945 0.031069973541987927
NGC_6494 2273987966923717257 1.0502 3.772 4.506 1.38921 8.57978 9.35202 14.94673 0.00057 15.53575 0.00111 14.18117 0.00082 1.3545800000000003 4.358313100000001 0.6862573513513517 -0.055766598787442945 0.051820424552171396
NGC_6494 2273987967057920912* 9999.0 9999.0 9999.0 1.319 8.57978 9.35202 17.94779 0.00083 19.10497 0.022 16.79856 0.00395 2.306410000000003 7.4218600000000015 1.6718640540540572 -0.055766598787442945 0.008044424992227128
NGC_6494 2273987966923712428 0.96255 3.7488 4.56 1.33775 8.57978 9.35202 15.47517 0.00058 16.11954 0.00156 14.66737 0.00102 1.4521700000000006 4.932552500000001 0.8086037837837845 -0.055766598787442945 0.03127718494074738
NGC_6494 2273987966923707143 0.68133 3.6361 4.67 1.21845 8.57978 9.35202 17.71081 0.00091 18.8081 0.01319 16.61487 0.00367 2.19323 7.274369499999999 1.6070567567567564 -0.055766598787442945 -3.929421204951211e-05
NGC_6494 2273987966923703032 0.99316 3.7574 4.542 1.60638 8.57978 9.35202 15.86045 0.00061 16.59129 0.00215 14.98534 0.0012 1.60595 5.078751800000001 0.833150972972973 -0.055766598787442945 0.06809626097664712
NGC_6494 2273987967057924351* 9999.0 9999.0 9999.0 1.35114 8.57978 9.35202 16.04367 0.00051 16.85894 0.00252 15.10519 0.00131 1.7537500000000001 5.489135399999999 1.1037421081081082 -0.055766598787442945 -0.5414482131534246
NGC_6494 2273987966923715587 1.45472 3.8528 4.287 1.16087 8.57978 9.35202 13.21286 0.00054 13.58863 0.00056 12.65446 0.00054 0.93417 2.8276657 0.3756974054054053 -0.055766598787442945 0.03631005972897361
NGC_6494 2273987967057921060* 9999.0 9999.0 9999.0 1.41961 8.57978 9.35202 15.17866 0.00048 15.7997 0.00128 14.38629 0.00089 1.413409999999999 4.563187100000001 0.7304624864864855 -0.055766598787442945 0.03256761915124251
NGC_6494 2273987967057933664A 0.97708 3.7529 4.552 0.94749 8.57978 9.35202 15.23967 0.00058 15.80222 0.00129 14.497 0.00094 1.3052200000000003 5.044383900000001 0.8494004864864868 -0.055766598787442945 -0.03687219862807467
NGC_6494 2273987966923706991 0.70242 3.6475 4.665 1.29603 8.57978 9.35202 17.3138 0.0008 18.29685 0.00843 16.27982 0.00283 2.0170299999999983 6.808313300000001 1.3935344864864847 -0.055766598787442945 0.009572195749548484
NGC_6494 2273987967057928579* 9999.0 9999.0 9999.0 1.10801 8.57978 9.35202 15.92675 0.00051 16.61464 0.0022 15.08283 0.00126 1.531810000000002 5.588601100000001 0.9987673513513533 -0.055766598787442945 -0.08209443246881865
NGC_6494 2273987967057931547B 1.032 3.772 4.512 1.08325 8.57978 9.35202 15.19125 0.00057 15.76524 0.00126 14.43839 0.00091 1.3268500000000003 4.875137500000001 0.8057189189189192 -0.055766598787442945 -0.013063470924466358
NGC_6494 2273987966923714941 1.53167 3.8719 4.282 1.19079 8.57978 9.35202 13.12775 0.00054 13.4905 0.00055 12.58254 0.00054 0.907960000000001 2.7159269000000013 0.33509345945946045 -0.055766598787442945 0.04774988861898599
NGC_6494 2273987966923707940 1.03033 3.7671 4.518 1.40353 8.57978 9.35202 15.44277 0.00058 16.09488 0.00153 14.62895 0.001 1.4659300000000002 4.8416083 0.7907182702702705 -0.055766598787442945 0.022144862187119863
NGC_6494 2273987967057931258* 9999.0 9999.0 9999.0 1.24919 8.57978 9.35202 17.59831 0.00073 18.67974 0.0122 16.51469 0.00332 2.1650499999999973 7.134510900000002 1.5640883243243215 -0.055766598787442945 -0.0395865545559575
NGC_6494 2273987966923709835 0.69331 3.6426 4.667 1.41006 8.57978 9.35202 17.9665 0.00101 19.15096 0.01788 16.82034 0.00435 2.3306199999999997 7.359526600000001 1.6522668108108105 -0.055766598787442945 -0.01569708099841538
NGC_6494 2273987966923704305 1.51295 3.8671 4.282 1.35261 8.57978 9.35202 13.36055 0.00054 13.77571 0.00058 12.76176 0.00055 1.0139499999999995 2.8047071000000003 0.36323491891891835 -0.055766598787442945 0.053996983334672066
NGC_6494 2273987967057929405* 9999.0 9999.0 9999.0 1.3064 8.57978 9.35202 17.79184 0.00078 18.9219 0.01393 16.67819 0.00394 2.24371 7.277124000000001 1.6152256756756758 -0.055766598787442945 -0.01617610078581677
NGC_6494 2273987967057933788* 9999.0 9999.0 9999.0 1.46179 8.57978 9.35202 16.15867 0.00052 16.91855 0.00278 15.26068 0.00139 1.657869999999999 5.505656900000002 0.9546304864864856 -0.055766598787442945 -0.0010610658530350037
NGC_6494 2273987966923713481 0.93153 3.7396 4.578 1.45063 8.57978 9.35202 15.96213 0.00061 16.67871 0.0023 15.08613 0.00127 1.592579999999998 5.3190493000000005 0.8947093513513494 -0.055766598787442945 0.04816361114836365
NGC_6494 2273987967057933429* 9999.0 9999.0 9999.0 1.37034 8.57978 9.35202 14.16175 0.00046 14.67413 0.00076 13.46531 0.00064 1.2088199999999993 3.5901274 0.5495753513513508 -0.055766598787442945 0.011762642291380576
NGC_6494 2273987967057923125B 0.842 3.721 4.614 1.3784 8.57978 9.35202 16.62756 0.00068 17.45662 0.00415 15.68727 0.00185 1.769350000000001 6.048763999999999 1.106227837837839 -0.055766598787442945 0.010166978512495817
NGC_6494 2273987966923713979 0.61747 3.6024 4.69 1.03879 8.57978 9.35202 17.9249 0.00099 19.07227 0.01676 16.80661 0.00427 2.2656600000000005 7.648356900000001 1.7659177837837843 -0.055766598787442945 0.18406424904268892
NGC_6494 2273987966923717434 1.3676 3.835 4.314 1.40388 8.57978 9.35202 13.79434 0.00055 14.27312 0.00066 13.12919 0.00059 1.143930000000001 3.1928668000000004 0.4685498918918929 -0.055766598787442945 0.023324331481393568
NGC_6494 2273987967057928150A 0.87069 3.7199 4.608 1.52603 8.57978 9.35202 16.2612 0.00064 17.04001 0.003 15.35044 0.00149 1.689569999999998 5.551013299999999 0.9554258378378359 -0.055766598787442945 0.0412704697514803
NGC_6494 2273987966923709592 0.65929 3.6241 4.675 1.2436 8.57978 9.35202 17.51789 0.00085 18.55165 0.01059 16.44819 0.00323 2.1034599999999983 7.059066000000001 1.5051875675675659 -0.055766598787442945 0.018829814456077898
NGC_6494 2273987966923717226 0.75791 3.6772 4.658 1.21121 8.57978 9.35202 16.61438 0.00067 17.42299 0.00404 15.6861 0.00185 1.736889999999999 6.184383100000002 1.154199783783783 -0.055766598787442945 -0.004075017763314648
NGC_6494 2273987967057921806* 9999.0 9999.0 9999.0 1.27809 8.57978 9.35202 17.19611 0.00064 18.14725 0.00742 16.17095 0.00262 1.9762999999999984 6.706589900000001 1.3614350810810796 -0.055766598787442945 -0.02147435731832381
NGC_6494 2273987967057932745* 9999.0 9999.0 9999.0 1.32551 8.57978 9.35202 17.21177 0.00064 18.16831 0.00749 16.18831 0.00266 1.9800000000000004 6.680046100000002 1.3423222162162167 -0.055766598787442945 -0.004834104626698199
NGC_6494 2273987966923717476 0.94721 3.7444 4.569 1.27186 8.57978 9.35202 15.91054 0.00061 16.60347 0.00217 15.06291 0.00125 1.540560000000001 5.4265646 0.9286922162162173 -0.055766598787442945 0.0199688351404248
NGC_6494 2273987966923707949 0.71787 3.6558 4.661 1.36384 8.57978 9.35202 17.51225 0.00085 18.54972 0.01055 16.43622 0.00321 2.113500000000002 6.946412400000002 1.4573823783783804 -0.055766598787442945 0.010333874976560686
NGC_6494 2273987967057932415* 9999.0 9999.0 9999.0 1.3021 8.57978 9.35202 13.36149 0.00045 13.77132 0.00058 12.76587 0.00055 1.0054499999999997 2.850601 0.37903432432432405 -0.055766598787442945 0.047929487731617204
NGC_6494 2273987967057926203* 9999.0 9999.0 9999.0 1.2821 8.57978 9.35202 12.67884 0.00045 12.97371 0.00051 12.21085 0.00051 0.7628599999999999 2.1857509999999998 0.1460659459459458 -0.055766598787442945 0.04300393669992442
NGC_6494 2273987966923706979 1.13827 3.7915 4.447 1.3587 8.57978 9.35202 14.86569 0.00056 15.44233 0.00106 14.11244 0.0008 1.3298900000000007 4.304427000000001 0.6762451351351358 -0.055766598787442945 0.04994605262991758
NGC_6494 2273987966923708766 1.58154 3.8845 4.282 1.35255 8.57978 9.35202 13.15921 0.00054 13.53554 0.00056 12.59483 0.00054 0.9407099999999993 2.6034205000000004 0.29002378378378313 -0.055766598787442945 0.04378213517583607
NGC_6494 2273987966923706511 0.74256 3.6698 4.661 1.23296 8.57978 9.35202 17.17435 0.00076 18.1062 0.00721 16.16232 0.0026 1.94388 6.724995600000001 1.3507262702702705 -0.055766598787442945 0.02100825626533176
NGC_6494 2273987967057935350B 0.97 3.771 4.551 1.41483 8.57978 9.35202 15.58073 0.00059 16.24957 0.0017 14.75156 0.00106 1.498009999999999 4.9695113000000015 0.817362054054053 -0.055766598787442945 0.028827690245782023
NGC_6494 2273987967057929702* 9999.0 9999.0 9999.0 1.20613 8.57978 9.35202 14.97503 0.00047 15.54473 0.00111 14.22901 0.00084 1.315719999999999 4.5495543000000005 0.7354736756756747 -0.055766598787442945 -0.005849741730373559
NGC_6494 2273987967057923084A 1.22735 3.809 4.389 1.39372 8.57978 9.35202 14.40215 0.00055 14.93868 0.00084 13.68277 0.00069 1.25591 3.809719200000001 0.5854176756756758 -0.055766598787442945 0.03974751353056005
NGC_6494 2273987966923713235 0.67093 3.6305 4.672 1.48153 8.57978 9.35202 17.80666 0.00094 18.94659 0.01487 16.69144 0.0039 2.2551500000000004 7.136078300000001 1.5424139459459463 -0.055766598787442945 0.01199900240674534
NGC_6494 2273987967057931806* 9999.0 9999.0 9999.0 1.18728 8.57978 9.35202 17.31906 0.00066 18.30162 0.00839 16.27858 0.00285 2.023039999999998 6.910360800000001 1.4518620540540523 -0.055766598787442945 -0.013852614835021093
NGC_6494 2273987967057932120A 1.03168 3.7674 4.517 1.16137 8.57978 9.35202 15.25412 0.00058 15.84581 0.00132 14.48703 0.00093 1.3587799999999994 4.868480700000001 0.8000668648648643 -0.055766598787442945 0.006030421669967367
NGC_6494 2273987966923704365 1.66108 3.9029 4.28 1.36772 8.57978 9.35202 12.85066 0.00054 13.17739 0.00053 12.3456 0.00052 0.8317900000000016 2.2813692 0.17380578378378542 -0.055766598787442945 0.0063382586084395065
NGC_6494 2273987966923716878 1.26131 3.8154 4.368 1.32938 8.57978 9.35202 14.0796 0.00055 14.57739 0.00073 13.39762 0.00063 1.1797699999999995 3.5444318 0.540230432432432 -0.055766598787442945 0.015377863836420591
NGC_6494 2273987967057926710* 9999.0 9999.0 9999.0 1.29088 8.57978 9.35202 12.65158 0.00045 12.94784 0.00051 12.18016 0.00051 0.7676799999999986 2.1506767999999994 0.14666205405405264 -0.055766598787442945 0.004508818485573052
NGC_6494 2273987967057927384B 0.829 3.688 4.61 1.37138 8.57978 9.35202 16.53166 0.00066 17.33055 0.00379 15.60038 0.00175 1.7301699999999993 5.959111799999999 1.0704250270270264 -0.055766598787442945 0.03822933552525587
NGC_6494 2273987967057929375* 9999.0 9999.0 9999.0 1.3998 8.57978 9.35202 12.7995 0.00045 13.2362 0.00053 12.17814 0.00051 1.0580599999999993 2.2016580000000006 0.38464270270270207 -0.055766598787442945 -0.6204427782526882
NGC_6494 2273987967057931701A 0.753 3.6752 4.66 0.95994 8.57978 9.35202 16.37841 0.00065 17.11016 0.00317 15.49763 0.00163 1.6125300000000014 6.172043399999999 1.1507210270270285 -0.055766598787442945 -0.00585892886583661
NGC_6494 2273987967057921367* 9999.0 9999.0 9999.0 1.26026 8.57978 9.35202 16.28119 0.00053 17.03003 0.00314 15.39004 0.00148 1.6399899999999992 5.807538599999999 1.033702756756756 -0.055766598787442945 0.01244350961651719
NGC_6494 2273987967057931569A 1.1374 3.7913 4.448 1.36627 8.57978 9.35202 14.86767 0.00056 15.44831 0.00106 14.11164 0.0008 1.3366699999999998 4.299669700000001 0.6793833513513512 -0.055766598787442945 0.028841840605124958
NGC_6494 2273987966923713211 0.71934 3.6566 4.661 1.32096 8.57978 9.35202 17.02917 0.00074 17.91761 0.00617 16.03895 0.00237 1.87866 6.501495600000001 1.2431711351351353 -0.055766598787442945 0.060307245996449765
NGC_6494 2273987966923702506 0.67225 3.6312 4.672 1.10227 8.57978 9.35202 17.537 0.00085 18.58005 0.01077 16.47186 0.00328 2.1081900000000005 7.2039596999999995 1.5779087567567571 -0.055766598787442945 -0.0023641470965509725
NGC_6494 2273987966923714053 0.76834 3.6814 4.653 1.22251 8.57978 9.35202 16.70276 0.00069 17.52989 0.00441 15.76432 0.00195 1.765570000000002 6.262706100000002 1.1774435675675696 -0.055766598787442945 0.00500072355428216
NGC_6494 2273987966923708049 1.11156 3.7859 4.465 1.44212 8.57978 9.35202 14.81101 0.00056 15.39582 0.00103 14.0513 0.00078 1.344520000000001 4.1755032 0.6507433513513524 -0.055766598787442945 0.0552080993116455
NGC_6494 2273987966923708069 0.69758 3.6449 4.666 1.10468 8.57978 9.35202 17.78037 0.00093 18.89366 0.01426 16.66605 0.00385 2.227610000000002 7.445184800000002 1.6961693513513534 -0.055766598787442945 -0.008185887366130018
NGC_6494 2273987966923707374 0.69196 3.6419 4.667 1.14929 8.57978 9.35202 17.76264 0.00093 18.88831 0.01395 16.65445 0.0038 2.23386 7.387751900000001 1.6809583243243242 -0.055766598787442945 -0.04215159184392103
NGC_6494 2273987967057930597* 9999.0 9999.0 9999.0 1.38838 8.57978 9.35202 14.02336 0.00046 14.52266 0.00071 13.3373 0.00062 1.1853599999999993 3.4356818000000007 0.517436648648648 -0.055766598787442945 0.025081121112942473
NGC_6494 2273987967057931241* 9999.0 9999.0 9999.0 1.47956 8.57978 9.35202 14.83784 0.00047 15.4897 0.00109 14.01902 0.00076 1.4706799999999998 4.1690116 0.7588916756756755 -0.055766598787442945 -0.500406588950562
NGC_6494 2273987966923707558 0.65967 3.6243 4.675 1.25943 8.57978 9.35202 17.5343 0.00085 18.56267 0.01078 16.46199 0.00326 2.1006800000000005 7.0613873000000025 1.4947920540540545 -0.055766598787442945 0.04408760964529623
NGC_6494 2273987966923703190 0.71277 3.653 4.662 1.21715 8.57978 9.35202 17.35185 0.00081 18.32503 0.00878 16.31512 0.0029 2.0099100000000014 6.916566499999999 1.4243621621621636 -0.055766598787442945 0.05132899313597061
NGC_6494 2273987966923712124 0.72108 3.6576 4.661 1.36643 8.57978 9.35202 17.0788 0.00075 17.99272 0.00653 16.08257 0.00244 1.910149999999998 6.510657300000002 1.2527863783783764 -0.055766598787442945 0.044161224250022
NGC_6494 2273987967057931095B 0.9 3.723 4.582 1.47095 8.57978 9.35202 16.40679 0.00065 17.2002 0.0034 15.48551 0.00162 1.7146899999999992 5.745624500000002 1.0070437837837831 -0.055766598787442945 0.04503626412596251
NGC_6494 2273987967057920533* 9999.0 9999.0 9999.0 1.369 8.57978 9.35202 15.2279 0.00048 15.85704 0.00134 14.43024 0.00091 1.4268 4.65747 0.7682000000000001 -0.055766598787442945 -0.056422619594296286
NGC_6494 2273987966923706801 0.7991 3.6937 4.64 1.15503 8.57978 9.35202 16.88784 0.00071 17.74149 0.00527 15.92623 0.00219 1.8152599999999985 6.507843300000001 1.2595969189189176 -0.055766598787442945 0.023654327675275866
NGC_6494 2273987966923705612 0.66996 3.6299 4.672 1.40831 8.57978 9.35202 17.7429 0.00092 18.85197 0.01379 16.63392 0.00374 2.2180500000000016 7.137484099999999 1.5405387027027044 -0.055766598787442945 0.017693768836903878
NGC_6494 2273987966923710533 0.68174 3.6363 4.67 1.57473 8.57978 9.35202 17.97762 0.00101 19.1751 0.01822 16.8329 0.00437 2.342200000000002 7.224090300000002 1.5846271891891912 -0.055766598787442945 0.0020511513008427684
NGC_6494 2273987967057928526* 9999.0 9999.0 9999.0 1.16454 8.57978 9.35202 12.71669 0.00045 13.11983 0.00052 12.12852 0.0005 0.9913100000000004 2.3282294000000006 0.4310718378378383 -0.055766598787442945 -0.6738093400691132
NGC_6494 2273987966923712163 1.26975 3.8169 4.363 1.03984 8.57978 9.35202 13.87092 0.00055 14.30627 0.00067 13.24851 0.00061 1.05776 3.5934424000000003 0.5575126486486487 -0.055766598787442945 -0.027067594462735656
NGC_6494 2273987967057927883B 1.475 3.828 4.277 1.30217 8.57978 9.35202 13.39919 0.00054 13.81456 0.00059 12.79795 0.00056 1.01661 2.8882387000000014 0.39016064864864863 -0.055766598787442945 0.04652198091874249
NGC_6494 2273987967057927949* 9999.0 9999.0 9999.0 1.16132 8.57978 9.35202 16.53289 0.00055 17.32017 0.00396 15.61683 0.00171 1.7033400000000007 6.1472951999999985 1.1446509189189198 -0.055766598787442945 -0.012069896642589839
NGC_6494 2273987967057934492* 9999.0 9999.0 9999.0 1.32041 8.57978 9.35202 12.1824 0.00045 12.49363 0.00049 11.69273 0.00049 0.8009000000000004 1.6552150999999997 0.1656757297297301 -0.055766598787442945 -0.5861967428657231
NGC_6494 2273987967057932465* 9999.0 9999.0 9999.0 1.44903 8.57978 9.35202 15.34182 0.00048 15.98646 0.00145 14.53338 0.00095 1.45308 4.700163300000001 0.755979081081081 -0.055766598787442945 0.04476082524709479
NGC_6494 2273987966923713380 0.84991 3.7128 4.618 1.25735 8.57978 9.35202 16.58878 0.00067 17.3906 0.00396 15.66255 0.00182 1.7280499999999996 6.1177185000000005 1.1231627027027025 -0.055766598787442945 0.02517077034505988
NGC_6494 2273987966923713767 0.76918 3.6817 4.653 1.32739 8.57978 9.35202 16.79085 0.0007 17.6337 0.00485 15.83406 0.00205 1.799640000000002 6.257452899999999 1.1610577837837857 -0.055766598787442945 0.04833076228324806
NGC_6494 2273987967057934743* 9999.0 9999.0 9999.0 1.25189 8.57978 9.35202 13.43984 0.00045 13.85861 0.0006 12.83523 0.00056 1.0233800000000013 2.973637900000001 0.4211194054054067 -0.055766598787442945 0.012925961091038385
NGC_6494 2273987967057934024A 1.30491 3.8233 4.344 1.26044 8.57978 9.35202 13.80712 0.00055 14.26858 0.00066 13.15964 0.0006 1.1089400000000005 3.3333084 0.5025661621621627 -0.055766598787442945 -0.001801071856798675
NGC_6494 2273987966923707144 0.79252 3.6911 4.643 1.11509 8.57978 9.35202 16.80491 0.0007 17.62769 0.00484 15.85767 0.00208 1.7700200000000006 6.4604599 1.2335712972972979 -0.055766598787442945 0.04492626518461318
NGC_6494 2273987967057921758B 1.003 3.771 4.532 1.36404 8.57978 9.35202 15.26746 0.00058 15.89253 0.00136 14.47432 0.00093 1.4182100000000002 4.701444400000001 0.7619961621621625 -0.055766598787442945 0.017139242014953204
NGC_6494 2273987967057932767* 9999.0 9999.0 9999.0 1.26526 8.57978 9.35202 14.33381 0.00046 14.85204 0.00081 13.63189 0.00067 1.2201500000000003 3.8557086 0.6114573513513517 -0.055766598787442945 -0.05444518946857313
NGC_6494 2273987967057929903* 9999.0 9999.0 9999.0 1.40675 8.57978 9.35202 15.86725 0.0005 16.57656 0.00216 15.00779 0.0012 1.5687700000000007 5.263222500000001 0.8920091891891899 -0.055766598787442945 0.003351582882778814
NGC_6494 2273987966923711631 0.75773 3.6771 4.658 1.3567 8.57978 9.35202 16.72516 0.00069 17.57013 0.00456 15.77179 0.00196 1.7983399999999996 6.165677 1.145657297297297 -0.055766598787442945 0.0032281954785551292
NGC_6494 2273987966923713847 0.60838 3.5977 4.694 1.21521 8.57978 9.35202 17.9662 0.00101 19.1004 0.01775 16.83468 0.00437 2.2657200000000017 7.532643100000001 1.6811054594594612 -0.055766598787442945 0.10249079638215264
NGC_6494 2273987967057928696B 0.829 3.688 4.61 1.28807 8.57978 9.35202 16.46669 0.00066 17.25198 0.00354 15.5493 0.00169 1.702679999999999 5.9682877 1.083013891891891 -0.055766598787442945 0.005455867844227136
NGC_6494 2273987967057922359A 1.65674 3.902 4.281 1.07249 8.57978 9.35202 12.58076 0.00054 12.84391 0.00051 12.15107 0.00051 0.6928399999999986 2.2742239 0.17688535135134997 -0.055766598787442945 -0.012605162700448869
NGC_6494 2273987967057928357B 0.95 3.727 4.553 1.16519 8.57978 9.35202 15.84262 0.0006 16.51177 0.00203 15.00967 0.00122 1.5020999999999987 5.4535809 0.9415491351351338 -0.055766598787442945 -0.0030040219105504917
NGC_6494 2273987966923717415 1.05723 3.7736 4.501 0.95456 8.57978 9.35202 14.62128 0.00056 15.11592 0.0009 13.94178 0.00075 1.1741399999999995 4.419701600000001 0.7149192432432427 -0.055766598787442945 -0.03320692169433048
NGC_6494 2273987967057924472* 9999.0 9999.0 9999.0 1.51621 8.57978 9.35202 14.13126 0.00046 14.7315 0.00077 13.35903 0.00062 1.3724699999999999 3.4298130999999996 0.6430500540540539 -0.055766598787442945 -0.6495930515501485
NGC_6494 2273987967057931037* 9999.0 9999.0 9999.0 1.20998 8.57978 9.35202 15.02261 0.00047 15.64516 0.00119 14.22651 0.00083 1.4186500000000013 4.593707800000001 0.8365515135135149 -0.055766598787442945 -0.4318397429092302
NGC_6494 2273987966923715344 1.13736 3.7913 4.448 1.38961 8.57978 9.35202 14.88751 0.00056 15.47052 0.00107 14.127 0.0008 1.3435199999999998 4.298737100000001 0.6750049189189188 -0.055766598787442945 0.05072725571764547
NGC_6494 2273987966923712764 1.43335 3.8482 4.292 1.46022 8.57978 9.35202 13.61662 0.00055 14.08122 0.00063 12.96818 0.00057 1.1130399999999998 2.9650041999999996 0.41055578378378355 -0.055766598787442945 0.046561459812768824
NGC_6494 2273987966923707399 0.65683 3.6228 4.675 1.27046 8.57978 9.35202 17.51553 0.00085 18.54015 0.01056 16.44984 0.00322 2.0903100000000023 7.032800599999999 1.4791157297297322 -0.055766598787442945 0.04975243884450187
NGC_6494 2273987966923706786 1.33214 3.8284 4.33 1.36668 8.57978 9.35202 13.99877 0.00055 14.49395 0.00071 13.31959 0.00062 1.17436 3.4304048000000007 0.5168761081081082 -0.055766598787442945 0.022678169716054075
NGC_6494 2273987966923715606 0.61076 3.5989 4.693 1.08965 8.57978 9.35202 17.89898 0.00098 19.0572 0.01628 16.77548 0.00418 2.28172 7.577171500000002 1.75751 -0.055766598787442945 0.10209376347642163
NGC_6494 2273987967057931976* 9999.0 9999.0 9999.0 1.24957 8.57978 9.35202 17.81653 0.00079 19.00916 0.01434 16.67588 0.00402 2.333280000000002 7.352392700000001 1.7321355135135157 -0.055766598787442945 -0.13186243666186925
NGC_6494 2273987966923713172 0.8371 3.708 4.623 1.24601 8.57978 9.35202 16.48931 0.00066 17.27719 0.0036 15.57345 0.00172 1.7037400000000016 6.0283411000000005 1.1043081621621638 -0.055766598787442945 -0.004069450050756096
NGC_6494 2273987966923715486 0.6508 3.6195 4.677 1.09955 8.57978 9.35202 17.32757 0.0008 18.29761 0.0085 16.29335 0.00286 2.0042599999999986 6.996950500000002 1.475287297297296 -0.055766598787442945 0.02221388434047622
NGC_6494 2273987967057920109* 9999.0 9999.0 9999.0 1.15864 8.57978 9.35202 13.53765 0.00045 13.95893 0.00061 12.93046 0.00057 1.0284700000000004 3.1544404 0.4710702162162167 -0.055766598787442945 -0.026973472649812535
NGC_6494 2273987967057930413* 9999.0 9999.0 9999.0 1.34453 8.57978 9.35202 16.06588 0.00052 16.79663 0.00256 15.1902 0.00133 1.6064299999999996 5.5172283 0.9596020540540536 -0.055766598787442945 -0.008354254751869128
NGC_6494 2273987967057934710* 9999.0 9999.0 9999.0 1.08278 8.57978 9.35202 14.63694 0.00047 15.15042 0.00091 13.93829 0.00075 1.2121300000000002 4.3212458 0.6912250270270272 -0.055766598787442945 -0.010895141116932905
NGC_6494 2273987966923705710 0.79822 3.6933 4.64 1.42502 8.57978 9.35202 17.08901 0.00075 18.01143 0.00661 16.09201 0.00245 1.9194200000000023 6.468722199999998 1.2338698378378403 -0.055766598787442945 0.052384875552654364
NGC_6494 2273987966923707031 0.7151 3.6543 4.661 1.20392 8.57978 9.35202 17.36682 0.00081 18.36122 0.00889 16.324 0.00293 2.037219999999998 6.943311200000001 1.4580368648648627 -0.055766598787442945 0.005824632071163016
NGC_6494 2273987966923714011 0.68224 3.6366 4.669 1.48951 8.57978 9.35202 17.91906 0.00099 19.06 0.01698 16.78327 0.00421 2.276729999999997 7.241376100000002 1.560154918918916 -0.055766598787442945 0.07641084347217308
