# Zini     MH        logAge   Mini            int_IMF        Mass     logL     logTe    logg    label   McoreTP   C_O     period0   period1   period2   period3   period4   pmode   Mloss       tau1m   X        Y        Xc         Xn         Xo         Cexcess   Z         mbolmag   Gmag     G_BPbrmag   G_BPftmag   G_RPmag  
  0.0152   0.01508   7.2      12.9177932739   2.6281526089   12.846   4.716    3.5571   0.011   3       0.0       0.397   351.53    160.51    104.23    76.45     63.68     3       -2.63E-19   0.0     0.6836   0.301    0.001758   0.002541   0.0059     -1.0      0.01537   -7.019    -6.112   -4.858      -4.807      -7.184   
  0.0152   0.01508   7.2      12.9190998077   2.6281533241   12.846   4.741    3.5544   -0.024  3       0.0       0.396   371.39    171.26    110.88    81.41     67.82     3       -2.8E-19    0.0     0.6822   0.3025   0.00174    0.002598   0.00586    -1.0      0.01534   -7.082    -6.131   -4.826      -4.775      -7.22    
  0.0152   0.01508   7.2      12.9228429794   2.6281554699   12.848   4.762    3.5521   -0.055  3       0.0       0.395   388.95    180.85    116.8     85.83     71.51     3       -3.24E-19   0.0     0.6785   0.3062   0.001716   0.002692   0.005786   -1.0      0.01537   -7.135    -6.149   -4.803      -4.751      -7.252   
  0.0152   0.01508   7.2      12.933971405    2.6281619072   12.852   4.753    3.5533   -0.041  3       0.0       0.395   380.97    176.47    114.1     83.82     69.82     3       -4.31E-19   0.0     0.6784   0.3062   0.001716   0.002694   0.005785   -1.0      0.01537   -7.113    -6.145   -4.82       -4.768      -7.241   
  0.0152   0.01508   7.2      12.969836235    2.6281826496   12.867   4.716    3.5579   0.015   4       0.0       0.396   0.0       0.0       0.0       0.0       0.0       -1      -1.05E-18   0.0     0.6782   0.3064   0.001715   0.002699   0.005781   -1.0      0.01537   -7.02     -6.126   -4.885      -4.833      -7.192   
  0.0152   0.01508   7.2      12.9969329834   2.6281981468   12.88    4.681    3.5621   0.068   4       0.0       0.396   0.0       0.0       0.0       0.0       0.0       -1      -2.04E-18   0.0     0.6781   0.3066   0.001715   0.002703   0.005778   -1.0      0.01537   -6.932    -6.101   -4.928      -4.876      -7.142   
  0.0152   0.01508   7.2      13.0279407501   2.6282160282   12.896   4.643    3.5669   0.125   4       0.0       0.396   0.0       0.0       0.0       0.0       0.0       -1      -4.29E-18   0.0     0.6779   0.3067   0.001714   0.002707   0.005774   -1.0      0.01537   -6.838    -6.07    -4.962      -4.909      -7.085   
  0.0152   0.01508   7.2      13.0652265549   2.6282372475   12.916   4.61     3.5716   0.177   4       0.0       0.396   0.0       0.0       0.0       0.0       0.0       -1      -1.08E-17   0.0     0.6777   0.3069   0.001713   0.002712   0.00577    -1.0      0.01537   -6.755    -6.045   -4.993      -4.941      -7.036   
  0.0152   0.01508   7.2      13.1476640701   2.6282837391   12.961   4.58     3.578    0.234   4       0.0       0.396   0.0       0.0       0.0       0.0       0.0       -1      -9.04E-17   0.0     0.6773   0.3074   0.001711   0.002723   0.005762   -1.0      0.01537   -6.681    -6.043   -5.053      -5.0        -7.004   
  0.0152   0.01508   7.2      13.2077703476   2.6283171177   12.992   4.575    3.5812   0.253   4       0.0       0.396   0.0       0.0       0.0       0.0       0.0       -1      -4.37E-16   0.0     0.677    0.3077   0.00171    0.002731   0.005755   -1.0      0.01537   -6.667    -6.063   -5.101      -5.048      -7.01    
  0.0152   0.01508   7.2      13.2367944717   2.6283330917   13.004   4.58     3.5824   0.254   5       0.0       0.396   0.0       0.0       0.0       0.0       0.0       -1      -9.58E-16   0.0     0.6768   0.3078   0.001709   0.002735   0.005752   -1.0      0.01537   -6.679    -6.086   -5.131      -5.079      -7.028   
  0.0152   0.01508   7.2      13.2805604935   2.628357172    13.02    4.598    3.586    0.25    5       0.0       0.396   0.0       0.0       0.0       0.0       0.0       -1      -3.27E-15   0.0     0.6766   0.308    0.001708   0.00274    0.005748   -1.0      0.01537   -6.726    -6.165   -5.235      -5.182      -7.095   
  0.0152   0.01508   7.2      13.2850999832   2.6283595562   13.021   4.614    3.5884   0.245   5       0.0       0.396   0.0       0.0       0.0       0.0       0.0       -1      -3.96E-15   0.0     0.6766   0.3081   0.001708   0.002741   0.005747   -1.0      0.01537   -6.764    -6.225   -5.311      -5.258      -7.147   
  0.0152   0.01508   7.2      13.2870063782   2.6283605099   13.021   4.627    3.5913   0.243   5       0.0       0.396   0.0       0.0       0.0       0.0       0.0       -1      -4.47E-15   0.0     0.6766   0.3081   0.001708   0.002741   0.005747   -1.0      0.01537   -6.796    -6.282   -5.384      -5.331      -7.194   
  0.0152   0.01508   7.2      13.2879638672   2.6283612251   13.021   4.638    3.5969   0.254   5       0.0       0.396   0.0       0.0       0.0       0.0       0.0       -1      -4.88E-15   0.0     0.6766   0.3081   0.001708   0.002741   0.005747   -1.0      0.01537   -6.825    -6.355   -5.488      -5.435      -7.249   
  0.0152   0.01508   7.2      13.2883405685   2.6283614635   13.021   4.643    3.6044   0.279   5       0.0       0.396   0.0       0.0       0.0       0.0       0.0       -1      -5.19E-15   0.0     0.6766   0.3081   0.001708   0.002741   0.005747   -1.0      0.01537   -6.838    -6.424   -5.597      -5.544      -7.296   
  0.0152   0.01508   7.2      13.2885637283   2.6283614635   13.021   4.646    3.6126   0.309   5       0.0       0.396   0.0       0.0       0.0       0.0       0.0       -1      -5.36E-15   0.0     0.6766   0.3081   0.001708   0.002741   0.005747   -1.0      0.01537   -6.844    -6.487   -5.698      -5.645      -7.334   
  0.0152   0.01508   7.2      13.2887849808   2.628361702    13.021   4.647    3.6234   0.351   5       0.0       0.396   0.0       0.0       0.0       0.0       0.0       -1      -5.54E-15   0.0     0.6766   0.3081   0.001708   0.002741   0.005747   -1.0      0.01537   -6.848    -6.559   -5.816      -5.763      -7.377   
  0.0152   0.01508   7.2      13.2890348434   2.628361702    13.021   4.648    3.6371   0.405   5       0.0       0.396   0.0       0.0       0.0       0.0       0.0       -1      -5.78E-15   0.0     0.6765   0.3081   0.001708   0.002741   0.005747   -1.0      0.01537   -6.849    -6.639   -5.948      -5.896      -7.423   
  0.0152   0.01508   7.2      13.2893123627   2.6283619404   13.021   4.648    3.6513   0.462   5       0.0       0.396   0.0       0.0       0.0       0.0       0.0       -1      -6.03E-15   0.0     0.6765   0.3081   0.001708   0.002741   0.005747   -1.0      0.01537   -6.849    -6.713   -6.07       -6.02       -7.462   
  0.0152   0.01508   7.2      13.2896232605   2.6283619404   13.021   4.648    3.665    0.517   5       0.0       0.396   0.0       0.0       0.0       0.0       0.0       -1      -6.3E-15    0.0     0.6765   0.3081   0.001708   0.002741   0.005747   -1.0      0.01537   -6.849    -6.773   -6.173      -6.124      -7.49    
  0.0152   0.01508   7.2      13.2899703979   2.6283621788   13.021   4.648    3.6784   0.571   5       0.0       0.396   0.0       0.0       0.0       0.0       0.0       -1      -6.58E-15   0.0     0.6765   0.3081   0.001708   0.002741   0.005747   -1.0      0.01537   -6.849    -6.819   -6.255      -6.208      -7.509   
  0.0152   0.01508   7.2      13.2903585434   2.6283624172   13.021   4.648    3.6913   0.622   5       0.0       0.396   0.0       0.0       0.0       0.0       0.0       -1      -6.89E-15   0.0     0.6765   0.3081   0.001708   0.002742   0.005747   -1.0      0.01537   -6.849    -6.859   -6.327      -6.281      -7.523   
  0.0152   0.01508   7.2      13.2907934189   2.6283626556   13.021   4.647    3.7037   0.672   5       0.0       0.396   0.0       0.0       0.0       0.0       0.0       -1      -7.16E-15   0.0     0.6765   0.3081   0.001708   0.002742   0.005747   -1.0      0.01537   -6.849    -6.895   -6.395      -6.351      -7.532   
  0.0152   0.01508   7.2      13.2912788391   2.6283628941   13.021   4.647    3.7154   0.719   5       0.0       0.396   0.0       0.0       0.0       0.0       0.0       -1      -7.51E-15   0.0     0.6765   0.3081   0.001708   0.002742   0.005747   -1.0      0.01537   -6.847    -6.925   -6.456      -6.414      -7.535   
  0.0152   0.01508   7.2      13.2918224335   2.6283631325   13.02    4.646    3.7264   0.764   5       0.0       0.396   0.0       0.0       0.0       0.0       0.0       -1      -7.83E-15   0.0     0.6765   0.3081   0.001708   0.002742   0.005747   -1.0      0.01537   -6.845    -6.949   -6.51       -6.469      -7.533   
  0.0152   0.01508   7.2      13.2924280167   2.6283636093   13.02    4.645    3.7363   0.805   5       0.0       0.396   0.0       0.0       0.0       0.0       0.0       -1      -8.1E-15    0.0     0.6765   0.3081   0.001708   0.002742   0.005746   -1.0      0.01537   -6.843    -6.967   -6.554      -6.515      -7.527   
  0.0152   0.01508   7.2      13.2931079865   2.6283638477   13.019   4.644    3.7449   0.84    5       0.0       0.396   0.0       0.0       0.0       0.0       0.0       -1      -8.4E-15    0.0     0.6765   0.3081   0.001708   0.002742   0.005746   -1.0      0.01537   -6.84     -6.979   -6.592      -6.555      -7.514   
  0.0152   0.01508   7.2      13.2938690186   2.6283643246   13.019   4.643    3.752    0.87    5       0.0       0.396   0.0       0.0       0.0       0.0       0.0       -1      -8.72E-15   0.0     0.6765   0.3081   0.001708   0.002742   0.005746   -1.0      0.01537   -6.837    -6.987   -6.624      -6.589      -7.5     
  0.0152   0.01508   7.2      13.294716835    2.6283648014   13.018   4.642    3.7578   0.894   5       0.0       0.396   0.0       0.0       0.0       0.0       0.0       -1      -9.0E-15    0.0     0.6765   0.3081   0.001708   0.002742   0.005746   -1.0      0.01537   -6.835    -6.993   -6.645      -6.611      -7.489   
  0.0152   0.01508   7.2      13.2956666946   2.6283652782   13.017   4.641    3.7624   0.913   5       0.0       0.396   0.0       0.0       0.0       0.0       0.0       -1      -9.32E-15   0.0     0.6765   0.3081   0.001708   0.002742   0.005746   -1.0      0.01537   -6.832    -6.996   -6.661      -6.629      -7.48    
  0.0152   0.01508   7.2      13.2979164124   2.6283664703   13.015   4.64     3.7687   0.939   5       0.0       0.396   0.0       0.0       0.0       0.0       0.0       -1      -1.0E-14    0.0     0.6765   0.3081   0.001708   0.002743   0.005746   -1.0      0.01537   -6.83     -7.001   -6.684      -6.653      -7.466   
  0.0152   0.01508   7.2      13.3019332886   2.6283688545   13.015   4.64     3.7738   0.959   5       0.0       0.396   0.0       0.0       0.0       0.0       0.0       -1      -4.13E-15   0.0     0.6765   0.3081   0.001708   0.002743   0.005745   -1.0      0.01537   -6.83     -7.008   -6.707      -6.677      -7.454   
  0.0152   0.01508   7.2      13.3105897903   2.6283733845   13.019   4.642    3.78     0.983   5       0.0       0.396   0.0       0.0       0.0       0.0       0.0       -1      -5.28E-15   0.0     0.6764   0.3082   0.001707   0.002744   0.005745   -1.0      0.01537   -6.835    -7.02    -6.74       -6.711      -7.444   
  0.0152   0.01508   7.2      13.3214502335   2.6283793449   13.024   4.645    3.7862   1.005   5       0.0       0.396   0.0       0.0       0.0       0.0       0.0       -1      -7.16E-15   0.0     0.6764   0.3082   0.001707   0.002746   0.005743   -1.0      0.01537   -6.842    -7.03    -6.768      -6.741      -7.433   
  0.0152   0.01508   7.2      13.3430347443   2.6283910275   13.033   4.649    3.7942   1.033   5       0.0       0.396   0.0       0.0       0.0       0.0       0.0       -1      -1.29E-14   0.0     0.6763   0.3084   0.001707   0.002748   0.005741   -1.0      0.01537   -6.853    -7.046   -6.805      -6.781      -7.423   
  0.0152   0.01508   7.2      13.3518419266   2.6283957958   13.036   4.651    3.7961   1.039   5       0.0       0.396   0.0       0.0       0.0       0.0       0.0       -1      -1.63E-14   0.0     0.6762   0.3084   0.001706   0.00275    0.00574    -1.0      0.01537   -6.857    -7.051   -6.816      -6.791      -7.422   
  0.0152   0.01508   7.2      13.3841323853   2.6284132004   13.05    4.656    3.7958   1.033   6       0.0       0.396   0.0       0.0       0.0       0.0       0.0       -1      -3.74E-14   0.0     0.6761   0.3086   0.001706   0.002754   0.005737   -1.0      0.01537   -6.869    -7.062   -6.826      -6.802      -7.435   
  0.0152   0.01508   7.2      13.4015445709   2.6284224987   13.057   4.658    3.7926   1.019   6       0.0       0.396   0.0       0.0       0.0       0.0       0.0       -1      -5.81E-14   0.0     0.676    0.3087   0.001705   0.002756   0.005735   -1.0      0.01537   -6.874    -7.066   -6.822      -6.797      -7.448   
  0.0152   0.01508   7.2      13.414940834    2.6284296513   13.062   4.659    3.7891   1.003   6       0.0       0.396   0.0       0.0       0.0       0.0       0.0       -1      -8.14E-14   0.0     0.6759   0.3087   0.001705   0.002758   0.005734   -1.0      0.01537   -6.878    -7.068   -6.815      -6.788      -7.462   
  0.0152   0.01508   7.2      13.4263954163   2.6284358501   13.067   4.661    3.7856   0.988   6       0.0       0.396   0.0       0.0       0.0       0.0       0.0       -1      -1.08E-13   0.0     0.6759   0.3088   0.001705   0.002759   0.005733   -1.0      0.01537   -6.881    -7.069   -6.806      -6.779      -7.474   
  0.0152   0.01508   7.2      13.4354000092   2.6284406185   13.061   4.661    3.7818   0.972   6       0.0       0.396   0.0       0.0       0.0       0.0       0.0       -1      -4.03E-13   0.0     0.6758   0.3088   0.001705   0.00276    0.005732   -1.0      0.01537   -6.883    -7.069   -6.794      -6.766      -7.487   
  0.0152   0.01508   7.2      13.4421806335   2.6284441948   13.054   4.662    3.7778   0.955   6       0.0       0.396   0.0       0.0       0.0       0.0       0.0       -1      -4.77E-13   0.0     0.6758   0.3089   0.001704   0.002761   0.005731   -1.0      0.01537   -6.885    -7.067   -6.78       -6.751      -7.499   
  0.0152   0.01508   7.2      13.449681282    2.6284482479   13.046   4.662    3.7729   0.935   6       0.0       0.396   0.0       0.0       0.0       0.0       0.0       -1      -5.71E-13   0.0     0.6757   0.3089   0.001704   0.002762   0.00573    -1.0      0.01537   -6.886    -7.063   -6.759      -6.729      -7.512   
  0.0152   0.01508   7.2      13.4551324844   2.6284511089   13.04    4.663    3.7691   0.919   6       0.0       0.396   0.0       0.0       0.0       0.0       0.0       -1      -6.53E-13   0.0     0.6757   0.3089   0.001704   0.002763   0.00573    -1.0      0.01537   -6.887    -7.059   -6.743      -6.712      -7.522   
  0.0152   0.01508   7.2      13.4613008499   2.6284542084   13.034   4.664    3.7644   0.898   6       0.0       0.396   0.0       0.0       0.0       0.0       0.0       -1      -7.64E-13   0.0     0.6757   0.309    0.001704   0.002764   0.005729   -1.0      0.01537   -6.89     -7.057   -6.728      -6.695      -7.534   
  0.0152   0.01508   7.2      13.46641922     2.6284570694   13.029   4.665    3.7601   0.88    6       0.0       0.396   0.0       0.0       0.0       0.0       0.0       -1      -8.61E-13   0.0     0.6757   0.309    0.001704   0.002764   0.005728   -1.0      0.01537   -6.893    -7.055   -6.714      -6.68       -7.545   
  0.0152   0.01508   7.2      13.472193718    2.6284601688   13.024   4.667    3.7548   0.857   6       0.0       0.396   0.0       0.0       0.0       0.0       0.0       -1      -9.97E-13   0.0     0.6756   0.309    0.001704   0.002765   0.005728   -1.0      0.01537   -6.897    -7.051   -6.695      -6.661      -7.556   
  0.0152   0.01508   7.2      13.4765205383   2.6284623146   13.02    4.668    3.7504   0.839   6       0.0       0.396   0.0       0.0       0.0       0.0       0.0       -1      -1.11E-12   0.0     0.6756   0.309    0.001704   0.002766   0.005727   -1.0      0.01537   -6.899    -7.048   -6.68       -6.644      -7.564   
  0.0152   0.01508   7.2      13.481303215    2.6284649372   13.016   4.669    3.7452   0.816   6       0.0       0.396   0.0       0.0       0.0       0.0       0.0       -1      -1.24E-12   0.0     0.6756   0.3091   0.001704   0.002766   0.005727   -1.0      0.01537   -6.902    -7.041   -6.656      -6.619      -7.576   
  0.0152   0.01508   7.2      13.485376358    2.628467083    13.012   4.669    3.7403   0.796   6       0.0       0.396   0.0       0.0       0.0       0.0       0.0       -1      -1.37E-12   0.0     0.6756   0.3091   0.001703   0.002767   0.005726   -1.0      0.01537   -6.904    -7.035   -6.633      -6.594      -7.585   
  0.0152   0.01508   7.2      13.4896020889   2.6284692287   13.009   4.67     3.7347   0.773   6       0.0       0.396   0.0       0.0       0.0       0.0       0.0       -1      -1.5E-12    0.0     0.6755   0.3091   0.001703   0.002767   0.005726   -1.0      0.01537   -6.905    -7.027   -6.61       -6.571      -7.59    
  0.0152   0.01508   7.2      13.4937076569   2.6284713745   13.006   4.671    3.7288   0.748   6       0.0       0.397   0.0       0.0       0.0       0.0       0.0       -1      -1.66E-12   0.0     0.6755   0.3091   0.001703   0.002768   0.005726   -1.0      0.01537   -6.907    -7.017   -6.585      -6.544      -7.594   
  0.0152   0.01508   7.2      13.4976243973   2.6284735203   13.003   4.671    3.7226   0.723   6       0.0       0.397   0.0       0.0       0.0       0.0       0.0       -1      -1.81E-12   0.0     0.6755   0.3091   0.001703   0.002768   0.005725   -1.0      0.01537   -6.909    -7.004   -6.555      -6.513      -7.597   
  0.0152   0.01508   7.2      13.501335144    2.6284754276   13.0     4.672    3.7159   0.696   6       0.0       0.397   0.0       0.0       0.0       0.0       0.0       -1      -1.97E-12   0.0     0.6755   0.3092   0.001703   0.002769   0.005725   -1.0      0.01537   -6.91     -6.989   -6.522      -6.479      -7.598   
  0.0152   0.01508   7.2      13.5048427582   2.628477335    12.998   4.672    3.7088   0.667   6       0.0       0.397   0.0       0.0       0.0       0.0       0.0       -1      -2.12E-12   0.0     0.6755   0.3092   0.001703   0.002769   0.005724   -1.0      0.01537   -6.91     -6.971   -6.485      -6.441      -7.597   
  0.0152   0.01508   7.2      13.5081548691   2.6284790039   12.996   4.672    3.7009   0.635   6       0.0       0.397   0.0       0.0       0.0       0.0       0.0       -1      -2.27E-12   0.0     0.6754   0.3092   0.001703   0.00277    0.005724   -1.0      0.01537   -6.911    -6.949   -6.443      -6.398      -7.593   
  0.0152   0.01508   7.2      13.5112771988   2.6284806728   12.995   4.672    3.6922   0.6     6       0.0       0.397   0.0       0.0       0.0       0.0       0.0       -1      -2.39E-12   0.0     0.6754   0.3092   0.001703   0.00277    0.005724   -1.0      0.01537   -6.911    -6.923   -6.394      -6.348      -7.585   
  0.0152   0.01508   7.2      13.5127706528   2.6284813881   12.994   4.672    3.6875   0.582   6       0.0       0.397   0.0       0.0       0.0       0.0       0.0       -1      -2.47E-12   0.0     0.6754   0.3092   0.001703   0.00277    0.005724   -1.0      0.01537   -6.91     -6.907   -6.365      -6.319      -7.579   
  0.0152   0.01508   7.2      13.5142192841   2.6284821033   12.993   4.672    3.6824   0.561   6       0.0       0.397   0.0       0.0       0.0       0.0       0.0       -1      -2.51E-12   0.0     0.6754   0.3092   0.001703   0.002771   0.005723   -1.0      0.01537   -6.91     -6.891   -6.337      -6.29       -7.573   
  0.0152   0.01508   7.2      13.5156230927   2.628483057    12.992   4.672    3.6769   0.54    6       0.0       0.397   0.0       0.0       0.0       0.0       0.0       -1      -2.58E-12   0.0     0.6754   0.3092   0.001703   0.002771   0.005723   -1.0      0.01537   -6.909    -6.874   -6.305      -6.258      -7.567   
  0.0152   0.01508   7.2      13.5169878006   2.6284837723   12.992   4.671    3.6709   0.516   6       0.0       0.397   0.0       0.0       0.0       0.0       0.0       -1      -2.63E-12   0.0     0.6754   0.3092   0.001703   0.002771   0.005723   -1.0      0.01537   -6.908    -6.853   -6.269      -6.22       -7.558   
  0.0152   0.01508   7.2      13.5183086395   2.6284842491   12.991   4.671    3.6643   0.49    6       0.0       0.397   0.0       0.0       0.0       0.0       0.0       -1      -2.67E-12   0.0     0.6754   0.3092   0.001703   0.002771   0.005723   -1.0      0.01537   -6.906    -6.827   -6.224      -6.175      -7.547   
  0.0152   0.01508   7.2      13.5195875168   2.6284849644   12.991   4.67     3.6568   0.461   6       0.0       0.397   0.0       0.0       0.0       0.0       0.0       -1      -2.7E-12    0.0     0.6754   0.3092   0.001703   0.002771   0.005723   -1.0      0.01537   -6.905    -6.795   -6.169      -6.119      -7.531   
  0.0152   0.01508   7.2      13.5208292007   2.6284856796   12.991   4.669    3.6482   0.428   6       0.0       0.397   0.0       0.0       0.0       0.0       0.0       -1      -2.74E-12   0.0     0.6754   0.3093   0.001703   0.002771   0.005723   -1.0      0.01537   -6.902    -6.75    -6.096      -6.045      -7.507   
  0.0152   0.01508   7.2      13.5214300156   2.628485918    12.99    4.668    3.6436   0.41    6       0.0       0.397   0.0       0.0       0.0       0.0       0.0       -1      -2.7E-12    0.0     0.6754   0.3093   0.001703   0.002771   0.005723   -1.0      0.01537   -6.9      -6.725   -6.055      -6.004      -7.493   
  0.0152   0.01508   7.2      13.522102356    2.6284863949   12.99    4.667    3.6379   0.388   6       0.0       0.397   0.0       0.0       0.0       0.0       0.0       -1      -2.72E-12   0.0     0.6754   0.3093   0.001703   0.002772   0.005723   -1.0      0.01537   -6.898    -6.692   -6.002      -5.95       -7.474   
  0.0152   0.01508   7.2      13.5228977203   2.6284868717   12.99    4.666    3.6303   0.359   6       0.0       0.397   0.0       0.0       0.0       0.0       0.0       -1      -2.67E-12   0.0     0.6754   0.3093   0.001703   0.002772   0.005723   -1.0      0.01537   -6.894    -6.646   -5.928      -5.876      -7.447   
  0.0152   0.01508   7.2      13.5233955383   2.6284871101   12.99    4.664    3.625    0.339   6       0.0       0.397   0.0       0.0       0.0       0.0       0.0       -1      -2.65E-12   0.0     0.6754   0.3093   0.001703   0.002772   0.005722   -1.0      0.01537   -6.891    -6.611   -5.873      -5.82       -7.426   
  0.0152   0.01508   7.2      13.5240154266   2.6284873486   12.99    4.662    3.6177   0.312   6       0.0       0.397   0.0       0.0       0.0       0.0       0.0       -1      -2.64E-12   0.0     0.6754   0.3093   0.001703   0.002772   0.005722   -1.0      0.01537   -6.886    -6.561   -5.793      -5.74       -7.396   
  0.0152   0.01508   7.2      13.5243835449   2.628487587    12.99    4.661    3.613    0.295   6       0.0       0.397   0.0       0.0       0.0       0.0       0.0       -1      -2.61E-12   0.0     0.6754   0.3093   0.001703   0.002772   0.005722   -1.0      0.01537   -6.882    -6.527   -5.739      -5.686      -7.375   
  0.0152   0.01508   7.2      13.5247936249   2.6284878254   12.99    4.659    3.6075   0.275   6       0.0       0.397   0.0       0.0       0.0       0.0       0.0       -1      -2.58E-12   0.0     0.6754   0.3093   0.001703   0.002772   0.005722   -1.0      0.01537   -6.877    -6.485   -5.672      -5.619      -7.348   
  0.0152   0.01508   7.2      13.5252523422   2.6284880638   12.99    4.656    3.6015   0.254   6       0.0       0.397   0.0       0.0       0.0       0.0       0.0       -1      -2.56E-12   0.0     0.6754   0.3093   0.001703   0.002772   0.005722   -1.0      0.01537   -6.869    -6.434   -5.592      -5.539      -7.315   
  0.0152   0.01508   7.2      13.5257959366   2.6284883022   12.99    4.651    3.5956   0.235   6       0.0       0.397   0.0       0.0       0.0       0.0       0.0       -1      -2.47E-12   0.0     0.6754   0.3093   0.001703   0.002772   0.005722   -1.0      0.01537   -6.857    -6.376   -5.502      -5.448      -7.275   
  0.0152   0.01508   7.2      13.5262956619   2.6284885406   12.99    4.645    3.5911   0.223   6       0.0       0.397   0.0       0.0       0.0       0.0       0.0       -1      -2.38E-12   0.0     0.6753   0.3093   0.001703   0.002772   0.005722   -1.0      0.01537   -6.842    -6.326   -5.426      -5.373      -7.239   
  0.0152   0.01508   7.2      13.5272493362   2.6284890175   12.99    4.635    3.5867   0.216   6       0.0       0.397   0.0       0.0       0.0       0.0       0.0       -1      -2.32E-12   0.0     0.6753   0.3093   0.001702   0.002772   0.005722   -1.0      0.01537   -6.816    -6.262   -5.334      -5.281      -7.19    
  0.0152   0.01508   7.2      13.5283060074   2.6284894943   12.99    4.619    3.5835   0.219   6       0.0       0.397   0.0       0.0       0.0       0.0       0.0       -1      -2.22E-12   0.0     0.6753   0.3093   0.001702   0.002772   0.005722   -1.0      0.01537   -6.777    -6.193   -5.243      -5.19       -7.133   
  0.0152   0.01508   7.2      13.5297603607   2.628490448    12.99    4.611    3.578    0.205   6       0.0       0.397   0.0       0.0       0.0       0.0       0.0       -1      -2.08E-12   0.0     0.6753   0.3093   0.001702   0.002773   0.005722   -1.0      0.01537   -6.756    -6.119   -5.127      -5.074      -7.08    
  0.0152   0.01508   7.2      13.5308408737   2.6284909248   12.99    4.628    3.5744   0.173   6       0.0       0.397   0.0       0.0       0.0       0.0       0.0       -1      -2.23E-12   0.0     0.6753   0.3093   0.001702   0.002773   0.005722   -1.0      0.01537   -6.8      -6.123   -5.096      -5.044      -7.101   
  0.0152   0.01508   7.2      13.535118103    2.6284930706   12.991   4.647    3.5716   0.143   6       0.0       0.397   0.0       0.0       0.0       0.0       0.0       -1      -2.83E-12   0.0     0.6753   0.3093   0.001702   0.002773   0.005721   -1.0      0.01537   -6.847    -6.138   -5.084      -5.031      -7.129   
  0.0152   0.01508   7.2      13.5553369522   2.6285037994   12.991   4.685    3.5658   0.082   6       0.0       0.397   0.0       0.0       0.0       0.0       0.0       -1      -5.44E-12   0.0     0.6752   0.3094   0.001702   0.002776   0.005719   -1.0      0.01537   -6.944    -6.161   -5.036      -4.983      -7.183   
  0.0152   0.01508   7.2      13.5564689636   2.6285042763   12.991   4.694    3.5646   0.068   6       0.0       0.397   0.0       0.0       0.0       0.0       0.0       -1      -5.82E-12   0.0     0.6752   0.3094   0.001701   0.002776   0.005719   -1.0      0.01537   -6.965    -6.166   -5.024      -4.972      -7.195   
  0.0152   0.01508   7.2      13.5565195084   2.6285042763   12.991   4.695    3.5645   0.066   6       0.0       0.396   0.0       0.0       0.0       0.0       0.0       -1      -5.84E-12   0.0     0.6752   0.3094   0.001701   0.002776   0.005719   -1.0      0.01537   -6.968    -6.167   -5.023      -4.971      -7.197   
  0.0152   0.01508   7.2      13.5569448471   2.6285045147   12.991   4.709    3.5628   0.046   6       0.0       0.396   0.0       0.0       0.0       0.0       0.0       -1      -6.05E-12   0.0     0.6752   0.3094   0.001701   0.002777   0.005719   -1.0      0.01537   -7.002    -6.178   -5.012      -4.959      -7.217   
  0.0152   0.01508   7.2      13.5592832565   2.6285057068   12.991   4.743    3.5583   -0.006  7       0.0       0.396   362.3     166.24    107.8     79.09     65.88     3       -7.27E-12   0.0     0.6752   0.3094   0.001698   0.00278    0.005719   -1.0      0.01537   -7.088    -6.201   -4.966      -4.915      -7.265   
  0.0152   0.01508   7.2      13.5601453781   2.6285061836   12.991   4.758    3.5566   -0.028  7       0.0       0.395   374.53    172.87    111.91    82.15     68.43     3       -7.66E-12   0.0     0.6752   0.3094   0.001696   0.002781   0.005719   -1.0      0.01537   -7.125    -6.209   -4.942      -4.89       -7.285   
  0.0152   0.01508   7.2      13.5609169006   2.6285066605   12.991   4.771    3.555    -0.048  7       0.0       0.394   385.86    179.06    115.73    84.99     70.81     3       -8.01E-12   0.0     0.6752   0.3095   0.001693   0.002785   0.005719   -1.0      0.01537   -7.158    -6.216   -4.92       -4.868      -7.302   
  0.0152   0.01508   7.2      13.5618801117   2.6285071373   12.991   4.786    3.5532   -0.069  7       0.0       0.393   398.89    186.2     120.13    88.28     73.56     3       -8.47E-12   0.0     0.6752   0.3095   0.001689   0.002789   0.005719   -1.0      0.01537   -7.194    -6.224   -4.895      -4.844      -7.322   
  0.0152   0.01508   7.2      13.5631399155   2.6285078526   12.991   4.809    3.5504   -0.104  7       0.0       0.391   420.44    198.12    127.47    93.75     78.13     3       -9.3E-12    0.0     0.6752   0.3095   0.00168    0.0028     0.005718   -1.0      0.01537   -7.252    -6.237   -4.856      -4.805      -7.353   
  0.0152   0.01508   7.2      13.5645103455   2.6285085678   12.991   4.84     3.5467   -0.15   7       0.0       0.388   451.27    215.35    138.04    101.65    84.73     3       -1.07E-11   0.0     0.6751   0.3095   0.001667   0.002816   0.005717   -1.0      0.01536   -7.33     -6.245   -4.777      -4.726      -7.386   
  0.0152   0.01508   7.2      13.5659770966   2.6285092831   12.99    4.877    3.5423   -0.204  7       0.0       0.385   490.7     237.71    151.69    111.87    93.27     3       -1.29E-11   0.0     0.6748   0.3099   0.00165    0.002842   0.00571    -1.0      0.01532   -7.423    -6.256   -4.683      -4.633      -7.427   
