# Zini     MH        logAge   Mini            int_IMF        Mass     logL     logTe    logg    label   McoreTP   C_O     period0   period1   period2   period3   period4   pmode   Mloss       tau1m   X        Y        Xc         Xn         Xo         Cexcess   Z         mbolmag   Gmag     G_BPbrmag   G_BPftmag   G_RPmag  
  0.0152   0.01508   7.2      0.0900000036    1.0816895962   0.09     -2.201   3.4004   4.147   0       0.0       0.545   0.0       0.0       0.0       0.0       0.0       -1      -2.25E-15   0.0     0.7092   0.2755   0.002746   7.408E-4   0.006719   -1.0      0.01527   10.273    12.299   14.887      14.932      10.852   
  0.0152   0.01508   7.2      0.0916490704    1.0973013639   0.092    -2.19    3.4016   4.149   0       0.0       0.545   0.0       0.0       0.0       0.0       0.0       -1      -2.29E-15   0.0     0.7092   0.2755   0.002746   7.408E-4   0.006719   -1.0      0.01527   10.245    12.271   14.86       14.905      10.824   
  0.0152   0.01508   7.2      0.1000000015    1.1711064577   0.1      -2.134   3.4075   4.154   0       0.0       0.545   0.0       0.0       0.0       0.0       0.0       -1      -2.47E-15   0.0     0.7092   0.2755   0.002746   7.408E-4   0.006719   -1.0      0.01527   10.106    12.132   14.722      14.767      10.685   
  0.0152   0.01508   7.2      0.1067448556    1.2250993252   0.107    -2.093   3.4118   4.159   0       0.0       0.545   0.0       0.0       0.0       0.0       0.0       -1      -2.62E-15   0.0     0.7092   0.2755   0.002746   7.408E-4   0.006719   -1.0      0.01527   10.003    12.03    14.621      14.666      10.582   
  0.0152   0.01508   7.2      0.1200000122    1.3193155527   0.12     -2.018   3.4197   4.166   0       0.0       0.545   0.0       0.0       0.0       0.0       0.0       -1      -2.91E-15   0.0     0.7092   0.2755   0.002746   7.408E-4   0.006719   -1.0      0.01527   9.816     11.808   14.362      14.407      10.369   
  0.0152   0.01508   7.2      0.1400000006    1.4384527206   0.14     -1.918   3.4303   4.175   0       0.0       0.545   0.0       0.0       0.0       0.0       0.0       -1      -3.36E-15   0.0     0.7092   0.2755   0.002746   7.408E-4   0.006719   -1.0      0.01527   9.565     11.407   13.788      13.833      10.005   
  0.0152   0.01508   7.2      0.1562971473    1.5202465057   0.156    -1.845   3.4386   4.183   0       0.0       0.545   0.0       0.0       0.0       0.0       0.0       -1      -3.72E-15   0.0     0.7092   0.2755   0.002746   7.408E-4   0.006719   -1.0      0.01527   9.383     11.119   13.387      13.432      9.743    
  0.0152   0.01508   7.2      0.1683800071    1.5740463734   0.168    -1.797   3.444    4.19    0       0.0       0.545   0.0       0.0       0.0       0.0       0.0       -1      -3.97E-15   0.0     0.7092   0.2755   0.002746   7.408E-4   0.006719   -1.0      0.01527   9.263     10.932   13.128      13.173      9.573    
  0.0152   0.01508   7.2      0.1782902479    1.6145569086   0.178    -1.761   3.4481   4.194   0       0.0       0.545   0.0       0.0       0.0       0.0       0.0       -1      -4.16E-15   0.0     0.7092   0.2755   0.002746   7.408E-4   0.006719   -1.0      0.01527   9.172     10.79    12.932      12.976      9.444    
  0.0152   0.01508   7.2      0.1894753128    1.6569012403   0.189    -1.72    3.4525   4.197   0       0.0       0.545   0.0       0.0       0.0       0.0       0.0       -1      -4.43E-15   0.0     0.7092   0.2755   0.002746   7.408E-4   0.006719   -1.0      0.01527   9.07      10.635   12.717      12.761      9.303    
  0.0152   0.01508   7.2      0.2013499886    1.698439002    0.201    -1.681   3.4569   4.203   0       0.0       0.545   0.0       0.0       0.0       0.0       0.0       -1      -4.68E-15   0.0     0.7092   0.2755   0.002746   7.408E-4   0.006719   -1.0      0.01527   8.973     10.484   12.505      12.549      9.167    
  0.0152   0.01508   7.2      0.2190873325    1.7548886538   0.219    -1.627   3.4628   4.209   0       0.0       0.545   0.0       0.0       0.0       0.0       0.0       -1      -5.05E-15   0.0     0.7092   0.2755   0.002746   7.408E-4   0.006719   -1.0      0.01527   8.837     10.282   12.229      12.273      8.983    
  0.0152   0.01508   7.2      0.2384215593    1.8100192547   0.238    -1.572   3.4688   4.215   0       0.0       0.545   0.0       0.0       0.0       0.0       0.0       -1      -5.45E-15   0.0     0.7092   0.2755   0.002746   7.408E-4   0.006719   -1.0      0.01527   8.7       10.083   11.961      12.005      8.802    
  0.0152   0.01508   7.2      0.2556604743    1.8544858694   0.256    -1.528   3.4738   4.22    0       0.0       0.545   0.0       0.0       0.0       0.0       0.0       -1      -5.79E-15   0.0     0.7092   0.2755   0.002746   7.408E-4   0.006719   -1.0      0.01527   8.589     9.922    11.744      11.789      8.655    
  0.0152   0.01508   7.2      0.2833759785    1.9183696508   0.283    -1.461   3.4813   4.228   0       0.0       0.545   0.0       0.0       0.0       0.0       0.0       -1      -6.36E-15   0.0     0.7092   0.2755   0.002746   7.408E-4   0.006719   -1.0      0.01527   8.422     9.681    11.421      11.465      8.437    
  0.0152   0.01508   7.2      0.3020005822    1.9569032192   0.302    -1.42    3.4859   4.234   0       0.0       0.545   0.0       0.0       0.0       0.0       0.0       -1      -6.71E-15   0.0     0.7092   0.2755   0.002746   7.408E-4   0.006719   -1.0      0.01527   8.321     9.534    11.22       11.265      8.305    
  0.0152   0.01508   7.2      0.3430799842    2.031927824    0.343    -1.34    3.495    4.245   0       0.0       0.545   0.0       0.0       0.0       0.0       0.0       -1      -7.48E-15   0.0     0.7092   0.2755   0.002746   7.408E-4   0.006719   -1.0      0.01527   8.12      9.252    10.849      10.894      8.05     
  0.0152   0.01508   7.2      0.3500000238    2.0434176922   0.35     -1.327   3.4964   4.247   0       0.0       0.545   0.0       0.0       0.0       0.0       0.0       -1      -7.62E-15   0.0     0.7092   0.2755   0.002746   7.408E-4   0.006719   -1.0      0.01527   8.088     9.208    10.792      10.837      8.01     
  0.0152   0.01508   7.2      0.3786943257    2.0880880356   0.379    -1.279   3.5019   4.254   0       0.0       0.545   0.0       0.0       0.0       0.0       0.0       -1      -8.12E-15   0.0     0.7092   0.2755   0.002746   7.408E-4   0.006719   -1.0      0.01527   7.966     9.044    10.582      10.627      7.86     
  0.0152   0.01508   7.2      0.4000000358    2.1185026169   0.4      -1.244   3.5057   4.259   0       0.0       0.545   0.0       0.0       0.0       0.0       0.0       -1      -8.51E-15   0.0     0.7092   0.2755   0.002746   7.408E-4   0.006719   -1.0      0.01527   7.881     8.929    10.437      10.482      7.756    
  0.0152   0.01508   7.2      0.4500000477    2.1822810173   0.45     -1.171   3.5147   4.272   0       0.0       0.545   0.0       0.0       0.0       0.0       0.0       -1      -9.35E-15   0.0     0.7092   0.2755   0.002746   7.408E-4   0.006719   -1.0      0.01527   7.696     8.679    10.115      10.16       7.529    
  0.0152   0.01508   7.2      0.4910590649    2.2281286716   0.491    -1.115   3.5217   4.284   0       0.0       0.545   0.0       0.0       0.0       0.0       0.0       -1      -1.0E-14    0.0     0.7092   0.2755   0.002746   7.408E-4   0.006719   -1.0      0.01527   7.559     8.49     9.872       9.917       7.359    
  0.0152   0.01508   7.2      0.5             2.2374541759   0.5      -1.103   3.5232   4.285   0       0.0       0.545   0.0       0.0       0.0       0.0       0.0       -1      -1.02E-14   0.0     0.7092   0.2755   0.002746   7.408E-4   0.006719   -1.0      0.01527   7.529     8.449    9.82        9.866       7.323    
  0.0152   0.01508   7.2      0.5047674179    2.2423155308   0.505    -1.098   3.5241   4.287   0       0.0       0.545   0.0       0.0       0.0       0.0       0.0       -1      -1.03E-14   0.0     0.7092   0.2755   0.002746   7.408E-4   0.006719   -1.0      0.01527   7.515     8.429    9.793       9.839       7.305    
  0.0152   0.01508   7.2      0.5303514004    2.2666950226   0.53     -1.065   3.5285   4.293   0       0.0       0.545   0.0       0.0       0.0       0.0       0.0       -1      -1.07E-14   0.0     0.7092   0.2755   0.002746   7.408E-4   0.006719   -1.0      0.01527   7.432     8.316    9.647       9.693       7.204    
  0.0152   0.01508   7.2      0.5500000119    2.2836582661   0.55     -1.041   3.5314   4.296   0       0.0       0.545   0.0       0.0       0.0       0.0       0.0       -1      -1.11E-14   0.0     0.7092   0.2755   0.002746   7.408E-4   0.006719   -1.0      0.01527   7.371     8.235    9.544       9.59        7.131    
  0.0152   0.01508   7.2      0.5721716881    2.3012001514   0.572    -1.015   3.5353   4.303   0       0.0       0.545   0.0       0.0       0.0       0.0       0.0       -1      -1.15E-14   0.0     0.7092   0.2755   0.002746   7.408E-4   0.006719   -1.0      0.01527   7.306     8.144    9.427       9.473       7.051    
  0.0152   0.01508   7.2      0.6000000238    2.3211214542   0.6      -0.98    3.5397   4.307   0       0.0       0.545   0.0       0.0       0.0       0.0       0.0       -1      -1.21E-14   0.0     0.7092   0.2755   0.002746   7.408E-4   0.006719   -1.0      0.01527   7.221     8.029    9.281       9.327       6.948    
  0.0152   0.01508   7.2      0.6073509455    2.3260343075   0.607    -0.972   3.5411   4.31    0       0.0       0.545   0.0       0.0       0.0       0.0       0.0       -1      -1.22E-14   0.0     0.7092   0.2755   0.002746   7.408E-4   0.006719   -1.0      0.01527   7.2       7.998    9.24        9.286       6.922    
  0.0152   0.01508   7.2      0.6447980404    2.3490753174   0.645    -0.926   3.5481   4.318   0       0.0       0.545   0.0       0.0       0.0       0.0       0.0       -1      -1.3E-14    0.0     0.7092   0.2755   0.002746   7.408E-4   0.006719   -1.0      0.01527   7.086     7.838    9.032       9.079       6.781    
  0.0152   0.01508   7.2      0.6499999762    2.3520355225   0.65     -0.921   3.5489   4.319   0       0.0       0.545   0.0       0.0       0.0       0.0       0.0       -1      -1.31E-14   0.0     0.7092   0.2755   0.002746   7.408E-4   0.006719   -1.0      0.01527   7.072     7.819    9.007       9.053       6.764    
  0.0152   0.01508   7.2      0.6520284414    2.3531749249   0.652    -0.918   3.5494   4.32    0       0.0       0.545   0.0       0.0       0.0       0.0       0.0       -1      -1.31E-14   0.0     0.7092   0.2755   0.002746   7.408E-4   0.006719   -1.0      0.01527   7.065     7.809    8.993       9.04        6.756    
  0.0152   0.01508   7.2      0.6953188181    2.3756840229   0.695    -0.856   3.5596   4.327   0       0.0       0.545   0.0       0.0       0.0       0.0       0.0       -1      -1.46E-14   0.0     0.7092   0.2755   0.002746   7.408E-4   0.006719   -1.0      0.01527   6.91      7.586    8.702       8.749       6.563    
  0.0152   0.01508   7.2      0.7000000477    2.3779268265   0.7      -0.849   3.5607   4.327   0       0.0       0.545   0.0       0.0       0.0       0.0       0.0       -1      -1.48E-14   0.0     0.7092   0.2755   0.002746   7.408E-4   0.006719   -1.0      0.01527   6.892     7.56     8.67        8.717       6.541    
  0.0152   0.01508   7.2      0.75            2.3998889923   0.75     -0.679   3.6214   4.429   0       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -1.88E-14   0.0     0.7092   0.2755   0.00271    7.399E-4   0.00672    -1.0      0.01527   6.467     6.777    7.56        7.609       5.933    
  0.0152   0.01508   7.2      0.767580986     2.4068338871   0.768    -0.659   3.6238   4.429   0       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -1.94E-14   0.0     0.7092   0.2755   0.00271    7.399E-4   0.00672    -1.0      0.01527   6.417     6.715    7.487       7.536       5.878    
  0.0152   0.01508   7.2      0.8000000119    2.4187245369   0.8      -0.614   3.6287   4.422   0       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -2.13E-14   0.0     0.7092   0.2755   0.00271    7.399E-4   0.00672    -1.0      0.01527   6.305     6.577    7.326       7.375       5.755    
  0.0152   0.01508   7.2      0.8387941718    2.431573391    0.838    -0.564   3.6352   4.418   0       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -2.34E-14   0.0     0.7092   0.2755   0.00271    7.399E-4   0.00672    -1.0      0.01527   6.18      6.419    7.136       7.185       5.616    
  0.0152   0.01508   7.2      0.8500000238    2.4350347519   0.85     -0.547   3.6374   4.416   0       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -2.42E-14   0.0     0.7092   0.2755   0.00271    7.399E-4   0.00672    -1.0      0.01527   6.138     6.365    7.072       7.121       5.569    
  0.0152   0.01508   7.2      0.8900843263    2.4465999603   0.889    -0.488   3.6461   4.411   0       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -2.71E-14   0.0     0.7092   0.2755   0.00271    7.399E-4   0.00672    -1.0      0.01527   5.989     6.171    6.84        6.888       5.401    
  0.0152   0.01508   7.2      0.9000000358    2.4492788315   0.899    -0.47    3.6488   4.409   0       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -2.81E-14   0.0     0.7092   0.2755   0.00271    7.399E-4   0.00672    -1.0      0.01527   5.944     6.113    6.77        6.818       5.35     
  0.0152   0.01508   7.2      0.9351869226    2.4582595825   0.935    -0.405   3.6585   4.4     0       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -3.23E-14   0.0     0.7092   0.2755   0.00271    7.399E-4   0.00672    -1.0      0.01527   5.783     5.905    6.523       6.57        5.17     
  0.0152   0.01508   7.2      0.9500000477    2.4618122578   0.95     -0.377   3.663    4.396   0       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -3.44E-14   0.0     0.7092   0.2755   0.00271    7.399E-4   0.00672    -1.0      0.01527   5.712     5.814    6.415       6.462       5.091    
  0.0152   0.01508   7.2      0.9828141332    2.4692456722   0.983    -0.314   3.6733   4.39    0       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -3.92E-14   0.0     0.7092   0.2755   0.00271    7.399E-4   0.00672    -1.0      0.01527   5.556     5.616    6.181       6.227       4.921    
  0.0152   0.01508   7.2      1.0             2.4729156494   1.0      -0.278   3.6793   4.385   0       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -4.25E-14   0.0     0.7092   0.2755   0.00271    7.399E-4   0.00672    -1.0      0.01527   5.464     5.502    6.047       6.092       4.823    
  0.0152   0.01508   7.2      1.0178995132    2.4765868187   1.018    -0.24    3.6856   4.38    0       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -4.5E-14    0.0     0.7092   0.2755   0.002709   7.399E-4   0.00672    -1.0      0.01527   5.37      5.388    5.913       5.957       4.724    
  0.0152   0.01508   7.2      1.0499999523    2.4828116894   1.05     -0.167   3.6977   4.369   0       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -5.05E-14   0.0     0.7092   0.2755   0.002709   7.399E-4   0.00672    -1.0      0.01527   5.188     5.169    5.659       5.701       4.535    
  0.0152   0.01508   7.2      1.0568531752    2.4840843678   1.056    -0.151   3.7002   4.366   0       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -5.18E-14   0.0     0.7092   0.2755   0.002709   7.399E-4   0.00672    -1.0      0.01527   5.148     5.123    5.606       5.647       4.495    
  0.0152   0.01508   7.2      1.0912202597    2.490190506    1.09     -0.067   3.7137   4.35    0       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -5.96E-14   0.0     0.7092   0.2755   0.002709   7.399E-4   0.00672    -1.0      0.01527   4.938     4.88     5.328       5.368       4.284    
  0.0152   0.01508   7.2      1.1000000238    2.4916803837   1.099    -0.045   3.7173   4.345   0       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -6.19E-14   0.0     0.7092   0.2755   0.002709   7.398E-4   0.00672    -1.0      0.01527   4.883     4.817    5.256       5.295       4.228    
  0.0152   0.01508   7.2      1.1050692797    2.4925279617   1.104    -0.032   3.7193   4.343   0       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -6.33E-14   0.0     0.7092   0.2755   0.002709   7.398E-4   0.00672    -1.0      0.01527   4.851     4.78     5.215       5.253       4.196    
  0.0152   0.01508   7.2      1.131100297     2.4967441559   1.13     0.038    3.7299   4.325   0       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -7.16E-14   0.0     0.7092   0.2755   0.002709   7.398E-4   0.00672    -1.0      0.01527   4.676     4.586    4.996       5.033       4.025    
  0.0152   0.01508   7.2      1.1499999762    2.4996678829   1.149    0.091    3.7378   4.311   0       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -7.91E-14   0.0     0.7092   0.2755   0.002709   7.398E-4   0.00672    -1.0      0.01527   4.542     4.439    4.831       4.866       3.896    
  0.0152   0.01508   7.2      1.1638507843    2.5017414093   1.163    0.132    3.7436   4.298   0       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -8.53E-14   0.0     0.7092   0.2755   0.002709   7.398E-4   0.00672    -1.0      0.01527   4.44      4.33     4.709       4.742       3.799    
  0.0152   0.01508   7.2      1.1897315979    2.5054676533   1.189    0.213    3.7546   4.271   0       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -9.96E-14   0.0     0.7092   0.2755   0.002709   7.398E-4   0.00672    -1.0      0.01527   4.238     4.117    4.471       4.501       3.611    
  0.0152   0.01508   7.2      1.2000000477    2.5068950653   1.2      0.247    3.7591   4.259   0       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -1.07E-13   0.0     0.7092   0.2755   0.002709   7.398E-4   0.00672    -1.0      0.01527   4.154     4.029    4.372       4.402       3.533    
  0.0152   0.01508   7.2      1.2123376131    2.5085730553   1.212    0.288    3.7644   4.243   0       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -1.16E-13   0.0     0.7092   0.2755   0.002709   7.398E-4   0.00672    -1.0      0.01527   4.049     3.921    4.253       4.281       3.438    
  0.0152   0.01508   7.2      1.2332155704    2.5113251209   1.233    0.36     3.7737   4.215   0       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -1.34E-13   0.0     0.7092   0.2755   0.002709   7.398E-4   0.00672    -1.0      0.01527   3.869     3.736    4.047       4.073       3.275    
  0.0152   0.01508   7.2      1.25            2.513461113    1.25     0.418    3.7813   4.195   0       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -1.5E-13    0.0     0.7092   0.2755   0.002709   7.398E-4   0.00672    -1.0      0.01527   3.726     3.591    3.885       3.909       3.148    
  0.0152   0.01508   7.2      1.2659771442    2.5154340267   1.266    0.469    3.7886   4.178   0       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -1.65E-13   0.0     0.7092   0.2755   0.002709   7.398E-4   0.00672    -1.0      0.01527   3.597     3.461    3.739       3.762       3.035    
  0.0152   0.01508   7.2      1.2993905544    2.5193800926   1.299    0.555    3.8035   4.163   0       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -1.88E-13   0.0     0.7092   0.2755   0.002709   7.398E-4   0.006719   -1.0      0.01527   3.382     3.247    3.495       3.514       2.857    
  0.0152   0.01508   7.2      1.2999999523    2.5194499493   1.3      0.557    3.8038   4.163   0       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -1.88E-13   0.0     0.7092   0.2755   0.002709   7.398E-4   0.006719   -1.0      0.01527   3.378     3.243    3.491       3.51        2.854    
  0.0152   0.01508   7.2      1.3081403971    2.5203752518   1.308    0.574    3.8075   4.162   0       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -1.92E-13   0.0     0.7092   0.2755   0.002709   7.398E-4   0.006719   -1.0      0.01527   3.334     3.2      3.44        3.458       2.819    
  0.0152   0.01508   7.2      1.325391531     2.5222930908   1.325    0.587    3.8132   4.178   0       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -1.84E-13   0.0     0.7092   0.2755   0.002709   7.398E-4   0.006719   -1.0      0.01527   3.302     3.17     3.399       3.417       2.803    
  0.0152   0.01508   7.2      1.3500001431    2.5249314308   1.35     0.591    3.8203   4.21    0       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -1.67E-13   0.0     0.7092   0.2755   0.002709   7.398E-4   0.006719   -1.0      0.01527   3.291     3.16     3.377       3.394       2.809    
  0.0152   0.01508   7.2      1.3583519459    2.525801897    1.358    0.589    3.8224   4.224   0       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -1.59E-13   0.0     0.7092   0.2755   0.002709   7.397E-4   0.006719   -1.0      0.01527   3.298     3.167    3.381       3.397       2.821    
  0.0152   0.01508   7.2      1.3755213022    2.5275533199   1.376    0.572    3.8245   4.255   0       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -1.39E-13   0.0     0.7092   0.2755   0.002709   7.397E-4   0.006719   -1.0      0.01527   3.341     3.211    3.422       3.438       2.869    
  0.0152   0.01508   7.2      1.3928676844    2.5292725563   1.393    0.553    3.8251   4.281   0       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -1.22E-13   0.0     0.7092   0.2755   0.002709   7.397E-4   0.006719   -1.0      0.01527   3.387     3.258    3.468       3.483       2.916    
  0.0152   0.01508   7.2      1.4000000954    2.5299651623   1.4      0.552    3.8253   4.285   0       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -1.18E-13   0.0     0.7092   0.2755   0.002709   7.397E-4   0.006719   -1.0      0.01526   3.39      3.262    3.471       3.486       2.92     
  0.0152   0.01508   7.2      1.4298301935    2.5327761173   1.43     0.549    3.8263   4.302   0       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -1.02E-13   0.0     0.7092   0.2755   0.002709   7.397E-4   0.006719   -1.0      0.01524   3.398     3.27     3.477       3.493       2.931    
  0.0152   0.01508   7.2      1.440866828     2.5337824821   1.441    0.554    3.8269   4.303   0       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -9.8E-14    0.0     0.7092   0.2755   0.002709   7.397E-4   0.006719   -1.0      0.01523   3.386     3.258    3.465       3.48        2.921    
  0.0152   0.01508   7.2      1.4500000477    2.5346016884   1.45     0.568    3.8284   4.297   0       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -9.82E-14   0.0     0.7092   0.2755   0.002709   7.397E-4   0.006719   -1.0      0.01524   3.35      3.223    3.427       3.442       2.888    
  0.0152   0.01508   7.2      1.4667588472    2.5360746384   1.467    0.595    3.8314   4.286   0       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -9.73E-14   0.0     0.7092   0.2755   0.002709   7.397E-4   0.006719   -1.0      0.01526   3.281     3.154    3.353       3.368       2.827    
  0.0152   0.01508   7.2      1.5             2.5388846397   1.5      0.653    3.8383   4.267   0       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -9.67E-14   0.0     0.7093   0.2755   0.002709   7.397E-4   0.006718   -1.0      0.01525   3.138     3.013    3.2         3.214       2.702    
  0.0152   0.01508   7.2      1.5204156637    2.5405404568   1.52     0.69     3.8436   4.256   0       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -9.39E-14   0.0     0.7093   0.2755   0.002709   7.397E-4   0.006718   -1.0      0.01526   3.045     2.922    3.1         3.114       2.623    
  0.0152   0.01508   7.2      1.5499999523    2.5428512096   1.55     0.746    3.854    4.251   0       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -9.0E-14    0.0     0.7093   0.2754   0.002709   7.396E-4   0.006718   -1.0      0.01527   2.906     2.786    2.948       2.961       2.512    
  0.0152   0.01508   7.2      1.5668313503    2.5441212654   1.567    0.779    3.8614   4.252   0       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -8.4E-14    0.0     0.7093   0.2754   0.002709   7.396E-4   0.006718   -1.0      0.01527   2.823     2.708    2.858       2.87        2.451    
  0.0152   0.01508   7.2      1.5981926918    2.5464055538   1.598    0.837    3.8778   4.268   0       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -7.28E-14   0.0     0.7093   0.2754   0.002709   7.396E-4   0.006718   -1.0      0.01527   2.677     2.572    2.697       2.708       2.354    
  0.0152   0.01508   7.2      1.6000000238    2.5465342999   1.6      0.84     3.8788   4.269   0       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -7.21E-14   0.0     0.7093   0.2754   0.002709   7.396E-4   0.006718   -1.0      0.01527   2.669     2.565    2.689       2.7         2.349    
  0.0152   0.01508   7.2      1.6344205141    2.5489194393   1.634    0.89     3.8943   4.29    0       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -4.84E-14   0.0     0.7093   0.2754   0.002708   7.396E-4   0.006718   -1.0      0.01527   2.545     2.455    2.556       2.566       2.276    
  0.0152   0.01508   7.2      1.6500000954    2.5499615669   1.649    0.907    3.8991   4.297   0       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -4.02E-14   0.0     0.7093   0.2754   0.002708   7.396E-4   0.006718   -1.0      0.01527   2.503     2.417    2.512       2.521       2.251    
  0.0152   0.01508   7.2      1.666300416     2.5510280132   1.666    0.925    3.9049   4.306   0       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -1.36E-19   0.0     0.7093   0.2754   0.002708   7.396E-4   0.006718   -1.0      0.01527   2.458     2.38     2.466       2.475       2.228    
  0.0152   0.01508   7.2      1.7000000477    2.5531582832   1.699    0.954    3.9149   4.326   0       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -1.0E-30    0.0     0.7093   0.2754   0.002708   7.396E-4   0.006717   -1.0      0.01527   2.385     2.322    2.395       2.403       2.194    
  0.0152   0.01508   7.2      1.7008888721    2.5532131195   1.7      0.955    3.9151   4.326   0       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -1.0E-30    0.0     0.7093   0.2754   0.002708   7.396E-4   0.006717   -1.0      0.01527   2.383     2.321    2.393       2.401       2.193    
  0.0152   0.01508   7.2      1.7410339117    2.555624485    1.74     0.985    3.9241   4.342   0       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -1.0E-30    0.0     0.7093   0.2754   0.002708   7.395E-4   0.006717   -1.0      0.01527   2.308     2.261    2.321       2.328       2.154    
  0.0152   0.01508   7.2      1.75            2.556145668    1.749    0.994    3.9261   4.343   0       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -1.0E-30    0.0     0.7093   0.2754   0.002708   7.395E-4   0.006717   -1.0      0.01527   2.284     2.241    2.298       2.305       2.139    
  0.0152   0.01508   7.2      1.7999999523    2.5589430332   1.799    1.046    3.9369   4.347   0       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -1.0E-30    0.0     0.7093   0.2754   0.002708   7.395E-4   0.006717   -1.0      0.01527   2.155     2.136    2.179       2.185       2.058    
  0.0152   0.01508   7.2      1.8500000238    2.5615673065   1.849    1.094    3.947    4.35    0       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -1.0E-30    0.0     0.7093   0.2754   0.002708   7.395E-4   0.006717   -1.0      0.01527   2.034     2.042    2.075       2.079       1.984    
  0.0152   0.01508   7.2      1.9000000954    2.5640332699   1.899    1.142    3.9566   4.353   0       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -1.0E-30    0.0     0.7094   0.2754   0.002708   7.395E-4   0.006716   -1.0      0.01527   1.915     1.953    1.976       1.98        1.913    
  0.0152   0.01508   7.2      1.9500001669    2.5663545132   1.95     1.189    3.966    4.355   0       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -1.0E-30    0.0     0.7094   0.2754   0.002708   7.394E-4   0.006716   -1.0      0.01526   1.799     1.87     1.885       1.887       1.844    
  0.0152   0.01508   7.2      2.0             2.5685424805   2.0      1.233    3.9749   4.357   0       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -1.0E-30    0.0     0.7094   0.2753   0.002708   7.394E-4   0.006716   -1.0      0.01527   1.687     1.793    1.801       1.802       1.78     
  0.0152   0.01508   7.2      2.0499999523    2.5706083775   2.05     1.276    3.9833   4.359   0       0.0       0.538   0.0       0.0       0.0       0.0       0.0       -1      -1.0E-30    0.0     0.7094   0.2753   0.002708   7.394E-4   0.006716   -1.0      0.01527   1.58      1.72     1.723       1.723       1.719    
