#RA_ICRS_1 DE_ICRS_1 source_id GLON_1 GLAT_1 Plx_1 e_Plx_1 pmRA__1 e_pmRA__1 pmDE_1 e_pmDE_1 RV e_RV RADEcor RAPlxcor RApmRAcor RApmDEcor DEPlxcor DEpmRAcor DEpmDEcor PlxpmRAcor PlxpmDEcor pmRApmDEcor o_Gmag Gmag BP-RP proba Cluster_1 Teff50 _RA_icrs_1 _DE_icrs_1 Cluster_2 RA_ICRS_2 DE_ICRS_2 GLON_2 GLAT_2 r50 nbstars07 pmRA__2 e_pmRA__2 pmDE_2 e_pmDE_2 plx_2 e_plx_2 Flag AgeNN AVNN DMNN DistPc X Y Z Rgc SimbadName _RA_icrs_2 _DE_icrs_2 GroupID_1 GroupSize_1 phot_g_mean_flux_over_error phot_bp_mean_flux_over_error phot_rp_mean_flux_over_error gaiadr2 cluster GroupID GroupSize MG BP-RP_0 BP-RP_0_lim allDeltas
304.540771484375 40.68826675415039 2062347230017843328 78.067257160055 2.74878747968407 0.973056776997141 0.026441598311066628 -2.74842490930026 0.04134839028120041 -6.41930821185099 0.04499782994389534 0.0 0.0 0.0006393633084371686 0.10202685743570328 -0.17039379477500916 -0.0011631879024207592 0.2991436719894409 -0.0091560585424304 -0.20210526883602142 -0.05494883 -0.08952508 -0.06355129 252 12.090985298156738 0.37929726 1.0 Collinder_419 7283.75537109375 304.540771484375 40.688297271728516 Collinder_419 304.53399658203125 40.731998443603516 78.0999984741211 2.7769999504089355 0.057999998331069946 48 -2.7079999446868896 0.3580000102519989 -6.381999969482422 0.21899999678134918 0.9520000219345093 0.04100000113248825 NN 7.289999961853027 1.1699999570846558 10.010000228881836 1003.0 206.0 981.0 48.0 8192.0 "Cl Collinder 419" 304.53399658203125 40.731998443603516 583 48 5549.33203125 916.658935546875 1179.33203125 2062347230017843328 Collinder_419 "" "" 1.0396851301193237 -0.18356758003067014 -0.405303955078125 0.00015400059579873115
304.45672607421875 40.71552276611328 2062359255926302976 78.0541128489687 2.81682484834408 0.9788137611998411 0.03309979662299156 -2.95015127719967 0.05140529200434685 -6.67054873123395 0.04874896630644798 0.0 0.0 0.11782551556825638 0.2895469665527344 -0.10426235944032669 -0.04096103459596634 0.46657586097717285 -0.02327561005949974 -0.2977522313594818 -0.028305737 -0.09664443 -0.048591293 242 12.103087425231934 0.57762146 0.800000011920929 Collinder_419 7165.64453125 304.4567565917969 40.71554946899414 Collinder_419 304.53399658203125 40.731998443603516 78.0999984741211 2.7769999504089355 0.057999998331069946 48 -2.7079999446868896 0.3580000102519989 -6.381999969482422 0.21899999678134918 0.9520000219345093 0.04100000113248825 NN 7.289999961853027 1.1699999570846558 10.010000228881836 1003.0 206.0 981.0 48.0 8192.0 "Cl Collinder 419" 304.53399658203125 40.731998443603516 583 48 6142.6435546875 901.1947631835938 1451.2860107421875 2062359255926302976 Collinder_419 "" "" 1.051787257194519 0.014756619969329865 -0.405303955078125 -0.009392827247190372
304.6040344238281 40.79246520996094 2062361145712093568 78.1805409920601 2.7675571576913 0.871647891047389 0.03316129371523857 -1.8885762686411298 0.04971138387918472 -6.36229102550092 0.051185622811317444 4.637840747833252 4.023754596710205 0.02968326210975647 0.22736208140850067 -0.40826112031936646 0.09290453791618347 0.46522578597068787 0.0279558002948761 -0.34191104769706726 -0.15875462 -0.08467641000000001 -0.12478895000000001 231 12.281145095825195 0.9405460400000001 0.800000011920929 Collinder_419 6552.904296875 304.60406494140625 40.79249572753906 Collinder_419 304.53399658203125 40.731998443603516 78.0999984741211 2.7769999504089355 0.057999998331069946 48 -2.7079999446868896 0.3580000102519989 -6.381999969482422 0.21899999678134918 0.9520000219345093 0.04100000113248825 NN 7.289999961853027 1.1699999570846558 10.010000228881836 1003.0 206.0 981.0 48.0 8192.0 "Cl Collinder 419" 304.53399658203125 40.731998443603516 583 48 7751.5849609375 997.2421875 1949.7650146484375 2062361145712093568 Collinder_419 "" "" 1.2298449277877808 0.3776811999693299 -0.405303955078125 -0.4461448221756743
304.4935302734375 40.71141052246094 2062359015408121600 78.0663522284706 2.79140970445647 0.965244948293917 0.022686192765831947 -2.66757209532428 0.03817859664559364 -6.43047342699578 0.03793301060795784 0.0 0.0 0.14335401356220245 0.39812391996383667 0.2097584754228592 -0.14524026215076447 0.3456600606441498 0.0425858236849308 -0.13811103999614716 0.18209784 -0.2647188 -0.16406518000000003 206 13.48493766784668 1.1043596 0.8999999761581421 Collinder_419 6556.365234375 304.4935607910156 40.71144104003906 Collinder_419 304.53399658203125 40.731998443603516 78.0999984741211 2.7769999504089355 0.057999998331069946 48 -2.7079999446868896 0.3580000102519989 -6.381999969482422 0.21899999678134918 0.9520000219345093 0.04100000113248825 NN 7.289999961853027 1.1699999570846558 10.010000228881836 1003.0 206.0 981.0 48.0 8192.0 "Cl Collinder 419" 304.53399658203125 40.731998443603516 583 48 5108.2294921875 635.10546875 1777.9981689453125 2062359015408121600 Collinder_419 "" "" 2.4336376190185547 0.5414947599693298 -0.405303955078125 0.2709674693861701
304.62994384765625 40.80412292480469 2062349527813713408 78.2012202115639 2.75786981133952 0.9156740694707921 0.03533406928181648 -2.7180409326758 0.05291824787855148 -6.47368528647594 0.05056511610746384 31.394670486450195 18.70713233947754 0.040821246802806854 0.24673859775066376 -0.363150417804718 0.06965930014848709 0.516434371471405 0.033947933465242386 -0.34670111536979675 -0.11445603 -0.13043399 -0.1437311 219 12.838226318359375 1.2533951 0.800000011920929 Collinder_419 5082.517578125 304.6299743652344 40.80414962768555 Collinder_419 304.53399658203125 40.731998443603516 78.0999984741211 2.7769999504089355 0.057999998331069946 48 -2.7079999446868896 0.3580000102519989 -6.381999969482422 0.21899999678134918 0.9520000219345093 0.04100000113248825 NN 7.289999961853027 1.1699999570846558 10.010000228881836 1003.0 206.0 981.0 48.0 8192.0 "Cl Collinder 419" 304.53399658203125 40.731998443603516 583 48 773.9010009765625 200.30348205566406 311.43603515625 2062349527813713408 Collinder_419 "" "" 1.7869261503219604 0.6905302599693299 -0.405303955078125 -0.9044913637627632
304.42962646484375 40.68317413330078 2062358740530227584 78.0157593155308 2.81574108548648 0.949156224741849 0.026187118142843246 -2.95579369415007 0.041793033480644226 -6.45674487237612 0.04190589487552643 0.0 0.0 0.05959261581301689 0.1396905928850174 -0.133310467004776 -0.03622537851333618 0.38028115034103394 -0.058383140712976456 -0.27821046113967896 -0.11134177 -0.09122766 -0.041977886 254 14.984293937683105 1.5481882 0.8999999761581421 Collinder_419 4948.40478515625 304.42962646484375 40.68320083618164 Collinder_419 304.53399658203125 40.731998443603516 78.0999984741211 2.7769999504089355 0.057999998331069946 48 -2.7079999446868896 0.3580000102519989 -6.381999969482422 0.21899999678134918 0.9520000219345093 0.04100000113248825 NN 7.289999961853027 1.1699999570846558 10.010000228881836 1003.0 206.0 981.0 48.0 8192.0 "Cl Collinder 419" 304.53399658203125 40.731998443603516 583 48 392.8632507324219 107.74362182617188 143.66737365722656 2062358740530227584 Collinder_419 "" "" 3.9329938888549805 0.9853233599693298 -0.405303955078125 0.04987304104967194
304.53216552734375 40.71110153198242 2062359084127840000 78.0825283161647 2.76698221114402 0.968193582658547 0.027731632813811302 -2.95732262543113 0.0424860417842865 -6.29402017865684 0.051499832421541214 0.0 0.0 0.0014658946311101317 0.12940438091754913 -0.3309206962585449 0.04284948483109474 0.34464386105537415 0.04107976332306862 -0.4967465102672577 -0.08365958 -0.10094027000000001 -0.12398713 234 14.954845428466797 1.558589 1.0 Collinder_419 7313.06982421875 304.5321960449219 40.71112823486328 Collinder_419 304.53399658203125 40.731998443603516 78.0999984741211 2.7769999504089355 0.057999998331069946 48 -2.7079999446868896 0.3580000102519989 -6.381999969482422 0.21899999678134918 0.9520000219345093 0.04100000113248825 NN 7.289999961853027 1.1699999570846558 10.010000228881836 1003.0 206.0 981.0 48.0 8192.0 "Cl Collinder 419" 304.53399658203125 40.731998443603516 583 48 766.66552734375 24.49981117248535 63.10740661621094 2062359084127840000 Collinder_419 "" "" 3.903545379638672 0.9957241599693298 -0.405303955078125 -0.02311518446471883
304.53118896484375 40.711090087890625 2062359084120671616 78.0821034966092 2.76758928717642 0.8364835979883731 0.05802753567695618 -3.05740463450119 0.08849813789129257 -5.87647205505788 0.08567659556865692 0.0 0.0 -0.07857709378004074 -0.23677211999893188 -0.36578893661499023 -0.014936000108718872 0.42533794045448303 -0.0647139698266983 -0.4082950949668884 -0.06910453000000001 -0.0854993 -0.037354082000000004 193 14.437139511108398 1.6003504 0.699999988079071 Collinder_419 6334.32763671875 304.5312194824219 40.711116790771484 Collinder_419 304.53399658203125 40.731998443603516 78.0999984741211 2.7769999504089355 0.057999998331069946 48 -2.7079999446868896 0.3580000102519989 -6.381999969482422 0.21899999678134918 0.9520000219345093 0.04100000113248825 NN 7.289999961853027 1.1699999570846558 10.010000228881836 1003.0 206.0 981.0 48.0 8192.0 "Cl Collinder 419" 304.53399658203125 40.731998443603516 583 48 431.8940734863281 83.92467498779297 104.39171600341797 2062359084120671616 Collinder_419 "" "" 3.3858394622802734 1.0374855599693298 -0.405303955078125 -0.7154645911236539
304.5348815917969 40.73670959472656 2062360630316068992 78.1049082515438 2.77964639624689 0.968425297780078 0.026718685403466225 -2.64542396485904 0.04023250192403793 -6.23329803665681 0.04586757346987724 0.0 0.0 -0.05687692388892174 0.1519351750612259 -0.38070550560951233 0.06366121768951416 0.34607651829719543 0.016935531049966812 -0.4105704426765442 -0.16969396 -0.10416962000000002 -0.15605205 209 14.463919639587402 1.6712866 1.0 Collinder_419 5045.86376953125 304.5348815917969 40.73673629760742 Collinder_419 304.53399658203125 40.731998443603516 78.0999984741211 2.7769999504089355 0.057999998331069946 48 -2.7079999446868896 0.3580000102519989 -6.381999969482422 0.21899999678134918 0.9520000219345093 0.04100000113248825 NN 7.289999961853027 1.1699999570846558 10.010000228881836 1003.0 206.0 981.0 48.0 8192.0 "Cl Collinder 419" 304.53399658203125 40.731998443603516 583 48 686.7172241210938 197.3106689453125 270.05755615234375 2062360630316068992 Collinder_419 "" "" 3.4126195907592773 1.1084217599693298 -0.405303955078125 -0.9829719446663541
304.5542907714844 40.72185516357422 2062348810565970560 78.1008541071301 2.75913452209125 0.9533235914008931 0.046679478138685226 -2.69620302203583 0.07282660901546478 -6.34304358150448 0.06831089407205582 0.0 0.0 0.025956736877560616 0.21698085963726044 -0.3311006426811218 0.0600949302315712 0.48863524198532104 0.05649891123175621 -0.3414744436740875 -0.061198954 -0.14931041 -0.15122707000000002 219 15.930953979492188 1.710639 1.0 Collinder_419 5714.04150390625 304.5542907714844 40.72188186645508 Collinder_419 304.53399658203125 40.731998443603516 78.0999984741211 2.7769999504089355 0.057999998331069946 48 -2.7079999446868896 0.3580000102519989 -6.381999969482422 0.21899999678134918 0.9520000219345093 0.04100000113248825 NN 7.289999961853027 1.1699999570846558 10.010000228881836 1003.0 206.0 981.0 48.0 8192.0 "Cl Collinder 419" 304.53399658203125 40.731998443603516 583 48 924.7424926757812 225.0106201171875 267.518798828125 2062348810565970560 Collinder_419 "" "" 4.8796539306640625 1.1477741599693299 -0.405303955078125 0.3232723631893082
