#ClusterName              ,#ID                 ,       Mass,    LogTeff,       Logg,         Av,    Log age,    DistMod,          G,         Bp,         Rp
Ruprecht_147             , 1747095994824255463 ,    0.41134,    3.52520,    4.84400,    0.83461,    9.48001,   10.39591,   20.68372,   22.28577,   19.38246 
Ruprecht_147             , 1747095994958473193*, 9999.00000, 9999.00000, 9999.00000,    0.91322,    9.48001,   10.39591,   20.18161,   21.85066,   18.86040 
Ruprecht_147             , 1747095994958473193A,    0.43440,    3.53080,    4.82100,    0.91322,    9.48001,   10.39591,   20.94037,   22.61080,   19.61876 
Ruprecht_147             , 1747095994958473193B,    0.43300,    3.58200,    4.85000,    0.91322,    9.48001,   10.39591,   20.92804,   22.59572,   19.60722 
Ruprecht_147             , 1747095994958473196*, 9999.00000, 9999.00000, 9999.00000,    0.85625,    9.48001,   10.39591,   16.99445,   17.66499,   16.16139 
Ruprecht_147             , 1747095994958473196A,    0.83217,    3.71040,    4.59500,    0.85625,    9.48001,   10.39591,   17.00979,   17.67029,   16.18646 
Ruprecht_147             , 1747095994958473196B,    0.34300,    3.53500,    4.39400,    0.85625,    9.48001,   10.39591,   21.62671,   23.44577,   20.26517 
Ruprecht_147             , 1747095994824255473 ,    0.41947,    3.52720,    4.83600,    0.85791,    9.48001,   10.39591,   20.77136,   22.39611,   19.46320 
Ruprecht_147             , 1747095994824255474 ,    0.62531,    3.60540,    4.66500,    0.92963,    9.48001,   10.39591,   18.81580,   19.92903,   17.70697 
Ruprecht_147             , 1747095994958473204*, 9999.00000, 9999.00000, 9999.00000,    0.78126,    9.48001,   10.39591,   21.22479,   23.00819,   19.87131 
Ruprecht_147             , 1747095994958473204A,    0.38770,    3.51970,    4.86500,    0.78126,    9.48001,   10.39591,   21.30504,   23.04352,   19.96445 
Ruprecht_147             , 1747095994958473204B,    0.14500,    3.50400,    4.91700,    0.78126,    9.48001,   10.39591,   24.09289,   26.74476,   22.58406 
Ruprecht_147             , 1747095994824255478 ,    0.88964,    3.73160,    4.56000,    0.91466,    9.48001,   10.39591,   16.56527,   17.16878,   15.78844 
Ruprecht_147             , 1747095994824255479 ,    0.69798,    3.64660,    4.64400,    1.07629,    9.48001,   10.39591,   18.71112,   19.80173,   17.61364 
Ruprecht_147             , 1747095994824255483 ,    0.43354,    3.53060,    4.82200,    0.78965,    9.48001,   10.39591,   20.84908,   22.48096,   19.53877 
Ruprecht_147             , 1747095994958473213*, 9999.00000, 9999.00000, 9999.00000,    0.86001,    9.48001,   10.39591,   21.61515,   23.55740,   20.22366 
Ruprecht_147             , 1747095994958473213A,    0.26464,    3.49480,    4.97500,    0.86001,    9.48001,   10.39591,   21.82923,   23.69343,   20.45662 
Ruprecht_147             , 1747095994958473213B,    0.18300,    3.51000,    4.21100,    0.86001,    9.48001,   10.39591,   23.48328,   25.87994,   22.00917 
Ruprecht_147             , 1747095994958473216*, 9999.00000, 9999.00000, 9999.00000,    0.65349,    9.48001,   10.39591,   21.33638,   23.17744,   19.96858 
Ruprecht_147             , 1747095994958473216A,    0.34906,    3.51110,    4.89500,    0.65349,    9.48001,   10.39591,   21.54569,   23.31289,   20.19745 
Ruprecht_147             , 1747095994958473216B,    0.17600,    3.50900,    4.21900,    0.65349,    9.48001,   10.39591,   23.22670,   25.50436,   21.77136 
Ruprecht_147             , 1747095994958473219*, 9999.00000, 9999.00000, 9999.00000,    1.01701,    9.48001,   10.39591,   14.95965,   15.47809,   14.25742 
Ruprecht_147             , 1747095994958473219A,    1.08023,    3.78410,    4.39100,    1.01701,    9.48001,   10.39591,   15.40005,   15.89552,   14.71962 
Ruprecht_147             , 1747095994958473219B,    0.95600,    3.73500,    4.55200,    1.01701,    9.48001,   10.39591,   16.15212,   16.71799,   15.40758 
Ruprecht_147             , 1747095994824255496 ,    1.11358,    3.79070,    4.35200,    0.97516,    9.48001,   10.39591,   15.29283,   15.77396,   14.62607 
Ruprecht_147             , 1747095994958473226*, 9999.00000, 9999.00000, 9999.00000,    0.98566,    9.48001,   10.39591,   19.00642,   20.26816,   17.82747 
