#ClusterName              ,#ID                 ,       Mass,    LogTeff,       Logg,         Av,    Log age,    DistMod,          G,       sigG,         Bp,     sigBp,         Rp,      sigRp
Ruprecht_147             , 1747095994824152370 ,    0.21705,    3.48090,    5.01500,    0.07667,    9.48001,    5.00000,   16.72228,    0.00069,   18.56090,    0.01058,   15.35661,    0.00149 
Ruprecht_147             , 1747095994824152371 ,    0.29763,    3.50150,    4.94700,    0.06880,    9.48001,    5.00000,   16.22417,    0.00063,   17.91804,    0.00612,   14.89513,    0.00114 
Ruprecht_147             , 1747095994824152372 ,    0.23429,    3.48660,    5.00100,    0.07598,    9.48001,    5.00000,   16.95511,    0.00072,   18.86949,    0.01390,   15.57009,    0.00171 
Ruprecht_147             , 1747095994824152373 ,    0.17979,    3.46590,    5.05200,    0.07332,    9.48001,    5.00000,   17.53424,    0.00085,   19.66720,    0.02811,   16.10837,    0.00249 
Ruprecht_147             , 1747095994824152374 ,    0.41134,    3.52520,    4.84400,    0.06673,    9.48001,    5.00000,   14.75587,    0.00056,   16.13651,    0.00158,   13.53058,    0.00065 
Ruprecht_147             , 1747095994824152375 ,    0.09422,    3.37310,    5.20300,    0.08745,    9.48001,    5.00000,   18.12845,    0.00108,   20.55366,    0.06018,   16.65822,    0.00381 
Ruprecht_147             , 1747095994824152376 ,    0.09675,    3.37970,    5.19500,    0.06012,    9.48001,    5.00000,   18.23304,    0.00113,   20.60774,    0.06912,   16.76142,    0.00413 
Ruprecht_147             , 1747095994824152377 ,    0.22557,    3.48370,    5.00800,    0.07168,    9.48001,    5.00000,   16.83423,    0.00070,   18.70805,    0.01206,   15.46206,    0.00159 
Ruprecht_147             , 1747095994958370107*, 9999.00000, 9999.00000, 9999.00000,    0.07302,    9.48001,    5.00000,   14.20747,    0.00046,   15.63002,    0.00098,   12.96653,    0.00059 
Ruprecht_147             , 1747095994958370110A,    0.83217,    3.71040,    4.59500,    0.06846,    9.48001,    5.00000,   10.96615,    0.00054,   11.44474,    0.00046,   10.30085,    0.00046 
Ruprecht_147             , 1747095994958370110B,    0.34300,    3.53500,    4.39400,    0.06846,    9.48001,    5.00000,   15.70045,    0.00060,   17.28785,    0.00363,   14.40661,    0.00090 
Ruprecht_147             , 1747095994824152384 ,    0.29468,    3.50090,    4.94900,    0.06641,    9.48001,    5.00000,   16.19286,    0.00063,   17.88269,    0.00593,   14.86839,    0.00113 
Ruprecht_147             , 1747095994824152385 ,    0.10228,    3.39210,    5.17800,    0.06719,    9.48001,    5.00000,   18.50480,    0.00130,   20.90955,    0.09911,   17.01784,    0.00508 
Ruprecht_147             , 1747095994824152386 ,    0.22499,    3.48350,    5.00900,    0.06693,    9.48001,    5.00000,   16.82316,    0.00070,   18.68666,    0.01190,   15.45142,    0.00158 
Ruprecht_147             , 1747095994958370116*, 9999.00000, 9999.00000, 9999.00000,    0.07022,    9.48001,    5.00000,   17.46497,    0.00069,   19.78672,    0.01914,   15.99942,    0.00251 
Ruprecht_147             , 1747095994824152390 ,    0.41947,    3.52720,    4.83600,    0.06859,    9.48001,    5.00000,   14.82923,    0.00056,   16.22372,    0.00168,   13.59874,    0.00067 
Ruprecht_147             , 1747095994824152391 ,    0.21740,    3.48110,    5.01500,    0.06351,    9.48001,    5.00000,   16.71875,    0.00069,   18.55386,    0.01052,   15.35339,    0.00149 
Ruprecht_147             , 1747095994824152392 ,    0.12856,    3.43150,    5.12200,    0.07862,    9.48001,    5.00000,   18.74510,    0.00149,   21.40515,    0.13544,   17.23649,    0.00613 
Ruprecht_147             , 1747095994824152393 ,    0.62531,    3.60540,    4.66500,    0.07433,    9.48001,    5.00000,   12.77550,    0.00054,   13.66595,    0.00057,   11.78976,    0.00049 
Ruprecht_147             , 1747095994958370123A,    0.38770,    3.51970,    4.86500,    0.06247,    9.48001,    5.00000,   15.42078,    0.00058,   16.94187,    0.00279,   14.14305,    0.00081 
Ruprecht_147             , 1747095994958370123B,    0.14500,    3.50400,    4.91700,    0.06247,    9.48001,    5.00000,   18.25823,    0.00115,   20.55748,    0.07079,   16.78655,    0.00420 
Ruprecht_147             , 1747095994824152397 ,    0.16272,    3.45790,    5.07000,    0.06529,    9.48001,    5.00000,   17.20903,    0.00077,   19.23343,    0.01883,   15.80760,    0.00201 
Ruprecht_147             , 1747095994824152398 ,    0.88964,    3.73160,    4.56000,    0.07313,    9.48001,    5.00000,   10.46640,    0.00054,   10.88055,    0.00046,    9.86829,    0.00046 
Ruprecht_147             , 1747095994824152399 ,    0.69798,    3.64660,    4.64400,    0.08605,    9.48001,    5.00000,   12.56392,    0.00054,   13.39951,    0.00055,   11.61350,    0.00048 
Ruprecht_147             , 1747095994824152400 ,    0.12778,    3.43070,    5.12400,    0.05635,    9.48001,    5.00000,   18.70290,    0.00145,   21.08036,    0.12782,   17.19607,    0.00593 
Ruprecht_147             , 1747095994824152401 ,    0.09310,    3.37020,    5.20700,    0.06740,    9.48001,    5.00000,   18.06145,    0.00105,   20.46651,    0.05507,   16.59413,    0.00363 
Ruprecht_147             , 1747095994824152402 ,    0.21118,    3.47900,    5.02000,    0.07524,    9.48001,    5.00000,   16.64263,    0.00068,   18.46057,    0.00964,   15.28429,    0.00143 
Ruprecht_147             , 1747095994958370132*, 9999.00000, 9999.00000, 9999.00000,    0.06623,    9.48001,    5.00000,   16.46578,    0.00055,   18.45199,    0.00721,   15.06438,    0.00132 
Ruprecht_147             , 1747095994824152406 ,    0.10043,    3.38880,    5.18300,    0.07530,    9.48001,    5.00000,   18.42120,    0.00125,   20.88372,    0.08865,   16.93853,    0.00476 
Ruprecht_147             , 1747095994824152407 ,    0.15972,    3.45640,    5.07400,    0.07037,    9.48001,    5.00000,   18.12139,    0.00108,   20.49185,    0.05936,   16.64377,    0.00379 
Ruprecht_147             , 1747095994824152408 ,    0.33308,    3.50840,    4.91400,    0.06714,    9.48001,    5.00000,   15.61103,    0.00059,   17.17535,    0.00334,   14.31909,    0.00087 
Ruprecht_147             , 1747095994824152409 ,    0.43354,    3.53060,    4.82200,    0.06314,    9.48001,    5.00000,   14.95186,    0.00057,   16.37303,    0.00185,   13.71139,    0.00069 
Ruprecht_147             , 1747095994824152410 ,    0.13110,    3.43400,    5.11800,    0.06442,    9.48001,    5.00000,   18.82614,    0.00156,   21.73697,    0.15172,   17.31451,    0.00655 
Ruprecht_147             , 1747095994824152411 ,    0.24433,    3.48990,    4.99300,    0.08020,    9.48001,    5.00000,   17.09231,    0.00075,   19.06325,    0.01637,   15.70205,    0.00187 
Ruprecht_147             , 1747095994824152412 ,    0.10804,    3.40230,    5.16500,    0.07149,    9.48001,    5.00000,   18.78441,    0.00152,   21.23566,    0.14391,   17.26578,    0.00632 
Ruprecht_147             , 1747095994824152413 ,    0.15808,    3.45540,    5.07600,    0.07029,    9.48001,    5.00000,   18.08305,    0.00106,   20.43393,    0.05629,   16.61230,    0.00368 
Ruprecht_147             , 1747095994958370143*, 9999.00000, 9999.00000, 9999.00000,    0.06876,    9.48001,    5.00000,   15.69569,    0.00050,   17.39323,    0.00378,   14.36531,    0.00089 
Ruprecht_147             , 1747095994958370146*, 9999.00000, 9999.00000, 9999.00000,    0.05225,    9.48001,    5.00000,   15.53829,    0.00049,   17.19751,    0.00323,   14.21900,    0.00084 
Ruprecht_147             , 1747095994824152420 ,    0.29779,    3.50150,    4.94600,    0.07578,    9.48001,    5.00000,   16.22985,    0.00063,   17.92655,    0.00616,   14.90094,    0.00115 
Ruprecht_147             , 1747095994958370150*, 9999.00000, 9999.00000, 9999.00000,    0.08131,    9.48001,    5.00000,    8.76536,    0.00045,    9.08016,    0.00046,    8.27666,    0.00046 
Ruprecht_147             , 1747095994958370153*, 9999.00000, 9999.00000, 9999.00000,    0.07216,    9.48001,    5.00000,   17.38082,    0.00068,   19.65696,    0.03978,   15.92363,    0.00210 
Ruprecht_147             , 1747095994824152427 ,    0.11248,    3.41010,    5.15400,    0.06667,    9.48001,    5.00000,   18.99234,    0.00173,   21.58079,    0.19055,   17.45670,    0.00747 
Ruprecht_147             , 1747095994824152428 ,    1.11358,    3.79070,    4.35200,    0.07797,    9.48001,    5.00000,    9.12683,    0.00054,    9.41287,    0.00046,    8.66736,    0.00046 
