#ClusterName              ,#ID                 ,       Mass,    LogTeff,       Logg,         Av,    Log age,    DistMod,          G,       sigG,         Bp,     sigBp,         Rp,      sigRp
UPK_53                   , 2243063188780358031 ,    1.15668,    3.79550,    4.43100,    0.15052,    8.65992,   10.39591,   14.63770,    0.00056,   14.92467,    0.00083,   14.17743,    0.00082 
UPK_53                   , 2243063188914575761*, 9999.00000, 9999.00000, 9999.00000,    0.19725,    8.65992,   10.39591,   13.57402,    0.00045,   13.77492,    0.00058,   13.22275,    0.00060 
UPK_53                   , 2243063188914575764A,    0.87334,    3.72090,    4.60500,    0.12693,    8.65992,   10.39591,   16.17755,    0.00063,   16.62717,    0.00221,   15.53874,    0.00168 
UPK_53                   , 2243063188914575764B,    0.45800,    3.57100,    4.81100,    0.12693,    8.65992,   10.39591,   19.84364,    0.00315,   21.06413,    0.11129,   18.63349,    0.02118 
UPK_53                   , 2243063188914575770*, 9999.00000, 9999.00000, 9999.00000,    0.17306,    8.65992,   10.39591,   21.06094,    0.00703,   22.54395,    0.48276,   19.64747,    0.05617 
UPK_53                   , 2243063188780358044 ,    1.83457,    3.93120,    4.23400,    0.13927,    8.65992,   10.39591,   12.42713,    0.00054,   12.47377,    0.00049,   12.30560,    0.00052 
UPK_53                   , 2243063188780358045 ,    0.37984,    3.52000,    4.89400,    0.13553,    8.65992,   10.39591,   20.82513,    0.00693,   22.35135,    0.33020,   19.53947,    0.04793 
UPK_53                   , 2243063188914575778*, 9999.00000, 9999.00000, 9999.00000,    0.15873,    8.65992,   10.39591,   12.28042,    0.00045,   12.33819,    0.00048,   12.13567,    0.00051 
UPK_53                   , 2243063188914575784*, 9999.00000, 9999.00000, 9999.00000,    0.11785,    8.65992,   10.39591,   13.95152,    0.00046,   14.17897,    0.00064,   13.56511,    0.00066 
UPK_53                   , 2243063188780358058 ,    0.56629,    3.57760,    4.71700,    0.17092,    8.65992,   10.39591,   18.81109,    0.00155,   19.80178,    0.03410,   17.73064,    0.00940 
UPK_53                   , 2243063188780358059 ,    0.58651,    3.58690,    4.70400,    0.17596,    8.65992,   10.39591,   19.02246,    0.00176,   20.10959,    0.04345,   17.91867,    0.01100 
