#ClusterName              ,#ID                 ,       Mass,    LogTeff,       Logg,         Av,    Log age,    DistMod,          G,         Bp,         Rp
ASCC_21                  , 1891097903137728816 ,    0.89707,    3.63660,    4.29400,    0.81348,    6.94988,   10.73064,   17.52340,   18.47954,   16.49902 
ASCC_21                  , 1891097903271946546*, 9999.00000, 9999.00000, 9999.00000,    0.72994,    6.94988,   10.73064,   14.94661,   15.47543,   14.23093 
ASCC_21                  , 1891097903271946546A,    1.42923,    3.74670,    4.15900,    0.72994,    6.94988,   10.73064,   14.98016,   15.48938,   14.28680 
ASCC_21                  , 1891097903271946546B,    0.62700,    3.59500,    4.42300,    0.72994,    6.94988,   10.73064,   18.73844,   20.20985,   17.47998 
ASCC_21                  , 1891097903137728820 ,    0.29115,    3.48060,    4.06900,    0.75769,    6.94988,   10.73064,   20.50513,   22.56752,   19.08904 
ASCC_21                  , 1891097903137728821 ,    1.37569,    3.73280,    4.20000,    0.66793,    6.94988,   10.73064,   15.39527,   15.94227,   14.66744 
ASCC_21                  , 1891097903271946551*, 9999.00000, 9999.00000, 9999.00000,    0.67422,    6.94988,   10.73064,   19.12247,   20.81176,   17.79395 
ASCC_21                  , 1891097903271946551A,    0.50090,    3.52510,    4.13900,    0.67422,    6.94988,   10.73064,   19.21155,   20.84663,   17.90030 
ASCC_21                  , 1891097903271946551B,    0.07300,    3.20400,    5.36000,    0.67422,    6.94988,   10.73064,   21.88162,   24.56253,   20.36923 
ASCC_21                  , 1891097903271946554*, 9999.00000, 9999.00000, 9999.00000,    0.86865,    6.94988,   10.73064,   19.72054,   21.69764,   18.32137 
ASCC_21                  , 1891097903271946554A,    0.39476,    3.50460,    4.10400,    0.86865,    6.94988,   10.73064,   19.95836,   21.85030,   18.57917 
ASCC_21                  , 1891097903271946554B,    0.20800,    3.51500,    4.29400,    0.86865,    6.94988,   10.73064,   21.48597,   23.90306,   20.00883 
ASCC_21                  , 1891097903271946560*, 9999.00000, 9999.00000, 9999.00000,    0.81402,    6.94988,   10.73064,   12.35089,   12.42963,   12.17640 
ASCC_21                  , 1891097903271946560A,    2.93950,    4.09660,    4.35700,    0.81402,    6.94988,   10.73064,   12.35197,   12.42984,   12.17966 
ASCC_21                  , 1891097903271946560B,    0.38200,    3.54500,    4.73000,    0.81402,    6.94988,   10.73064,   19.85363,   21.70799,   18.48339 
ASCC_21                  , 1891097903137728834 ,    0.33626,    3.49210,    4.08600,    0.71146,    6.94988,   10.73064,   20.05447,   21.95695,   18.67283 
ASCC_21                  , 1891097903271946564*, 9999.00000, 9999.00000, 9999.00000,    0.71357,    6.94988,   10.73064,   17.43669,   18.46576,   16.36662 
ASCC_21                  , 1891097903271946564A,    0.82228,    3.62610,    4.29500,    0.71357,    6.94988,   10.73064,   17.56694,   18.52621,   16.54074 
ASCC_21                  , 1891097903271946564B,    0.38500,    3.54600,    4.82900,    0.71357,    6.94988,   10.73064,   19.80355,   21.63178,   18.43972 
ASCC_21                  , 1891097903271946567*, 9999.00000, 9999.00000, 9999.00000,    0.70263,    6.94988,   10.73064,   16.44411,   17.21598,   15.53201 
ASCC_21                  , 1891097903271946567A,    1.14489,    3.67990,    4.27600,    0.70263,    6.94988,   10.73064,   16.52158,   17.24872,   15.64736 
