#ClusterName              ,#ID                 ,       Mass,    LogTeff,       Logg,         Av,    Log age,    DistMod,          G,         Bp,         Rp
Ruprecht_147             , 1747095994958499118*, 9999.00000, 9999.00000, 9999.00000,    0.95776,    9.48001,   11.02060,   20.83638,   22.51877,   19.51134 
Ruprecht_147             , 1747095994958499118A,    0.43440,    3.53080,    4.82100,    0.95776,    9.48001,   11.02060,   21.59513,   23.27891,   20.26970 
Ruprecht_147             , 1747095994958499118B,    0.43300,    3.58200,    4.85000,    0.95776,    9.48001,   11.02060,   21.58281,   23.26383,   20.25816 
Ruprecht_147             , 1747095994958499121*, 9999.00000, 9999.00000, 9999.00000,    0.89801,    9.48001,   11.02060,   17.65269,   18.33322,   16.81189 
Ruprecht_147             , 1747095994958499121A,    0.83217,    3.71040,    4.59500,    0.89801,    9.48001,   11.02060,   17.66812,   18.33854,   16.83699 
Ruprecht_147             , 1747095994958499121B,    0.34300,    3.53500,    4.39400,    0.89801,    9.48001,   11.02060,   22.27903,   24.11093,   20.91429 
Ruprecht_147             , 1747095994824281398 ,    0.62531,    3.60540,    4.66500,    0.97497,    9.48001,   11.02060,   19.47393,   20.59929,   18.35912 
Ruprecht_147             , 1747095994824281402 ,    0.88964,    3.73160,    4.56000,    0.95927,    9.48001,   11.02060,   17.22634,   17.84025,   16.44080 
Ruprecht_147             , 1747095994824281403 ,    0.69798,    3.64660,    4.64400,    1.12879,    9.48001,   11.02060,   19.37467,   20.47926,   18.27015 
Ruprecht_147             , 1747095994958499139*, 9999.00000, 9999.00000, 9999.00000,    0.68537,    9.48001,   11.02060,   21.98208,   23.83302,   20.61188 
Ruprecht_147             , 1747095994958499139A,    0.34906,    3.51110,    4.89500,    0.68537,    9.48001,   11.02060,   22.19162,   23.96852,   20.84084 
Ruprecht_147             , 1747095994958499139B,    0.17600,    3.50900,    4.21900,    0.68537,    9.48001,   11.02060,   23.87134,   26.15953,   22.41427 
Ruprecht_147             , 1747095994958499142*, 9999.00000, 9999.00000, 9999.00000,    1.06661,    9.48001,   11.02060,   15.62556,   16.15526,   14.91301 
Ruprecht_147             , 1747095994958499142A,    1.08023,    3.78410,    4.39100,    1.06661,    9.48001,   11.02060,   16.06617,   16.57281,   15.37524 
Ruprecht_147             , 1747095994958499142B,    0.95600,    3.73500,    4.55200,    1.06661,    9.48001,   11.02060,   16.81759,   17.39489,   16.06310 
Ruprecht_147             , 1747095994824281419 ,    1.11358,    3.79070,    4.35200,    1.02272,    9.48001,   11.02060,   15.95738,   16.44917,   15.28044 
Ruprecht_147             , 1747095994958499149*, 9999.00000, 9999.00000, 9999.00000,    1.03373,    9.48001,   11.02060,   19.66563,   20.94076,   18.48102 
Ruprecht_147             , 1747095994958499149A,    0.60310,    3.59300,    4.67300,    1.03373,    9.48001,   11.02060,   19.79914,   21.02168,   18.63893 
Ruprecht_147             , 1747095994958499149B,    0.37700,    3.56100,    4.88200,    1.03373,    9.48001,   11.02060,   22.00725,   23.80015,   20.65233 
Ruprecht_147             , 1747095994824281429 ,    0.89352,    3.73300,    4.55800,    0.84615,    9.48001,   11.02060,   17.16049,   17.75161,   16.39413 
Ruprecht_147             , 1747095994958499171*, 9999.00000, 9999.00000, 9999.00000,    0.94638,    9.48001,   11.02060,   19.15889,   20.22290,   18.07363 
Ruprecht_147             , 1747095994958499171A,    0.69364,    3.64410,    4.64500,    0.94638,    9.48001,   11.02060,   19.19587,   20.23879,   18.12319 
Ruprecht_147             , 1747095994958499171B,    0.30000,    3.52700,    4.24300,    0.94638,    9.48001,   11.02060,   22.84688,   24.81756,   21.44993 
