#ClusterName              ,#ID                 ,       Mass,    LogTeff,       Logg,         Av,    Log age,    DistMod,          G,         Bp,         Rp
ASCC_21                  , 1891097903137746448 ,    0.89707,    3.63660,    4.29400,    0.81596,    6.94988,   11.02060,   17.81524,   18.77202,   16.79049 
ASCC_21                  , 1891097903271964178*, 9999.00000, 9999.00000, 9999.00000,    0.73216,    6.94988,   11.02060,   15.23841,   15.76774,   14.52227 
ASCC_21                  , 1891097903271964178A,    1.42923,    3.74670,    4.15900,    0.73216,    6.94988,   11.02060,   15.27197,   15.78170,   14.57815 
ASCC_21                  , 1891097903271964178B,    0.62700,    3.59500,    4.42300,    0.73216,    6.94988,   11.02060,   19.02994,   20.50200,   17.77126 
ASCC_21                  , 1891097903137746452 ,    0.29115,    3.48060,    4.06900,    0.76000,    6.94988,   11.02060,   20.79657,   22.85970,   19.38034 
ASCC_21                  , 1891097903137746453 ,    1.37569,    3.73280,    4.20000,    0.66996,    6.94988,   11.02060,   15.68691,   16.23437,   14.95866 
ASCC_21                  , 1891097903271964183*, 9999.00000, 9999.00000, 9999.00000,    0.67628,    6.94988,   11.02060,   19.41381,   21.10373,   18.08512 
ASCC_21                  , 1891097903271964183A,    0.50090,    3.52510,    4.13900,    0.67628,    6.94988,   11.02060,   19.50290,   21.13859,   18.19147 
ASCC_21                  , 1891097903271964183B,    0.07300,    3.20400,    5.36000,    0.67628,    6.94988,   11.02060,   22.17281,   24.85444,   20.66035 
ASCC_21                  , 1891097903271964186*, 9999.00000, 9999.00000, 9999.00000,    0.87129,    6.94988,   11.02060,   20.01222,   21.99016,   18.61287 
ASCC_21                  , 1891097903271964186A,    0.39476,    3.50460,    4.10400,    0.87129,    6.94988,   11.02060,   20.25005,   22.14282,   18.87068 
ASCC_21                  , 1891097903271964186B,    0.20800,    3.51500,    4.29400,    0.87129,    6.94988,   11.02060,   21.77757,   24.19555,   20.30029 
ASCC_21                  , 1891097903271964192*, 9999.00000, 9999.00000, 9999.00000,    0.81650,    6.94988,   11.02060,   12.64316,   12.72236,   12.46793 
ASCC_21                  , 1891097903271964192A,    2.93950,    4.09660,    4.35700,    0.81650,    6.94988,   11.02060,   12.64424,   12.72258,   12.47120 
ASCC_21                  , 1891097903271964192B,    0.38200,    3.54500,    4.73000,    0.81650,    6.94988,   11.02060,   20.14522,   22.00035,   18.77479 
ASCC_21                  , 1891097903137746466 ,    0.33626,    3.49210,    4.08600,    0.71363,    6.94988,   11.02060,   20.34585,   22.24901,   18.96405 
ASCC_21                  , 1891097903271964196*, 9999.00000, 9999.00000, 9999.00000,    0.71574,    6.94988,   11.02060,   17.72828,   18.75793,   16.65790 
ASCC_21                  , 1891097903271964196A,    0.82228,    3.62610,    4.29500,    0.71574,    6.94988,   11.02060,   17.85855,   18.81838,   16.83203 
