#ClusterName              ,#ID                 ,       Mass,    LogTeff,       Logg,         Av,    Log age,    DistMod,          G,       sigG,         Bp,     sigBp,         Rp,      sigRp
Alessi_21                , 1882531157074151396 ,    0.44454,    3.52320,    4.64500,    0.95790,    7.82020,   10.73064,   21.04568,    0.00833,   23.41712,    0.51399,   19.67449,    0.05436 
Alessi_21                , 1882531157074151397 ,    1.71899,    3.91880,    4.33300,    0.83368,    7.82020,   10.73064,   13.76677,    0.00055,   13.96160,    0.00061,   13.42489,    0.00064 
Alessi_21                , 1882531157074151398 ,    0.71420,    3.66640,    4.61800,    1.09251,    7.82020,   10.73064,   18.21327,    0.00112,   19.06417,    0.01658,   17.26958,    0.00622 
Alessi_21                , 1882531157074151399 ,    1.07906,    3.77630,    4.50100,    0.89557,    7.82020,   10.73064,   16.11579,    0.00062,   16.61400,    0.00218,   15.43469,    0.00157 
Alessi_21                , 1882531157208369129*, 9999.00000, 9999.00000, 9999.00000,    0.91220,    7.82020,   10.73064,   20.09035,    0.00316,   21.93654,    0.16507,   18.76299,    0.02476 
Alessi_21                , 1882531157208369132*, 9999.00000, 9999.00000, 9999.00000,    0.85530,    7.82020,   10.73064,   17.41078,    0.00068,   18.10060,    0.00733,   16.56440,    0.00347 
Alessi_21                , 1882531157208369135*, 9999.00000, 9999.00000, 9999.00000,    0.93211,    7.82020,   10.73064,   19.98901,    0.00291,   21.42013,    0.15766,   18.69985,    0.02208 
Alessi_21                , 1882531157074151409 ,    0.44251,    3.52280,    4.64500,    0.81770,    7.82020,   10.73064,   20.94540,    0.00761,   22.57464,    0.44671,   19.57182,    0.04988 
Alessi_21                , 1882531157208369139A,    1.87335,    3.95080,    4.34100,    0.69794,    7.82020,   10.73064,   13.35814,    0.00054,   13.48448,    0.00055,   13.11186,    0.00059 
Alessi_21                , 1882531157208369139B,    0.83300,    3.66900,    4.60200,    0.69794,    7.82020,   10.73064,   17.47025,    0.00084,   18.11988,    0.00728,   16.65257,    0.00379 
Alessi_21                , 1882531157208369142*, 9999.00000, 9999.00000, 9999.00000,    0.90100,    7.82020,   10.73064,   16.23074,    0.00053,   16.78815,    0.00250,   15.48731,    0.00162 
Alessi_21                , 1882531157074151416 ,    0.69249,    3.65400,    4.60000,    0.83601,    7.82020,   10.73064,   18.22659,    0.00113,   19.03403,    0.01693,   17.27389,    0.00625 
Alessi_21                , 1882531157208369146*, 9999.00000, 9999.00000, 9999.00000,    0.92706,    7.82020,   10.73064,   13.77745,    0.00046,   13.98078,    0.00061,   13.42708,    0.00064 
Alessi_21                , 1882531157074151420 ,    0.99641,    3.75720,    4.55200,    0.88072,    7.82020,   10.73064,   16.59127,    0.00067,   17.13868,    0.00324,   15.86223,    0.00209 
Alessi_21                , 1882531157074151421 ,    5.79407,    4.19440,    3.64200,    0.94256,    7.82020,   10.73064,    9.47467,    0.00054,    9.55289,    0.00046,    9.30313,    0.00047 
