#ClusterName              ,#ID                 ,       Mass,    LogTeff,       Logg,         Av,    Log age,    DistMod,          G,       sigG,         Bp,     sigBp,         Rp,      sigRp
ASCC_21                  , 1891097903137577799 ,    0.89707,    3.63660,    4.29400,    0.05606,    6.94988,    5.00000,   11.20638,    0.00054,   11.97285,    0.00047,   10.30411,    0.00046 
ASCC_21                  , 1891097903271795529*, 9999.00000, 9999.00000, 9999.00000,    0.05031,    6.94988,    5.00000,    8.64166,    0.00045,    9.01912,    0.00046,    8.07704,    0.00046 
ASCC_21                  , 1891097903137577803 ,    0.29115,    3.48060,    4.06900,    0.05222,    6.94988,    5.00000,   14.31561,    0.00055,   16.15926,    0.00160,   12.94919,    0.00057 
ASCC_21                  , 1891097903137577804 ,    1.37569,    3.73280,    4.20000,    0.04603,    6.94988,    5.00000,    9.14211,    0.00054,    9.55007,    0.00046,    8.54793,    0.00046 
ASCC_21                  , 1891097903271795534*, 9999.00000, 9999.00000, 9999.00000,    0.04647,    6.94988,    5.00000,   12.96425,    0.00045,   14.46712,    0.00070,   11.69229,    0.00049 
ASCC_21                  , 1891097903271795537A,    0.39476,    3.50460,    4.10400,    0.05987,    6.94988,    5.00000,   13.68911,    0.00055,   15.33415,    0.00100,   12.37494,    0.00052 
ASCC_21                  , 1891097903271795537B,    0.20800,    3.51500,    4.29400,    0.05987,    6.94988,    5.00000,   15.24878,    0.00058,   17.38994,    0.00398,   13.81618,    0.00071 
ASCC_21                  , 1891097903271795540*, 9999.00000, 9999.00000, 9999.00000,    0.05510,    6.94988,    5.00000,   14.99593,    0.00047,   17.27019,    0.00347,   13.53960,    0.00066 
ASCC_21                  , 1891097903137577814 ,    0.19481,    3.45040,    4.03200,    0.05876,    6.94988,    5.00000,   15.09023,    0.00057,   17.18165,    0.00336,   13.66729,    0.00068 
ASCC_21                  , 1891097903271795544A,    2.93950,    4.09660,    4.35700,    0.05610,    6.94988,    5.00000,    5.90259,    0.00054,    5.84171,    0.00046,    5.96547,    0.00047 
ASCC_21                  , 1891097903271795544B,    0.38200,    3.54500,    4.73000,    0.05610,    6.94988,    5.00000,   13.61603,    0.00055,   15.24171,    0.00096,   12.30659,    0.00052 
ASCC_21                  , 1891097903137577818 ,    0.33626,    3.49210,    4.08600,    0.04903,    6.94988,    5.00000,   13.88386,    0.00055,   15.58330,    0.00114,   12.55471,    0.00053 
ASCC_21                  , 1891097903137577819 ,    0.10804,    3.40870,    3.98300,    0.05284,    6.94988,    5.00000,   16.28733,    0.00064,   18.80280,    0.01328,   14.79695,    0.00108 
ASCC_21                  , 1891097903137577820 ,    0.13926,    3.42500,    4.00300,    0.04308,    6.94988,    5.00000,   16.14691,    0.00063,   18.62460,    0.01113,   14.66128,    0.00101 
ASCC_21                  , 1891097903137577821 ,    0.14093,    3.42590,    4.00400,    0.05022,    6.94988,    5.00000,   16.07548,    0.00062,   18.50243,    0.01025,   14.59427,    0.00098 
ASCC_21                  , 1891097903271795551*, 9999.00000, 9999.00000, 9999.00000,    0.04918,    6.94988,    5.00000,   11.20104,    0.00045,   12.05685,    0.00048,   10.23148,    0.00046 
