#ClusterName              ,#ID                 ,       Mass,    LogTeff,       Logg,         Av,    Log age,    DistMod,          G,         Bp,         Rp
UPK_53                   , 2243063188780220417 ,    0.10327,    3.39980,    5.10200,    0.04258,    8.65992,    3.49485,   17.77627,   20.67253,   16.23958 
UPK_53                   , 2243063188780220418 ,    0.27050,    3.49620,    4.97600,    0.03821,    8.65992,    3.49485,   14.85428,   16.57391,   13.51883 
UPK_53                   , 2243063188780220419 ,    0.14820,    3.44880,    5.06100,    0.04220,    8.65992,    3.49485,   16.58916,   18.94275,   15.12164 
UPK_53                   , 2243063188780220420 ,    0.23402,    3.48670,    5.00100,    0.04072,    8.65992,    3.49485,   15.62479,   17.59492,   14.22797 
UPK_53                   , 2243063188780220421 ,    1.15668,    3.79550,    4.43100,    0.03706,    8.65992,    3.49485,    7.63568,    7.90148,    7.20343 
UPK_53                   , 2243063188914438151*, 9999.00000, 9999.00000, 9999.00000,    0.04856,    8.65992,    3.49485,    6.53851,    6.71018,    6.22817 
UPK_53                   , 2243063188914438151A,    1.41071,    3.84340,    4.29100,    0.04856,    8.65992,    3.49485,    6.54038,    6.71078,    6.23254 
UPK_53                   , 2243063188914438151B,    0.43400,    3.56200,    4.82500,    0.04856,    8.65992,    3.49485,   13.45117,   14.85177,   12.21828 
UPK_53                   , 2243063188780220425 ,    0.13196,    3.43610,    5.07700,    0.04396,    8.65992,    3.49485,   17.20013,   19.83227,   15.69375 
UPK_53                   , 2243063188780220426 ,    0.21469,    3.48010,    5.01300,    0.04591,    8.65992,    3.49485,   15.36617,   17.24623,   13.98978 
UPK_53                   , 2243063188914438156*, 9999.00000, 9999.00000, 9999.00000,    0.03125,    8.65992,    3.49485,    9.15932,    9.61123,    8.51659 
UPK_53                   , 2243063188914438156A,    0.87334,    3.72090,    4.60500,    0.03125,    8.65992,    3.49485,    9.19517,    9.62779,    8.57634 
UPK_53                   , 2243063188914438156B,    0.45800,    3.57100,    4.81100,    0.03125,    8.65992,    3.49485,   12.88036,   14.16143,   11.69484 
UPK_53                   , 2243063188914438159*, 9999.00000, 9999.00000, 9999.00000,    0.04185,    8.65992,    3.49485,   16.36060,   18.95432,   14.85821 
UPK_53                   , 2243063188914438159A,    0.12064,    3.42560,    5.09100,    0.04185,    8.65992,    3.49485,   16.82552,   19.28342,   15.34245 
