#ClusterName              ,#ID                 ,       Mass,    LogTeff,       Logg,         Av,    Log age,    DistMod,          G,       sigG,         Bp,     sigBp,         Rp,      sigRp
Alessi_21                , 1882531157074118225 ,    0.44454,    3.52320,    4.64500,    0.79161,    7.82020,   10.00000,   20.20894,    0.00414,   21.77557,    0.22628,   18.86411,    0.02563 
Alessi_21                , 1882531157074118226 ,    0.34667,    3.50420,    4.65600,    0.78449,    7.82020,   10.00000,   20.62035,    0.00583,   22.48948,    0.36992,   19.31262,    0.03649 
Alessi_21                , 1882531157074118227 ,    1.71899,    3.91880,    4.33300,    0.68896,    7.82020,   10.00000,   12.90464,    0.00054,   13.07222,    0.00052,   12.60212,    0.00054 
Alessi_21                , 1882531157074118228 ,    0.71420,    3.66640,    4.61800,    0.90285,    7.82020,   10.00000,   17.33467,    0.00080,   18.14499,    0.00736,   16.40247,    0.00313 
Alessi_21                , 1882531157074118229 ,    1.07906,    3.77630,    4.50100,    0.74010,    7.82020,   10.00000,   15.25470,    0.00058,   15.72065,    0.00122,   14.60677,    0.00099 
Alessi_21                , 1882531157208335959*, 9999.00000, 9999.00000, 9999.00000,    0.75384,    7.82020,   10.00000,   19.25456,    0.00171,   20.81754,    0.07349,   17.95192,    0.01190 
Alessi_21                , 1882531157208335962*, 9999.00000, 9999.00000, 9999.00000,    0.70682,    7.82020,   10.00000,   16.56057,    0.00056,   17.20638,    0.00352,   15.74517,    0.00189 
Alessi_21                , 1882531157208335965*, 9999.00000, 9999.00000, 9999.00000,    0.77030,    7.82020,   10.00000,   19.13745,    0.00159,   20.60780,    0.06982,   17.85772,    0.01060 
Alessi_21                , 1882531157074118239 ,    0.44251,    3.52280,    4.64500,    0.67575,    7.82020,   10.00000,   20.11301,    0.00385,   21.83965,    0.20097,   18.75391,    0.02384 
Alessi_21                , 1882531157074118240 ,    0.28361,    3.49150,    4.65100,    0.77147,    7.82020,   10.00000,   21.17525,    0.00926,   24.80855,    0.71410,   19.78854,    0.05784 
Alessi_21                , 1882531157208335970A,    1.87335,    3.95080,    4.34100,    0.57678,    7.82020,   10.00000,   12.51558,    0.00054,   12.61817,    0.00049,   12.30364,    0.00052 
Alessi_21                , 1882531157208335970B,    0.83300,    3.66900,    4.60200,    0.57678,    7.82020,   10.00000,   16.64132,    0.00068,   17.26826,    0.00358,   15.85040,    0.00207 
Alessi_21                , 1882531157208335973*, 9999.00000, 9999.00000, 9999.00000,    0.74459,    7.82020,   10.00000,   15.37007,    0.00048,   15.89498,    0.00137,   14.65689,    0.00101 
Alessi_21                , 1882531157074118247 ,    0.69249,    3.65400,    4.60000,    0.69088,    7.82020,   10.00000,   17.38260,    0.00081,   18.20516,    0.00781,   16.44149,    0.00321 
Alessi_21                , 1882531157208335977*, 9999.00000, 9999.00000, 9999.00000,    0.76613,    7.82020,   10.00000,   12.90213,    0.00045,   13.07152,    0.00052,   12.59305,    0.00054 
Alessi_21                , 1882531157074118251 ,    0.99641,    3.75720,    4.55200,    0.72782,    7.82020,   10.00000,   15.73356,    0.00060,   16.24835,    0.00170,   15.03422,    0.00123 
Alessi_21                , 1882531157074118252 ,    0.38506,    3.51150,    4.65500,    0.68814,    7.82020,   10.00000,   20.38888,    0.00481,   22.50525,    0.27850,   19.03805,    0.03006 
Alessi_21                , 1882531157074118253 ,    5.79407,    4.19440,    3.64200,    0.77893,    7.82020,   10.00000,    8.59123,    0.00054,    8.63898,    0.00046,    8.46868,    0.00047 
Alessi_21                , 1882531157208335986*, 9999.00000, 9999.00000, 9999.00000,    0.57782,    7.82020,   10.00000,   19.90286,    0.00272,   21.38351,    0.17498,   18.52642,    0.01939 
Alessi_21                , 1882531157208335989*, 9999.00000, 9999.00000, 9999.00000,    0.74316,    7.82020,   10.00000,   21.34464,    0.00897,   23.34002,    0.81546,   19.84869,    0.06810 
Alessi_21                , 1882531157074118263 ,    1.11392,    3.78440,    4.47800,    0.56576,    7.82020,   10.00000,   14.82750,    0.00056,   15.22328,    0.00095,   14.24564,    0.00084 
Alessi_21                , 1882531157074118264 ,    0.46359,    3.52770,    4.63800,    0.63775,    7.82020,   10.00000,   19.78435,    0.00299,   21.31837,    0.13614,   18.47879,    0.01815 
Alessi_21                , 1882531157208335994*, 9999.00000, 9999.00000, 9999.00000,    0.66544,    7.82020,   10.00000,   15.88504,    0.00051,   16.42064,    0.00192,   15.16622,    0.00132 
Alessi_21                , 1882531157074118268 ,    1.05572,    3.77120,    4.51700,    0.79323,    7.82020,   10.00000,   15.18421,    0.00057,   15.64829,    0.00118,   14.53742,    0.00095 
Alessi_21                , 1882531157074118269 ,    1.00654,    3.75970,    4.54600,    0.71621,    7.82020,   10.00000,   15.37033,    0.00058,   15.84056,    0.00132,   14.71169,    0.00104 
Alessi_21                , 1882531157074118270 ,    0.42805,    3.51990,    4.64800,    0.71082,    7.82020,   10.00000,   20.04151,    0.00365,   21.85387,    0.18642,   18.75709,    0.02251 
Alessi_21                , 1882531157208336000*, 9999.00000, 9999.00000, 9999.00000,    0.76242,    7.82020,   10.00000,   20.14324,    0.00329,   21.93068,    0.22288,   18.77138,    0.02400 
Alessi_21                , 1882531157074118274 ,    0.42225,    3.51870,    4.65000,    0.59572,    7.82020,   10.00000,   19.92533,    0.00334,   21.44438,    0.16112,   18.62097,    0.02054 
Alessi_21                , 1882531157074118275 ,    0.73198,    3.67540,    4.63700,    0.66207,    7.82020,   10.00000,   17.25159,    0.00078,   18.03237,    0.00673,   16.33543,    0.00297 
Alessi_21                , 1882531157074118276 ,    0.29492,    3.49410,    4.65300,    0.79603,    7.82020,   10.00000,   21.29417,    0.01016,   24.92711,    0.81616,   19.85295,    0.06324 
Alessi_21                , 1882531157208336006*, 9999.00000, 9999.00000, 9999.00000,    0.81497,    7.82020,   10.00000,   20.45362,    0.00424,   22.80072,    0.28567,   19.03274,    0.03231 
Alessi_21                , 1882531157074118280 ,    1.19206,    3.80120,    4.42600,    0.66042,    7.82020,   10.00000,   14.76050,    0.00056,   15.16262,    0.00092,   14.17269,    0.00081 
Alessi_21                , 1882531157208336010*, 9999.00000, 9999.00000, 9999.00000,    0.56962,    7.82020,   10.00000,   12.07989,    0.00045,   12.14470,    0.00048,   11.92677,    0.00050 
Alessi_21                , 1882531157074118284 ,    0.28189,    3.49110,    4.65100,    0.69173,    7.82020,   10.00000,   21.09284,    0.00876,   23.13836,    0.65415,   19.69599,    0.05481 
Alessi_21                , 1882531157074118285 ,    0.49853,    3.53520,    4.62900,    0.64158,    7.82020,   10.00000,   19.67519,    0.00276,   21.11878,    0.12023,   18.35354,    0.01663 
Alessi_21                , 1882531157208336015*, 9999.00000, 9999.00000, 9999.00000,    0.55155,    7.82020,   10.00000,   16.61318,    0.00056,   17.24161,    0.00368,   15.81207,    0.00196 
Alessi_21                , 1882531157208336018A,    0.93620,    3.74040,    4.58500,    0.64389,    7.82020,   10.00000,   15.90337,    0.00061,   16.42950,    0.00192,   15.19355,    0.00135 
Alessi_21                , 1882531157208336018B,    0.65000,    3.62600,    4.66900,    0.64389,    7.82020,   10.00000,   17.87772,    0.00097,   18.88842,    0.01401,   16.83130,    0.00436 
Alessi_21                , 1882531157074118292 ,    4.55562,    4.19290,    4.09000,    0.77855,    7.82020,   10.00000,    9.98800,    0.00054,   10.03406,    0.00046,    9.86581,    0.00047 
Alessi_21                , 1882531157208336022A,    0.54608,    3.54890,    4.61600,    0.70817,    7.82020,   10.00000,   19.42518,    0.00230,   20.86643,    0.09024,   18.14506,    0.01352 
Alessi_21                , 1882531157208336022B,    0.25700,    3.53100,    4.90000,    0.70817,    7.82020,   10.00000,   20.90373,    0.00745,   21.92534,    0.51873,   19.51433,    0.04673 
Alessi_21                , 1882531157208336025*, 9999.00000, 9999.00000, 9999.00000,    0.62482,    7.82020,   10.00000,   19.75997,    0.00245,   21.38424,    0.14500,   18.41062,    0.01737 
Alessi_21                , 1882531157208336028*, 9999.00000, 9999.00000, 9999.00000,    0.84895,    7.82020,   10.00000,   20.51531,    0.00443,   22.82615,    0.31832,   19.08408,    0.03339 
Alessi_21                , 1882531157074118302 ,    3.06469,    4.09710,    4.27500,    0.65082,    7.82020,   10.00000,   11.19014,    0.00054,   11.23739,    0.00046,   11.06812,    0.00047 
Alessi_21                , 1882531157208336032*, 9999.00000, 9999.00000, 9999.00000,    0.77899,    7.82020,   10.00000,   12.50369,    0.00045,   12.62463,    0.00049,   12.26546,    0.00051 
Alessi_21                , 1882531157208336035*, 9999.00000, 9999.00000, 9999.00000,    0.59561,    7.82020,   10.00000,   17.33969,    0.00067,   18.21167,    0.00839,   16.37528,    0.00292 
Alessi_21                , 1882531157208336038*, 9999.00000, 9999.00000, 9999.00000,    0.88662,    7.82020,   10.00000,   17.25447,    0.00065,   18.08482,    0.00756,   16.31437,    0.00278 
