#ClusterName              ,#ID                 ,       Mass,    LogTeff,       Logg,         Av,    Log age,    DistMod,          G,         Bp,         Rp
Alessi_21                , 1882531157074057378 ,    0.44454,    3.52320,    4.64500,    0.26742,    7.82020,    8.01030,   17.85818,   19.42979,   16.56643 
Alessi_21                , 1882531157074057379 ,    0.14331,    3.44360,    4.61600,    0.23996,    7.82020,    8.01030,   20.06143,   22.37182,   18.60075 
Alessi_21                , 1882531157074057380 ,    0.34667,    3.50420,    4.65600,    0.26502,    7.82020,    8.01030,   18.28682,   19.97151,   16.96113 
Alessi_21                , 1882531157074057381 ,    0.27242,    3.48890,    4.64900,    0.25574,    7.82020,    8.01030,   18.75085,   20.57237,   17.38870 
Alessi_21                , 1882531157074057382 ,    1.71899,    3.91880,    4.33300,    0.23274,    7.82020,    8.01030,   10.49633,   10.57457,   10.32344 
Alessi_21                , 1882531157074057383 ,    0.71420,    3.66640,    4.61800,    0.30500,    7.82020,    8.01030,   14.86994,   15.52573,   14.05034 
Alessi_21                , 1882531157074057384 ,    0.15953,    3.45190,    4.62300,    0.20970,    7.82020,    8.01030,   20.32800,   22.74393,   18.85103 
Alessi_21                , 1882531157074057385 ,    1.07906,    3.77630,    4.50100,    0.25002,    7.82020,    8.01030,   12.84717,   13.20301,   12.30977 
Alessi_21                , 1882531157208275115*, 9999.00000, 9999.00000, 9999.00000,    0.25466,    7.82020,    8.01030,   16.92564,   18.44961,   15.64931 
Alessi_21                , 1882531157208275115A,    0.41974,    3.51820,    4.65000,    0.25466,    7.82020,    8.01030,   17.69030,   19.21737,   16.41295 
Alessi_21                , 1882531157208275115B,    0.41600,    3.56100,    4.84400,    0.25466,    7.82020,    8.01030,   17.66626,   19.18721,   16.39093 
Alessi_21                , 1882531157208275118*, 9999.00000, 9999.00000, 9999.00000,    0.23878,    7.82020,    8.01030,   14.18755,   14.72077,   13.46859 
