#ClusterName              ,#ID                 ,       Mass,    LogTeff,       Logg,         Av,    Log age,    DistMod,          G,         Bp,         Rp
Alessi_21                , 1882531157073985537 ,    0.44454,    3.52320,    4.64500,    0.01707,    7.82020,    3.49485,   13.17022,   14.66874,   11.90243 
Alessi_21                , 1882531157073985538 ,    0.14331,    3.44360,    4.61600,    0.01532,    7.82020,    3.49485,   15.40520,   17.64156,   13.95684 
Alessi_21                , 1882531157073985539 ,    0.34667,    3.50420,    4.65600,    0.01692,    7.82020,    3.49485,   13.60320,   15.21393,   12.29929 
Alessi_21                , 1882531157073985540 ,    0.27242,    3.48890,    4.64900,    0.01633,    7.82020,    3.49485,   14.07619,   15.82459,   12.73293 
Alessi_21                , 1882531157073985541 ,    1.71899,    3.91880,    4.33300,    0.01486,    7.82020,    3.49485,    5.77710,    5.81449,    5.66929 
Alessi_21                , 1882531157073985542 ,    0.71420,    3.66640,    4.61800,    0.01947,    7.82020,    3.49485,   10.12235,   10.71126,    9.35788 
Alessi_21                , 1882531157073985543 ,    0.15953,    3.45190,    4.62300,    0.01339,    7.82020,    3.49485,   15.69094,   18.04117,   14.22394 
Alessi_21                , 1882531157073985544 ,    1.07906,    3.77630,    4.50100,    0.01596,    7.82020,    3.49485,    8.12813,    8.43444,    7.64721 
Alessi_21                , 1882531157208203274*, 9999.00000, 9999.00000, 9999.00000,    0.01626,    7.82020,    3.49485,   12.24477,   13.69975,   10.99209 
Alessi_21                , 1882531157208203274A,    0.41974,    3.51820,    4.65000,    0.01626,    7.82020,    3.49485,   13.00951,   14.46755,   11.75575 
Alessi_21                , 1882531157208203274B,    0.41600,    3.56100,    4.84400,    0.01626,    7.82020,    3.49485,   12.98531,   14.43731,   11.73369 
Alessi_21                , 1882531157208203277*, 9999.00000, 9999.00000, 9999.00000,    0.01525,    7.82020,    3.49485,    9.48577,    9.96822,    8.81398 
Alessi_21                , 1882531157208203277A,    0.80685,    3.70060,    4.64000,    0.01525,    7.82020,    3.49485,    9.50584,    9.97489,    8.85078 
Alessi_21                , 1882531157208203277B,    0.33000,    3.53500,    4.51700,    0.01525,    7.82020,    3.49485,   13.82888,   15.49967,   12.50716 
Alessi_21                , 1882531157073985551 ,    0.19888,    3.46820,    4.63500,    0.01436,    7.82020,    3.49485,   14.82316,   16.83152,   13.41815 
Alessi_21                , 1882531157208203281*, 9999.00000, 9999.00000, 9999.00000,    0.01661,    7.82020,    3.49485,   12.11055,   13.42588,   10.90919 
Alessi_21                , 1882531157208203281A,    0.52170,    3.54150,    4.62300,    0.01661,    7.82020,    3.49485,   12.24569,   13.50484,   11.06947 
Alessi_21                , 1882531157208203281B,    0.21700,    3.54100,    4.96000,    0.01661,    7.82020,    3.49485,   14.43975,   16.31087,   13.06549 
Alessi_21                , 1882531157073985555 ,    0.22768,    3.47690,    4.64200,    0.01385,    7.82020,    3.49485,   14.54932,   16.45883,   13.16606 
Alessi_21                , 1882531157073985556 ,    0.16675,    3.45490,    4.62500,    0.01590,    7.82020,    3.49485,   14.93559,   16.98717,   13.52168 
