#ClusterName              ,#ID                 ,       Mass,    LogTeff,       Logg,         Av,    Log age,    DistMod,          G,       sigG,         Bp,     sigBp,         Rp,      sigRp
Ruprecht_147             , 1747095994958486331*, 9999.00000, 9999.00000, 9999.00000,    0.93843,    9.48001,   10.73064,   20.53021,    0.00451,   22.24222,    0.21057,   19.24030,    0.03912 
Ruprecht_147             , 1747095994958486334*, 9999.00000, 9999.00000, 9999.00000,    0.87989,    9.48001,   10.73064,   17.34739,    0.00067,   18.02934,    0.00682,   16.50781,    0.00335 
Ruprecht_147             , 1747095994824268611 ,    0.62531,    3.60540,    4.66500,    0.95529,    9.48001,   10.73064,   19.16387,    0.00194,   20.27501,    0.05033,   18.06792,    0.01245 
Ruprecht_147             , 1747095994824268615 ,    0.88964,    3.73160,    4.56000,    0.93990,    9.48001,   10.73064,   16.92043,    0.00072,   17.53115,    0.00443,   16.13655,    0.00255 
Ruprecht_147             , 1747095994824268616 ,    0.69798,    3.64660,    4.64400,    1.10600,    9.48001,   10.73064,   19.06781,    0.00181,   20.13262,    0.04498,   17.94958,    0.01149 
Ruprecht_147             , 1747095994958486349*, 9999.00000, 9999.00000, 9999.00000,    0.88375,    9.48001,   10.73064,   21.97895,    0.01559,   25.05730,    1.32356,   20.59213,    0.12316 
Ruprecht_147             , 1747095994958486352*, 9999.00000, 9999.00000, 9999.00000,    0.67153,    9.48001,   10.73064,   21.67573,    0.01213,   23.89461,    0.92838,   20.28042,    0.09732 
Ruprecht_147             , 1747095994958486355*, 9999.00000, 9999.00000, 9999.00000,    1.04509,    9.48001,   10.73064,   15.31850,    0.00048,   15.84393,    0.00132,   14.61003,    0.00098 
Ruprecht_147             , 1747095994824268632 ,    1.11358,    3.79070,    4.35200,    1.00208,    9.48001,   10.73064,   15.65049,    0.00059,   16.13740,    0.00158,   14.97894,    0.00120 
Ruprecht_147             , 1747095994958486362*, 9999.00000, 9999.00000, 9999.00000,    1.01287,    9.48001,   10.73064,   19.36509,    0.00184,   20.63658,    0.06795,   18.18930,    0.01394 
Ruprecht_147             , 1747095994824268642 ,    0.89352,    3.73300,    4.55800,    0.82907,    9.48001,   10.73064,   16.85762,    0.00071,   17.44321,    0.00413,   16.08943,    0.00247 
Ruprecht_147             , 1747095994824268646 ,    0.46539,    3.53900,    4.79000,    0.84280,    9.48001,   10.73064,   20.59718,    0.00574,   22.16787,    0.26725,   19.33514,    0.03916 
Ruprecht_147             , 1747095994958486376*, 9999.00000, 9999.00000, 9999.00000,    0.97138,    9.48001,   10.73064,   21.93830,    0.01530,   25.89190,    1.34489,   20.65955,    0.11988 
Ruprecht_147             , 1747095994958486385*, 9999.00000, 9999.00000, 9999.00000,    0.92728,    9.48001,   10.73064,   18.85582,    0.00132,   19.92218,    0.03504,   17.76350,    0.00981 
Ruprecht_147             , 1747095994958486388*, 9999.00000, 9999.00000, 9999.00000,    0.77129,    9.48001,   10.73064,   13.88905,    0.00046,   14.31379,    0.00067,   13.27939,    0.00061 
Ruprecht_147             , 1747095994824268662 ,    0.55145,    3.56870,    4.70700,    0.89374,    9.48001,   10.73064,   19.50507,    0.00244,   20.80685,    0.07425,   18.31101,    0.01610 
Ruprecht_147             , 1747095994958486392*, 9999.00000, 9999.00000, 9999.00000,    0.83883,    9.48001,   10.73064,   16.43608,    0.00054,   16.97210,    0.00283,   15.71824,    0.00190 
Ruprecht_147             , 1747095994824268666 ,    0.65303,    3.62070,    4.65400,    0.88454,    9.48001,   10.73064,   18.95362,    0.00169,   19.96453,    0.03904,   17.89881,    0.01061 
Ruprecht_147             , 1747095994958486396*, 9999.00000, 9999.00000, 9999.00000,    0.93444,    9.48001,   10.73064,   19.95977,    0.00285,   21.59957,    0.13404,   18.67027,    0.02263 
Ruprecht_147             , 1747095994824268673 ,    0.65486,    3.62180,    4.65400,    0.98623,    9.48001,   10.73064,   18.54665,    0.00133,   19.49368,    0.02417,   17.53945,    0.00788 
Ruprecht_147             , 1747095994958486403*, 9999.00000, 9999.00000, 9999.00000,    0.74379,    9.48001,   10.73064,   14.76024,    0.00047,   15.17071,    0.00093,   14.16470,    0.00081 
Ruprecht_147             , 1747095994824268677 ,    1.30170,    3.80100,    4.09500,    1.00155,    9.48001,   10.73064,   14.62258,    0.00056,   15.08706,    0.00089,   13.97329,    0.00075 
Ruprecht_147             , 1747095994958486407*, 9999.00000, 9999.00000, 9999.00000,    0.92317,    9.48001,   10.73064,   20.04072,    0.00303,   21.57792,    0.16619,   18.81092,    0.02313 
Ruprecht_147             , 1747095994824268687 ,    1.05106,    3.77780,    4.42300,    0.81891,    9.48001,   10.73064,   15.81391,    0.00060,   16.28556,    0.00174,   15.15704,    0.00132 
Ruprecht_147             , 1747095994958486417*, 9999.00000, 9999.00000, 9999.00000,    0.82547,    9.48001,   10.73064,   13.89467,    0.00046,   14.33849,    0.00067,   13.26338,    0.00061 
Ruprecht_147             , 1747095994958486423*, 9999.00000, 9999.00000, 9999.00000,    0.78562,    9.48001,   10.73064,   21.21805,    0.00794,   22.28106,    0.51900,   19.73364,    0.06498 
Ruprecht_147             , 1747095994958486426*, 9999.00000, 9999.00000, 9999.00000,    1.00008,    9.48001,   10.73064,   18.47560,    0.00107,   19.48629,    0.02367,   17.43023,    0.00725 
Ruprecht_147             , 1747095994958486429*, 9999.00000, 9999.00000, 9999.00000,    0.88678,    9.48001,   10.73064,   17.39401,    0.00068,   18.20509,    0.00763,   16.46931,    0.00331 
