#ClusterName              ,#ID                 ,       Mass,    LogTeff,       Logg,         Av,    Log age,    DistMod,          G,       sigG,         Bp,     sigBp,         Rp,      sigRp
UPK_53                   , 2243063188780308763 ,    0.27050,    3.49620,    4.97600,    0.91597,    8.65992,    8.89076,   20.83453,    0.00693,   22.81169,    0.51213,   19.43774,    0.04265 
UPK_53                   , 2243063188780308764 ,    1.15668,    3.79550,    4.43100,    0.88844,    8.65992,    8.89076,   13.76797,    0.00055,   14.21659,    0.00065,   13.13419,    0.00059 
UPK_53                   , 2243063188914526494*, 9999.00000, 9999.00000, 9999.00000,    1.16426,    8.65992,    8.89076,   12.91601,    0.00045,   13.31934,    0.00054,   12.32618,    0.00052 
UPK_53                   , 2243063188914526497A,    0.87334,    3.72090,    4.60500,    0.74919,    8.65992,    8.89076,   15.18959,    0.00057,   15.78289,    0.00127,   14.41995,    0.00090 
UPK_53                   , 2243063188914526497B,    0.45800,    3.57100,    4.81100,    0.74919,    8.65992,    8.89076,   18.78195,    0.00152,   20.27704,    0.04930,   17.52247,    0.00779 
UPK_53                   , 2243063188914526503*, 9999.00000, 9999.00000, 9999.00000,    1.02148,    8.65992,    8.89076,   20.11318,    0.00323,   21.50097,    0.25840,   18.72714,    0.02257 
UPK_53                   , 2243063188780308777 ,    1.83457,    3.93120,    4.23400,    0.82202,    8.65992,    8.89076,   11.55115,    0.00054,   11.72900,    0.00047,   11.23260,    0.00047 
UPK_53                   , 2243063188780308778 ,    0.37984,    3.52000,    4.89400,    0.79994,    8.65992,    8.89076,   19.77551,    0.00297,   21.18098,    0.15040,   18.41095,    0.01754 
UPK_53                   , 2243063188914526511*, 9999.00000, 9999.00000, 9999.00000,    0.93691,    8.65992,    8.89076,   11.48803,    0.00045,   11.69825,    0.00047,   11.12403,    0.00047 
UPK_53                   , 2243063188914526517*, 9999.00000, 9999.00000, 9999.00000,    0.69564,    8.65992,    8.89076,   12.95411,    0.00045,   13.30353,    0.00054,   12.42412,    0.00052 
UPK_53                   , 2243063188780308791 ,    0.56629,    3.57760,    4.71700,    1.00886,    8.65992,    8.89076,   17.92070,    0.00099,   19.21168,    0.01871,   16.74011,    0.00406 
UPK_53                   , 2243063188780308792 ,    0.58651,    3.58690,    4.70400,    1.03857,    8.65992,    8.89076,   18.14268,    0.00109,   19.49547,    0.02424,   16.93988,    0.00475 
UPK_53                   , 2243063188780308793 ,    0.40541,    3.52580,    4.86900,    1.00774,    8.65992,    8.89076,   19.25389,    0.00205,   20.83546,    0.08630,   17.93851,    0.01128 
UPK_53                   , 2243063188914526523A,    0.38671,    3.52150,    4.88700,    0.90366,    8.65992,    8.89076,   19.90544,    0.00328,   21.94469,    0.17681,   18.56830,    0.01950 
UPK_53                   , 2243063188914526523B,    0.38500,    3.54600,    4.82900,    0.90366,    8.65992,    8.89076,   19.89079,    0.00325,   21.86184,    0.17379,   18.56833,    0.01925 
UPK_53                   , 2243063188914526526*, 9999.00000, 9999.00000, 9999.00000,    0.96073,    8.65992,    8.89076,   18.54763,    0.00111,   20.12237,    0.04171,   17.25317,    0.00629 
UPK_53                   , 2243063188780308800 ,    0.27455,    3.49710,    4.97400,    1.03804,    8.65992,    8.89076,   20.94812,    0.00766,   23.94930,    0.59734,   19.56772,    0.04705 
