#ClusterName              ,#ID                 ,       Mass,    LogTeff,       Logg,         Av,    Log age,    DistMod,          G,         Bp,         Rp
Alessi_21                , 1882531157074033431 ,    0.44454,    3.52320,    4.64500,    0.11976,    7.82020,    6.50515,   16.25151,   17.77988,   14.97373 
Alessi_21                , 1882531157074033432 ,    0.14331,    3.44360,    4.61600,    0.10746,    7.82020,    6.50515,   18.47338,   20.74001,   17.01989 
Alessi_21                , 1882531157074033433 ,    0.34667,    3.50420,    4.65600,    0.11869,    7.82020,    6.50515,   16.68270,   18.32365,   15.36970 
Alessi_21                , 1882531157074033434 ,    0.27242,    3.48890,    4.64900,    0.11453,    7.82020,    6.50515,   17.15199,   18.93027,   15.80085 
Alessi_21                , 1882531157074033435 ,    1.71899,    3.91880,    4.33300,    0.10423,    7.82020,    6.50515,    8.87128,    8.92532,    8.73652 
Alessi_21                , 1882531157074033436 ,    0.71420,    3.66640,    4.61800,    0.13659,    7.82020,    6.50515,   13.22828,   13.84445,   12.44086 
Alessi_21                , 1882531157074033437 ,    0.15953,    3.45190,    4.62300,    0.09391,    7.82020,    6.50515,   18.75122,   21.12833,   17.28008 
Alessi_21                , 1882531157074033438 ,    1.07906,    3.77630,    4.50100,    0.11197,    7.82020,    6.50515,   11.22224,   11.54875,   10.71790 
Alessi_21                , 1882531157208251168*, 9999.00000, 9999.00000, 9999.00000,    0.11405,    7.82020,    6.50515,   15.32313,   16.80630,   14.06060 
Alessi_21                , 1882531157208251168A,    0.41974,    3.51820,    4.65000,    0.11405,    7.82020,    6.50515,   16.08784,   17.57409,   14.82425 
Alessi_21                , 1882531157208251168B,    0.41600,    3.56100,    4.84400,    0.11405,    7.82020,    6.50515,   16.06371,   17.54388,   14.80221 
Alessi_21                , 1882531157208251171*, 9999.00000, 9999.00000, 9999.00000,    0.10694,    7.82020,    6.50515,   12.57277,   13.07593,   11.88140 
Alessi_21                , 1882531157208251171A,    0.80685,    3.70060,    4.64000,    0.10694,    7.82020,    6.50515,   12.59311,   13.08266,   11.91830 
Alessi_21                , 1882531157208251171B,    0.33000,    3.53500,    4.51700,    0.10694,    7.82020,    6.50515,   16.90100,   18.59931,   15.57147 
Alessi_21                , 1882531157074033445 ,    0.19888,    3.46820,    4.63500,    0.10075,    7.82020,    6.50515,   17.88919,   19.92497,   16.47848 
Alessi_21                , 1882531157208251175*, 9999.00000, 9999.00000, 9999.00000,    0.11654,    7.82020,    6.50515,   15.19189,   16.53542,   13.97930 
Alessi_21                , 1882531157208251175A,    0.52170,    3.54150,    4.62300,    0.11654,    7.82020,    6.50515,   15.32776,   16.61458,   14.13982 
Alessi_21                , 1882531157208251175B,    0.21700,    3.54100,    4.96000,    0.11654,    7.82020,    6.50515,   17.51562,   19.41777,   16.13406 
Alessi_21                , 1882531157074033449 ,    0.22768,    3.47690,    4.64200,    0.09715,    7.82020,    6.50515,   17.61403,   19.54956,   16.22485 
Alessi_21                , 1882531157074033450 ,    0.16675,    3.45490,    4.62500,    0.11152,    7.82020,    6.50515,   18.00725,   20.08939,   16.58724 
Alessi_21                , 1882531157074033451 ,    0.44251,    3.52280,    4.64500,    0.10224,    7.82020,    6.50515,   16.22630,   17.74623,   14.95132 
Alessi_21                , 1882531157074033452 ,    0.28361,    3.49150,    4.65100,    0.11672,    7.82020,    6.50515,   17.24452,   19.05342,   15.88553 
Alessi_21                , 1882531157208251182*, 9999.00000, 9999.00000, 9999.00000,    0.08726,    7.82020,    6.50515,    8.54009,    8.56020,    8.45733 
Alessi_21                , 1882531157208251182A,    1.87335,    3.95080,    4.34100,    0.08726,    7.82020,    6.50515,    8.56294,    8.57469,    8.49781 
Alessi_21                , 1882531157208251182B,    0.83300,    3.66900,    4.60200,    0.08726,    7.82020,    6.50515,   12.74342,   13.25426,   12.04856 
Alessi_21                , 1882531157074033456 ,    0.09129,    3.40480,    4.58400,    0.11183,    7.82020,    6.50515,   19.54650,   22.30815,   18.02461 
