#ClusterName              ,#ID                 ,       Mass,    LogTeff,       Logg,         Av,    Log age,    DistMod,          G,       sigG,         Bp,     sigBp,         Rp,      sigRp
Alessi_21                , 1882531157073985537 ,    0.44454,    3.52320,    4.64500,    0.01707,    7.82020,    3.49485,   13.17055,    0.00054,   14.66926,    0.00076,   11.90241,    0.00050 
Alessi_21                , 1882531157073985538 ,    0.14331,    3.44360,    4.61600,    0.01532,    7.82020,    3.49485,   15.40562,    0.00058,   17.63481,    0.00485,   13.95588,    0.00075 
Alessi_21                , 1882531157073985539 ,    0.34667,    3.50420,    4.65600,    0.01692,    7.82020,    3.49485,   13.60361,    0.00055,   15.21267,    0.00095,   12.29914,    0.00052 
Alessi_21                , 1882531157073985540 ,    0.27242,    3.48890,    4.64900,    0.01633,    7.82020,    3.49485,   14.07636,    0.00055,   15.82505,    0.00131,   12.73362,    0.00055 
Alessi_21                , 1882531157073985541 ,    1.71899,    3.91880,    4.33300,    0.01486,    7.82020,    3.49485,    5.77646,    0.00054,    5.81342,    0.00046,    5.66991,    0.00047 
Alessi_21                , 1882531157073985542 ,    0.71420,    3.66640,    4.61800,    0.01947,    7.82020,    3.49485,   10.12182,    0.00054,   10.71134,    0.00047,    9.35805,    0.00046 
Alessi_21                , 1882531157073985543 ,    0.15953,    3.45190,    4.62300,    0.01339,    7.82020,    3.49485,   15.69127,    0.00060,   18.03965,    0.00678,   14.22393,    0.00083 
Alessi_21                , 1882531157073985544 ,    1.07906,    3.77630,    4.50100,    0.01596,    7.82020,    3.49485,    8.12884,    0.00054,    8.43393,    0.00046,    7.64708,    0.00046 
Alessi_21                , 1882531157208203274*, 9999.00000, 9999.00000, 9999.00000,    0.01626,    7.82020,    3.49485,   12.24420,    0.00045,   13.69972,    0.00055,   10.99252,    0.00047 
Alessi_21                , 1882531157208203277A,    0.80685,    3.70060,    4.64000,    0.01525,    7.82020,    3.49485,    9.50625,    0.00054,    9.97542,    0.00046,    8.85051,    0.00046 
Alessi_21                , 1882531157208203277B,    0.33000,    3.53500,    4.51700,    0.01525,    7.82020,    3.49485,   13.82886,    0.00055,   15.49993,    0.00109,   12.50723,    0.00053 
Alessi_21                , 1882531157073985551 ,    0.19888,    3.46820,    4.63500,    0.01436,    7.82020,    3.49485,   14.82298,    0.00056,   16.83067,    0.00256,   13.41792,    0.00064 
Alessi_21                , 1882531157208203281*, 9999.00000, 9999.00000, 9999.00000,    0.01661,    7.82020,    3.49485,   12.11079,    0.00045,   13.42618,    0.00055,   10.90926,    0.00047 
Alessi_21                , 1882531157073985555 ,    0.22768,    3.47690,    4.64200,    0.01385,    7.82020,    3.49485,   14.54933,    0.00056,   16.46157,    0.00196,   13.16608,    0.00060 
Alessi_21                , 1882531157073985556 ,    0.16675,    3.45490,    4.62500,    0.01590,    7.82020,    3.49485,   14.93524,    0.00057,   16.98549,    0.00288,   13.52132,    0.00065 
Alessi_21                , 1882531157073985557 ,    0.44251,    3.52280,    4.64500,    0.01457,    7.82020,    3.49485,   13.15538,    0.00054,   14.65000,    0.00075,   11.88941,    0.00049 
Alessi_21                , 1882531157073985558 ,    0.28361,    3.49150,    4.65100,    0.01664,    7.82020,    3.49485,   14.16718,    0.00055,   15.94516,    0.00140,   12.81692,    0.00056 
Alessi_21                , 1882531157208203288A,    1.87335,    3.95080,    4.34100,    0.01244,    7.82020,    3.49485,    5.48217,    0.00054,    5.48002,    0.00046,    5.44020,    0.00047 
