#ClusterName              ,#ID                 ,       Mass,    LogTeff,       Logg,         Av,    Log age,    DistMod,          G,         Bp,         Rp
UPK_53                   , 2243063188780358031 ,    1.15668,    3.79550,    4.43100,    0.15052,    8.65992,   10.39591,   14.63676,   14.92607,   14.17598 
UPK_53                   , 2243063188914575761*, 9999.00000, 9999.00000, 9999.00000,    0.19725,    8.65992,   10.39591,   13.57378,   13.77511,   13.22330 
UPK_53                   , 2243063188914575761A,    1.41071,    3.84340,    4.29100,    0.19725,    8.65992,   10.39591,   13.57570,   13.77572,   13.22769 
UPK_53                   , 2243063188914575761B,    0.43400,    3.56200,    4.82500,    0.19725,    8.65992,   10.39591,   20.45648,   21.89953,   19.20805 
UPK_53                   , 2243063188914575764*, 9999.00000, 9999.00000, 9999.00000,    0.12693,    8.65992,   10.39591,   16.14097,   16.61430,   15.47734 
UPK_53                   , 2243063188914575764A,    0.87334,    3.72090,    4.60500,    0.12693,    8.65992,   10.39591,   16.17722,   16.63096,   15.53722 
UPK_53                   , 2243063188914575764B,    0.45800,    3.57100,    4.81100,    0.12693,    8.65992,   10.39591,   19.84989,   21.15757,   18.65333 
UPK_53                   , 2243063188914575770*, 9999.00000, 9999.00000, 9999.00000,    0.17306,    8.65992,   10.39591,   21.05855,   22.69899,   19.74440 
UPK_53                   , 2243063188914575770A,    0.31621,    3.50610,    4.94600,    0.17306,    8.65992,   10.39591,   21.14753,   22.73811,   19.84981 
UPK_53                   , 2243063188914575770B,    0.12100,    3.49500,    4.56700,    0.17306,    8.65992,   10.39591,   23.81885,   26.32668,   22.32878 
UPK_53                   , 2243063188780358044 ,    1.83457,    3.93120,    4.23400,    0.13927,    8.65992,   10.39591,   12.42752,   12.47378,   12.30528 
UPK_53                   , 2243063188780358045 ,    0.37984,    3.52000,    4.89400,    0.13553,    8.65992,   10.39591,   20.82840,   22.34190,   19.55557 
UPK_53                   , 2243063188914575778*, 9999.00000, 9999.00000, 9999.00000,    0.15873,    8.65992,   10.39591,   12.28053,   12.33831,   12.13575 
UPK_53                   , 2243063188914575778A,    1.86949,    3.93620,    4.22500,    0.15873,    8.65992,   10.39591,   12.34806,   12.38924,   12.23407 
UPK_53                   , 2243063188914575778B,    1.02600,    3.76300,    4.51400,    0.15873,    8.65992,   10.39591,   15.32972,   15.68561,   14.79227 
UPK_53                   , 2243063188914575784*, 9999.00000, 9999.00000, 9999.00000,    0.11785,    8.65992,   10.39591,   13.95127,   14.17974,   13.56550 
UPK_53                   , 2243063188914575784A,    1.33290,    3.82860,    4.32400,    0.11785,    8.65992,   10.39591,   13.95252,   14.18008,   13.56843 
UPK_53                   , 2243063188914575784B,    0.33700,    3.56100,    4.91500,    0.11785,    8.65992,   10.39591,   21.29445,   22.91229,   19.98837 
UPK_53                   , 2243063188780358058 ,    0.56629,    3.57760,    4.71700,    0.17092,    8.65992,   10.39591,   18.81232,   19.86160,   17.73626 
UPK_53                   , 2243063188780358059 ,    0.58651,    3.58690,    4.70400,    0.17596,    8.65992,   10.39591,   19.02208,   20.12834,   17.91672 
UPK_53                   , 2243063188780358060 ,    0.40541,    3.52580,    4.86900,    0.17073,    8.65992,   10.39591,   20.17969,   21.56295,   18.95334 
UPK_53                   , 2243063188914575790*, 9999.00000, 9999.00000, 9999.00000,    0.15310,    8.65992,   10.39591,   20.14240,   21.67294,   18.86391 
UPK_53                   , 2243063188914575790A,    0.38671,    3.52150,    4.88700,    0.15310,    8.65992,   10.39591,   20.90275,   22.43499,   19.62369 
UPK_53                   , 2243063188914575790B,    0.38500,    3.54600,    4.82900,    0.15310,    8.65992,   10.39591,   20.88727,   22.41611,   19.60933 
UPK_53                   , 2243063188914575793*, 9999.00000, 9999.00000, 9999.00000,    0.16277,    8.65992,   10.39591,   19.49848,   20.84644,   18.28494 
UPK_53                   , 2243063188914575793A,    0.49455,    3.54940,    4.77400,    0.16277,    8.65992,   10.39591,   19.74769,   21.03797,   18.55832 
UPK_53                   , 2243063188914575793B,    0.32500,    3.53500,    4.55800,    0.16277,    8.65992,   10.39591,   21.21858,   22.82454,   19.91613 
UPK_53                   , 2243063188780358070 ,    0.36724,    3.51710,    4.90600,    0.13015,    8.65992,   10.39591,   20.71044,   22.19751,   19.44656 
UPK_53                   , 2243063188914575800*, 9999.00000, 9999.00000, 9999.00000,    0.17805,    8.65992,   10.39591,   15.40294,   15.85785,   14.76160 
UPK_53                   , 2243063188914575800A,    0.94009,    3.74240,    4.57100,    0.17805,    8.65992,   10.39591,   16.00467,   16.44148,   15.38160 
UPK_53                   , 2243063188914575800B,    0.89000,    3.69900,    4.58000,    0.17805,    8.65992,   10.39591,   16.33075,   16.81060,   15.66523 
UPK_53                   , 2243063188780358074 ,    1.37794,    3.83700,    4.30400,    0.14429,    8.65992,   10.39591,   13.76709,   13.98143,   13.40017 
UPK_53                   , 2243063188780358075 ,    0.62733,    3.60720,    4.68500,    0.15623,    8.65992,   10.39591,   18.40752,   19.34964,   17.39136 
UPK_53                   , 2243063188780358076 ,    0.35696,    3.51480,    4.91500,    0.14483,    8.65992,   10.39591,   20.62721,   22.09830,   19.36887 
