#ClusterName              ,#ID                 ,       Mass,    LogTeff,       Logg,         Av,    Log age,    DistMod,          G,       sigG,         Bp,     sigBp,         Rp,      sigRp
UPK_53                   , 2243063188780220417 ,    0.10327,    3.39980,    5.10200,    0.04258,    8.65992,    3.49485,   17.77607,    0.00093,   20.79085,    0.07126,   16.23990,    0.00275 
UPK_53                   , 2243063188780220418 ,    0.27050,    3.49620,    4.97600,    0.03821,    8.65992,    3.49485,   14.85347,    0.00056,   16.57405,    0.00213,   13.51957,    0.00065 
UPK_53                   , 2243063188780220419 ,    0.14820,    3.44880,    5.06100,    0.04220,    8.65992,    3.49485,   16.58873,    0.00067,   18.93284,    0.01490,   15.12185,    0.00130 
UPK_53                   , 2243063188780220420 ,    0.23402,    3.48670,    5.00100,    0.04072,    8.65992,    3.49485,   15.62491,    0.00059,   17.59336,    0.00467,   14.22856,    0.00083 
UPK_53                   , 2243063188780220421 ,    1.15668,    3.79550,    4.43100,    0.03706,    8.65992,    3.49485,    7.63507,    0.00054,    7.90107,    0.00046,    7.20410,    0.00046 
UPK_53                   , 2243063188914438151*, 9999.00000, 9999.00000, 9999.00000,    0.04856,    8.65992,    3.49485,    6.53876,    0.00045,    6.70993,    0.00046,    6.22766,    0.00046 
UPK_53                   , 2243063188780220425 ,    0.13196,    3.43610,    5.07700,    0.04396,    8.65992,    3.49485,   17.20102,    0.00077,   19.85227,    0.03315,   15.69362,    0.00186 
UPK_53                   , 2243063188780220426 ,    0.21469,    3.48010,    5.01300,    0.04591,    8.65992,    3.49485,   15.36557,    0.00058,   17.24816,    0.00352,   13.98964,    0.00076 
UPK_53                   , 2243063188914438156A,    0.87334,    3.72090,    4.60500,    0.03125,    8.65992,    3.49485,    9.19469,    0.00054,    9.62769,    0.00046,    8.57659,    0.00046 
UPK_53                   , 2243063188914438156B,    0.45800,    3.57100,    4.81100,    0.03125,    8.65992,    3.49485,   12.88076,    0.00054,   14.16136,    0.00064,   11.69511,    0.00049 
UPK_53                   , 2243063188914438159*, 9999.00000, 9999.00000, 9999.00000,    0.04185,    8.65992,    3.49485,   16.36091,    0.00054,   18.94242,    0.01741,   14.85951,    0.00111 
UPK_53                   , 2243063188780220433 ,    0.17029,    3.46120,    5.04400,    0.04463,    8.65992,    3.49485,   15.81189,    0.00060,   17.85876,    0.00578,   14.40151,    0.00090 
UPK_53                   , 2243063188914438163A,    0.31621,    3.50610,    4.94600,    0.04261,    8.65992,    3.49485,   14.15687,    0.00055,   15.71077,    0.00122,   12.87152,    0.00056 
UPK_53                   , 2243063188914438163B,    0.12100,    3.49500,    4.56700,    0.04261,    8.65992,    3.49485,   16.83823,    0.00070,   19.32051,    0.02053,   15.35457,    0.00149 
UPK_53                   , 2243063188780220437 ,    0.09977,    3.39440,    5.10300,    0.03886,    8.65992,    3.49485,   18.15711,    0.00109,   21.24504,    0.10167,   16.62417,    0.00369 
UPK_53                   , 2243063188780220438 ,    0.13195,    3.43600,    5.07700,    0.03977,    8.65992,    3.49485,   17.19814,    0.00077,   19.82384,    0.03301,   15.69218,    0.00186 
UPK_53                   , 2243063188780220439 ,    0.13251,    3.43660,    5.07600,    0.03838,    8.65992,    3.49485,   17.21596,    0.00077,   19.86346,    0.03380,   15.70656,    0.00188 
UPK_53                   , 2243063188780220440 ,    0.09850,    3.39200,    5.10200,    0.03371,    8.65992,    3.49485,   18.11825,    0.00107,   21.03561,    0.09790,   16.58437,    0.00358 
UPK_53                   , 2243063188780220441 ,    0.14483,    3.44660,    5.06400,    0.03889,    8.65992,    3.49485,   16.50606,    0.00066,   18.80440,    0.01342,   15.04502,    0.00124 
UPK_53                   , 2243063188780220442 ,    0.22163,    3.48240,    5.00900,    0.03660,    8.65992,    3.49485,   15.45433,    0.00058,   17.36100,    0.00387,   14.07040,    0.00078 
UPK_53                   , 2243063188780220443 ,    1.83457,    3.93120,    4.23400,    0.03429,    8.65992,    3.49485,    5.42790,    0.00054,    5.45530,    0.00046,    5.33691,    0.00047 
UPK_53                   , 2243063188780220444 ,    0.20708,    3.47750,    5.01800,    0.04226,    8.65992,    3.49485,   15.26033,    0.00058,   17.10903,    0.00315,   13.89315,    0.00073 
UPK_53                   , 2243063188780220445 ,    0.37984,    3.52000,    4.89400,    0.03337,    8.65992,    3.49485,   13.85598,    0.00055,   15.33940,    0.00101,   12.59327,    0.00054 
UPK_53                   , 2243063188780220446 ,    0.23171,    3.48590,    5.00200,    0.03182,    8.65992,    3.49485,   15.58721,    0.00059,   17.54597,    0.00448,   14.19310,    0.00082 
UPK_53                   , 2243063188780220447 ,    0.16284,    3.45780,    5.04900,    0.03639,    8.65992,    3.49485,   15.67518,    0.00059,   17.65448,    0.00494,   14.27392,    0.00085 
UPK_53                   , 2243063188780220448 ,    0.09873,    3.39240,    5.10200,    0.04514,    8.65992,    3.49485,   18.12969,    0.00108,   21.09182,    0.09947,   16.59236,    0.00361 
UPK_53                   , 2243063188914438178A,    0.10239,    3.39840,    5.10300,    0.04108,    8.65992,    3.49485,   17.75238,    0.00092,   20.61089,    0.06960,   16.21857,    0.00270 
UPK_53                   , 2243063188914438178B,    0.07300,    3.20400,    5.36000,    0.04108,    8.65992,    3.49485,   17.38994,    0.00081,   20.28532,    0.05049,   15.85368,    0.00208 
UPK_53                   , 2243063188914438181*, 9999.00000, 9999.00000, 9999.00000,    0.03908,    8.65992,    3.49485,    5.26720,    0.00045,    5.30382,    0.00046,    5.15890,    0.00047 
UPK_53                   , 2243063188780220455 ,    0.12239,    3.42720,    5.08900,    0.03903,    8.65992,    3.49485,   16.88115,    0.00071,   19.35758,    0.02174,   15.39616,    0.00153 
UPK_53                   , 2243063188914438185*, 9999.00000, 9999.00000, 9999.00000,    0.03819,    8.65992,    3.49485,   15.62918,    0.00049,   17.84898,    0.00440,   14.18258,    0.00084 
UPK_53                   , 2243063188914438188A,    1.33290,    3.82860,    4.32400,    0.02902,    8.65992,    3.49485,    6.97157,    0.00054,    7.18112,    0.00046,    6.61224,    0.00046 
UPK_53                   , 2243063188914438188B,    0.33700,    3.56100,    4.91500,    0.02902,    8.65992,    3.49485,   14.33290,    0.00055,   15.92562,    0.00139,   13.03528,    0.00058 
UPK_53                   , 2243063188780220462 ,    0.56629,    3.57760,    4.71700,    0.04208,    8.65992,    3.49485,   11.81492,    0.00054,   12.83011,    0.00051,   10.75720,    0.00046 
UPK_53                   , 2243063188780220463 ,    0.58651,    3.58690,    4.70400,    0.04332,    8.65992,    3.49485,   12.02293,    0.00054,   13.09391,    0.00052,   10.93485,    0.00047 
UPK_53                   , 2243063188780220464 ,    0.40541,    3.52580,    4.86900,    0.04203,    8.65992,    3.49485,   13.18745,    0.00054,   14.53469,    0.00072,   11.97521,    0.00050 
UPK_53                   , 2243063188914438194A,    0.38671,    3.52150,    4.88700,    0.03769,    8.65992,    3.49485,   13.92238,    0.00055,   15.41968,    0.00105,   12.65459,    0.00054 
