#ClusterName              ,#ID                 ,       Mass,    LogTeff,       Logg,         Av,    Log age,    DistMod,          G,         Bp,         Rp
ASCC_21                  , 1891097903137691200 ,    0.89707,    3.63660,    4.29400,    0.80575,    6.94988,   10.00000,   16.78688,   17.74104,   15.76366 
ASCC_21                  , 1891097903271908930*, 9999.00000, 9999.00000, 9999.00000,    0.72300,    6.94988,   10.00000,   14.21021,   14.73744,   13.49597 
ASCC_21                  , 1891097903271908930A,    1.42923,    3.74670,    4.15900,    0.72300,    6.94988,   10.00000,   14.24373,   14.75139,   13.55184 
ASCC_21                  , 1891097903271908930B,    0.62700,    3.59500,    4.42300,    0.72300,    6.94988,   10.00000,   18.00297,   19.47238,   16.74521 
ASCC_21                  , 1891097903137691204 ,    0.29115,    3.48060,    4.06900,    0.75048,    6.94988,   10.00000,   19.76987,   21.82995,   18.35424 
ASCC_21                  , 1891097903137691205 ,    1.37569,    3.73280,    4.20000,    0.66158,    6.94988,   10.00000,   14.65938,   15.20492,   13.93284 
ASCC_21                  , 1891097903271908935*, 9999.00000, 9999.00000, 9999.00000,    0.66782,    6.94988,   10.00000,   18.38752,   20.07487,   17.05955 
ASCC_21                  , 1891097903271908935A,    0.50090,    3.52510,    4.13900,    0.66782,    6.94988,   10.00000,   18.47655,   20.10973,   17.16587 
ASCC_21                  , 1891097903271908935B,    0.07300,    3.20400,    5.36000,    0.66782,    6.94988,   10.00000,   21.14712,   23.82580,   19.63501 
ASCC_21                  , 1891097903271908938*, 9999.00000, 9999.00000, 9999.00000,    0.86039,    6.94988,   10.00000,   18.98455,   20.95903,   17.58595 
ASCC_21                  , 1891097903271908938A,    0.39476,    3.50460,    4.10400,    0.86039,    6.94988,   10.00000,   19.22230,   21.11168,   17.84372 
ASCC_21                  , 1891097903271908938B,    0.20800,    3.51500,    4.29400,    0.86039,    6.94988,   10.00000,   20.75023,   23.16455,   19.27350 
ASCC_21                  , 1891097903271908941*, 9999.00000, 9999.00000, 9999.00000,    0.79190,    6.94988,   10.00000,   20.45164,   22.97803,   18.95854 
ASCC_21                  , 1891097903271908941A,    0.17522,    3.44240,    4.02200,    0.79190,    6.94988,   10.00000,   20.82515,   23.25968,   19.34545 
ASCC_21                  , 1891097903271908941B,    0.11200,    3.46000,    5.16000,    0.79190,    6.94988,   10.00000,   21.79159,   24.58087,   20.26656 
ASCC_21                  , 1891097903137691215 ,    0.19481,    3.45040,    4.03200,    0.84456,    6.94988,   10.00000,   20.58544,   22.93778,   19.11811 
ASCC_21                  , 1891097903271908945*, 9999.00000, 9999.00000, 9999.00000,    0.80628,    6.94988,   10.00000,   11.61305,   11.69033,   11.44084 
ASCC_21                  , 1891097903271908945A,    2.93950,    4.09660,    4.35700,    0.80628,    6.94988,   10.00000,   11.61414,   11.69054,   11.44410 
ASCC_21                  , 1891097903271908945B,    0.38200,    3.54500,    4.73000,    0.80628,    6.94988,   10.00000,   19.11789,   20.96986,   17.74823 
ASCC_21                  , 1891097903137691219 ,    0.33626,    3.49210,    4.08600,    0.70470,    6.94988,   10.00000,   19.31940,   21.21978,   17.93825 
ASCC_21                  , 1891097903271908949*, 9999.00000, 9999.00000, 9999.00000,    0.70678,    6.94988,   10.00000,   16.70097,   17.72824,   15.63187 
ASCC_21                  , 1891097903271908949A,    0.82228,    3.62610,    4.29500,    0.70678,    6.94988,   10.00000,   16.83115,   17.78867,   15.80596 
